clean_text,label
chorus come end started come end went wrong take eyes ball reel cut string come end started come end went wrong take eyes ball first reel cut string verse used alright happened cat get tongue string come undone one one one one comes us soft pillow verse used alright happened et cetera et cetera fads whatever fifteen steps sheer drop chorus come end started come end went wrong take eyes ball reel cut string,rock
hook snak jaclyn know thinking im crazy baby maybe crazy nothing nobody say im crazy know thinking im crazy baby maybe crazy nothing nobody say im crazy yeah verse snak ripper got feeling like world mine girl fine together shine time one clouds mind forget past living fast bad touch class wanna touch ass girl much ask come team show things never seen pristine everything fucking dream even try wake make stronger kiss bambi city sweetest candy lips weed liquor breath bonnie clyde even nothing left know shorty ride take look eyes play games say lies connected like puzzle start surprise yeah gona make yeah gunna make heart baby take careful break shit deep shit deep baby got sinking gotta say word know exactly thinkin hook snak jaclyn know thinking im crazy baby maybe crazy nothing nobody say im crazy know thinking im crazy baby maybe crazy nothing nobody say im crazy verse jaclyn gee fly high thrill tonight wrong want right feeling like night mine heights never thought climb losing mind yeah yeah hook snak jaclyn know thinking im crazy baby maybe crazy nothing nobody say im crazy know thinking im crazy baby maybe crazy nothing nobody say im crazy,pop
intro yeah aye wassup man aye uh aye look man get get bus got dollar fifty sayin tryna get tryna get bus man got mon got dollar fifty go two dollars man fuck yo bus nigga yeah hey hey yeah got dollar dream yeah yeah got dollar dream yeah yeah got dollar dream real niggas team hey hey hey hey hey hey everything seems got dollar dream hey hey dreamin verse ayy ayy got dollar dream real niggas team everything seems uh niggas hating love even though trying scheme past past nigga stock rising like nasdaq uh huh say future yet giving niggas flashbacks better days settle whatever played represent struggle nigga say never say whenever spit bullshit spittin pulpit hittin niggas gospel lord said hostile hoes got dollar pocket plus dream yeah laughing nigga everything seems means know mama father pipe hard white tell scars like speaking bars like nigga jail tired siftin mail feel like cartwright bills bills bills bills real nigga ill let talkin man know niggas feel chorus got dollar dream real niggas team everything seems god damn nigga motherfuckin bill collectors man got dollar dream real niggas team everything seems even god damn turn phone without nigga ringin got dollar dream real niggas team everything seems tryna call different numbers shit tryna tryna fool nigga lil cole nigga yeah got dollar dream real niggas team everything seems yeah verse got dolla dream real niggas team everything seem every lady ho every bitch queen every nigga dog every nigga king uh huh shit happening reason everything everything every nigga dunk white man jump haha shootin niggas fore even tell em put hands crooked cops got nigga scared drive probably thinkin slangin man see eyes inside pocket dollar plus dream yeah swear girl faithful everything seems see seen glance looked away like want sayin fuck could wanted know hurts flirt nigga worse bet hit man first nah church gospel lord said spit like get bible survival hook got dollar dream real niggas team everything seems yeah ayy yeah yeah yeah ayy got dollar dream real niggas team everything seems uh uh uh uh ayy got dollar dream real niggas team wait til get money ri hehehehe everything seem yeah got dollar dream yeah got dollar dream wait til get money right dreamin verse check aye sallie know answerin calls aww bitch yeah shit let explain explain explain times hard runnin round tryna find job get job hear phone ringing morning clock god damn even front press ignore yeah still got letters layin dresser drawer,rap
intro chuck sample low go low go low go low go low go low go low go low go low go low go low go low go low go low go low go low go verse ludacris haha luda go lower ever really thought could face ass top booty jiggling jeans baby pull pants like see better ever seen done befo lot women drop ground low go lower mama ever seen lifetime never would imagined even right mind practice front mirror dance flo mad cause get chick show dance oh may wanna get low posted kinda like player come crib might show girls thang two yeah think superstar ass like gotta blow befo make big one thang gotta know interlude chuck sample low go low go low go low go low go low go low go low go hook shawnna ludacris go low go low lower know go low go low lower know go low go low lower know go low go low lower know verse ludacris like knick knack patty wack oh kitty cat give dog bone many licks take til get center let realer nigga take home make show stop soon hear fo pop way yo block put needle record make get lower lamborghini really get low shoot video put tv cause like french vanilla french vanilla caramel caramel comes chocolate comes chocolate know well asian persuasion discrimination love seem please us wanna taste butter rican pecan peanut butter cups like reese pieces cause think superstar ass like gotta blow befo make big well one thang gotta know interlude chuck sample low go low go low go low go low go low go low go low go hook shawnna ludacris go low go low lower know go low go low lower know go low go low lower know go low go low lower know verse ludacris drop hit dump split stop get get put reverse back let put luda show whatchu working show bankroll yeah superstar one thang gotta know interlude chuck sample low go low go low go low go low go low go low go low go hook shawnna ludacris go low go low lower know go low go low lower know go low go low lower know go low go low lower know,rap
chorus nate dogg pamela hale people going people going verse nate dogg pamela hale everybody wants play game nobody wants lose see people die every day sing blues tell wants roll take look world see problems maybe help solve turn boys men make women girls see loved ones turning drugs almost every day lose another one going ask one anyone answer betcha know chorus nate dogg pamela hale people going people going verse nate dogg could save nation could save friends whole worlds attention people really listening would tell good without would tell together stand oh together stand another message brothers colors bother introduce hardest man town somebody tell please chorus nate dogg pamela hale people going people going people going people going somebody tell please outro pamela hale nate dogg going ask one going anyone answer betcha know going going ask one going anyone answer betcha know going going ask one going anyone answer betcha know going going ask one going anyone answer betcha know,rb
verse danny donoghue yeah greatest best king kong bangin chest beat world beat war talk god go bangin door throw hands beat clock yeah move mountain break rocks master wait luck dedicate gon find chorus danny donoghue standin hall fame yeah world gonna know name yeah cause burn brightest flame yeah world gonna know name yeah walls hall fame verse danny donoghue go distance run mile walk straight hell smile hero get gold breakin records thought never could broke yeah people pride ever gonna know never even try country name cause gon day chorus danny donoghue standin hall fame yeah world gonna know name yeah cause burn brightest flame yeah world gonna know name yeah walls hall fame post chorus champion champion champion champion walls hall fame bridge danny donoghue students teachers politicians preachers yeah believers leaders astronauts champions truth seekers students teachers politicians preachers yeah believers leaders astronauts champions chorus danny donoghue standin hall fame yeah world gonna know name yeah cause burn brightest flame yeah world gonna know name yeah walls hall fame outro danny donoghue greatest best champion king kong bangin chest champion beat world beat war champion talk god go bangin door champion throw hands beat clock champion move mountain break rocks champion master wait luck champion dedicate gon find champion standing hall fame,pop
first strike hammer make heart beat faster rat tat remind something behind hook hear hear banging tin love sane staring wave buried wave told anything bombs started falling thief master walking disaster know hear come know hear sound know feel coming let get hook hear hear banging tin love sane staring wave buried wave told anything bombs started falling thief master walking disaster know hear come know hear sound know feel coming let get know hear coming,pop
verse depths fiery home summons bell chime tempting earth join sinful kind job done one people make time fate hesitate pull pit chorus come jump fire come jump fire verse hell eyes death veins end closing feeding minds man souls within disciples shout search always shall obey follow child meek mild say chorus come jump fire come jump fire guitar solo verse jump taken force get either way trying keep hellfire lit stalking prey living life see part everyone reach grab hand walk land come home belong chorus come jump fire come jump fire come jump fire come jump fire come jump guitar solo,rock
verse dat nigga daz find mc like strong leavin motherfuckers aborted verbal support command microphone get deadly khan though bear snake panda withstand power gain make possible drop wreck yo brain imagine keep wishin upon star finally realizin fuck penetrate withstandin faded would greatest mc time created rhyme simple fact attack crush pride intention ride every time night faced scars beyond one bar put guard faced ride breakin gas day pay assume count bodies verse pac mandatory elevation lyrics like orientation could familiar nigga facin must patient nothin better communication known damage highly flammable like gas stations sorry left ass waitin procrastination give fate get ass shakin bustin makin motherfuckers panic take life granted put ass dirt swear bitch planted lyrics motivate planet similar rhythm nation thugged forgive janet control activatin souls know way games gettin told yo two years ago friend mine told aliz cristal blows mind bear witness dopest fuckin rhyme wrote takin coat clearin throat chorus method man got mind made come come get get get let ride get tonight night got mind made come get get let ride tonight night verse kurupt well comes two packs bomb prophylac protection fuckin sack collapse uh cause nowadays shit evadin rays sendin young motherfuckers early grave wonder terrifyin tactics torturin mcs shows heart cold tundra electrifyin like thunder much rough raw motherfuckin poisonous touch mc lyrics fuckin bombay got ten steps instant death like bai mei rhymes leave mark mind deadly virus spread head like sand palm escape nah blastin use mental assassinate assassins askin opposed laughin raw maniacal villain laughter enhances chances killin cause smilin faces deceive best believe mcs deadliest disease thoughts rip throat make hard breathe whole camp siege jason voorhees uh heat night defeat ignite mics verbal snipe vocab site cut uncut raw clause rhymes hit split bricks wall yeah already idea superior sphere greater rhyme creator sides equator equation rock philly back spot rock bust like straps views get overshadowed come contact beware set prepare enter verbal combat verse method man fuck losers fake jacks make maneuvers like hitler stickin german mister meth tical staten isle back message touch dial yeah rarely see mc justice got gun powder musket blaow melons get swellings paint mental pictures like magellan half clans repeat felons niggas best protect joints nine nickels man stay point like icicles wanna test tical tes ticles motherfuckin mouth headbanger boogie catch tour al doogie meth,rap
intro daz dillinger snoop dogg ugh ha ha ha serious nigga one niggas got bad motherfuckin breath oh man aye baby aye baby shit aye baby get bubblegum motherfucker somethin aye nigga get somethin eat dog aye nigga study long study wrong nigga verse snoop dogg much drama kind hard bein snoop double somehow way keep comin funky ass shit like every single day may kick little something make ends breeze two mornin party still jumpin cause momma home got bitches livin room gettin leavin till six mornin wanna shit got pocket full rubbers homeboys turn lights close doors love hoes yeah gon smoke ounce hoes motherfuckers bounce chorus daz dillinger lil david ruffin snoop dogg daz dillinger rollin street smokin indo sippin gin juice laid back mind money money mind rollin street smokin indo sippin gin juice laid back mind money money mind verse snoop dogg got seagram gin everybody got cups chipped type shit happens time got get fool gotta get mine everything fine listening got cultivating music captivating listens words speak take drink middle street get mackin bitch named sadie sadie used homeboy lady oh bitch degrees tell bitch please raise cause gets none ease mob dogg pound feel breeze beyotch chorus snoop dogg daz dillinger rollin street smokin indo sippin gin juice laid back mind money money mind rollin street smokin indo sippin gin juice laid back mind money money mind verse snoop dogg later day homie dr dre came gang tanqueray fat ass bubonic chronic made choke shit joke back sit cup tanqueray chronic yeah fucked stoppin still poppin dre got bitches city compton serve cherry top cause bust nut raising cot get upset girl goes love hoes door chorus snoop dogg daz dillinger rollin street smokin indo sippin gin juice laid back mind money money mind rollin street smokin indo sippin gin juice laid back mind money money mind rollin street smokin indo sippin gin juice beyotch mind money money mind rollin street smokin indo sippin gin juice beyotch mind money money mind,rap
intro dream wanna see therrrrrrrre baby verse drake peekin window uh let skin show one websites get info wii work nintendo hit alt tab switchin two convos call cabs bring em condo yeah normally question would cross paths like intersection far away affection pray never lose connection cause remember stacy prolly hate used threaten man replace talk shit hit escape key get mad wanna go erase remember amy used aim stayed late used blame said wild wanna tame told even photoshop change got open girl lie even tryna settle try end night kiss bye bye strings attatched love wi fi verse jamie foxx love girl way bring light room uh love girl way legs light shoes ohhh love girl way lips looks apply gloss ah love girl girl look right screen take hook jamie foxx dream digital girl girl girl girl girl girl digital girl girl girl girl girl girl girl digital girl verse jamie foxx homies never see always got right tucked louis computer bag wherever could type message full shoot video upload even though hate distance keeps persistent one day ass kitchen hook jamie foxx dream digital girl girl girl girl girl girl digital girl girl girl girl girl girl girl digital girl verse dream kanye west baby day goes byyyy whoaaaaa eh shawty without miiiind whoaaaaa eh shawty donna karan underweaaaaar whoooa hoa eh shwaty babe swear nothing worry baby wanna see therrrre easy look lemme explain oh baby yeah baby verse kanye west take picture cut face cover tattoo waist let mc serch til reach rd base get home hit home plate wait could considered first date ye picture looks trash body make baller spend cooked coke cash plus every good girl wanna go bad playboy mags like stacey dash kim kardashian lady aaaaat know crazy thing girls make wait longer green passion christ year old virgin disrespectful baby encourage like em brown yellow puerto rican persian dashiki kimono turban say dress white swag urban tryin luck hit text say baby question mark respond yes hook jamie foxx dream digital girl girl girl girl girl girl digital girl girl girl girl girl girl girl digital girl outro jamie foxx lyin cheatin lyin uh lyin lyin cheatin lyin fades,rap
verse bodies fill fields see hungry heroes end one play soldier one pretend running blind killing fields bred kill victim said servant til fall pre chorus soldier boy made clay empty shell twenty one son served us well bred kill care say finished greeting death take away chorus back front say say back front die say must die back front coward servant blind man verse barking machine gun fire nothing sounding clock ticks get used somehow man stripes wear glory seeker trends bodies fill fields see slaughter never ends pre chorus soldier boy made clay empty shell twenty one son served us well bred kill care say finished greeting death take away chorus back front say say back front die say must die back front coward servant blind man bridge dying kill fear lie live lying hell hell guitar solo bridge dying kill fear lie live lying hell hell born dying verse life planned birth nothing could say chance see molded day day looking back realize nothing done left die friend alone clench gun pre chorus soldier boy made clay empty shell twenty one son served us well bred kill care say finished greeting death take away chorus back front say say back front die say must die back front coward servant blind man back front outro back front back front back front back front,rock
intro puff daddy mary blige shame put box check ayo mary want talk em like supposed come hook mary blige looking someone love looking someone love yeh yeh yeah verse mary blige angel much take calm patience lose temper hold wait got issues like sometimes get confused strong break prayin hard get thru day bad thoughts mind shake nightmares day relate please somebody calmly wake let cold world take looking verse diddy drama karma love life dear momma war fought scars garnered hustle got honest father mix violence blend peace combine hate face defeat nope week still incomplete stand feet take lot still dance beat skin cold callous concrete love swimming one ski rich man chique hotel bed sheets uh ah know looking hook looking someone love looking someone love yeh yeh yeah verse lil wayne life life word mary niggas fuck virgin mary go ahead make day dirty harry weezy fuck world pop cherry everybody pushing fall back everybody looking blind fact clock wall say time action take bank cash feeling fuck feeling spell without yesterday memory looking mirror enemy today hook looking someone love looking someone love yeh yeh yeah verse mary blige rise falls enemies wanna see crawl ups downs know around sometimes bothers hear people say non truth sane crazy pick one world living make mistakes human hook looking someone love looking someone love yeh yeh yeah,rb
intro around around around chorus liquid washed throat like soap wanna think shit warped wanna deep beat fucking let go around verse cap locks still log sleep baby stays awake every dream try keep matter say carry thinking way oversee life happened chorus li li li liquid washed throat like soap yeah wanna think shit warped wanna deep beat fucking let go around liquid washed throat like soap yeah wanna think shit warped wanna deep beat fucking let go around bridge yeah left side right side vice versa still side left side right side vice versa still side bridge stay little gets better never trust letter left right matter get new writer stay little gets better never trust letter left right matter get new writer bridge yeah left side right side vice versa still side left side right side vice versa still side interlude chorus wanna get lost screen except hit big sunbeam want know thought stream always trying stay dream wanna get lost screen except hit big sunbeam want know thought dream always trying stay dream cap locks still log bridge stay little gets better never trust letter left right matter get new writer stay little gets better never trust letter left right matter get new writer stay little gets better never trust letter left right matter get new writer stay little gets better never trust letter left right matter get new writer,pop
verse better dead better quitter say better ever take local street smiling dying trying drag feet verse say drinks help forget one many know never see gonna end think crazy perfect sense chorus mates trying calm cause shouting name town swearing go change mind turn around know drunk say words listen time even though slurred dialed number confessed still love heard nothing verse stumble along railings fences know faced face come senses every drunk step take leads door sees much hurting take back sure chorus mates trying calm cause shouting name town swearing go change mind turn around know drunk say words listen time even though slurred dialed number confessed still love heard nothing post chorus said nothing oh wanted words heard nothing oh got nothing got nothing oh wanted words heard nothing bridge ohh sometimes love intoxicating ohh coming hands shaking realize one waiting interlude better dead better quitter say better ever chorus mates trying calm cause shouting name town swearing go change mind turn around know drunk say words listen time even though slurred dialed number confessed still love heard nothing post chorus said nothing oh wanted words heard nothing oh got nothing got nothing oh wanted words heard nothing ohh got nothing outro got nothing got nothing got nothing,rock
said baby want give anything follow river leads bigger streams love everything love runs deep ocean oh lets sail away light day ones gonna stop us face love pain love pain comes goes change love pain said maybe thing need know feel maybe perception reality either way want love runs deep ocean oh lets sail away light day ones gonna stop us face love pain love pain comes goes change love pain like never leave lonely like love pain,rb
verse blue life ends night see would come verse wonder eyes motion high dare slip make us suffer like chorus nothing like lapis lazuli let go back outro like replaced like replaced like replaced like replaced like replaced like replaced like replaced like replaced nothing like lapis lazuli like replaced nothing like lapis lazuli like replaced nothing like lapis lazuli like replaced nothing like lapis lazuli like replaced nothing like lapis lazuli like replaced nothing like lapis lazuli,pop
