id,name
566,Jackie Wilson
567,Sam Cooke
568,The Vice Barons
569,Otis Redding
570,Little Richard
571,LaVern Baker
572,Ray Charles
573,The Detroit Cobras
574,Big Mama Thornton
575,Aretha Franklin
576,Marvin Gaye
577,Ruth Brown
578,James Brown
579,Big Maybelle
580,Muddy Waters
581,Elmore James
582,Sonny Boy Williamson
583,John Lee Hooker
584,The Isley Brothers
585,Chuck Berry
586,Professor Longhair
587,Sister Rosetta Tharpe
588,Big Joe Turner
589,Andre Williams
590,Louis Prima
591,Charles Aznavour
592,Ennio Morricone
593,Renato Carosone
594,The Pretty Things
595,The Titty Twisters Orchestra
596,The Montesas
597,The Easybeats
598,The Gruesomes
599,David Bowie
600,le bowl
601,Prince
602,Iron & Wine
603,Aphex Twin
604,Kings of Convenience
605,Beastie Boys
606,José González
607,Jethro Tull
608,Tortoise
609,Nick Drake
610,Miles Davis
611,The Sea and Cake
612,Talking Heads
613,John Coltrane
614,Pearl Jam
615,Elliott Smith
616,Squarepusher
617,The Roots
618,Belle and Sebastian
619,A Tribe Called Quest
620,Pulp
621,The Album Leaf
622,Sufjan Stevens
623,Clogs
624,Great Lake Swimmers
625,Thelonious Monk
626,A.A. Bondy
627,Saint Etienne
628,Andrew York
629,of Montreal
630,Neil Young
631,Einstürzende Neubauten
632,Explosions in the Sky
633,Ornette Coleman
634,Μιχάλης Χατζηγιάννης
635,Teen Angels
636,Ivi Adamou
637,Helena Paparizou
638,Kalomoira
639,Milan Stanković
640,Άννα Βισση
641,Laura Pausini
642,Banghra
643,Nikolas Metaxas
644,Inna
645,Stavento
646,RBD
647,Eleftheria Eleftheriou
648,Antonis Remos
649,D'Nash
650,Giorgos Papadopoulos
651,Funky G
652,Hadise
653,Watch Tower Bible and Tract Society of PA
654,Onirama
655,Jessy Matador
656,Master Tempo
657,Paolo Meneguzzi
658,Floricienta
659,Erreway
660,Dima Bilan
661,Stromae
662,Tamta
663,Sakis Rouvas
664,Karolina
665,Giannis Ploutarxos
666,Chanée & N'evergreen
667,Evridiki
668,Mando
669,Eric Saade
670,Safura
671,Alkistis Protopsalti
672,Denise Rosenthal
673,Christos Dantis
674,Darin
675,Despoina Olympiou
676,Yohanna
677,Kostas Martakis
678,Soulthrow
679,Glee Cast
680,The Veronicas
681,Demi Lovato
682,Lights
683,John Mayer
684,American Idiot Cast
685,Nick Jonas & The Administration
686,Selena Gomez & the Scene
687,All Time Low
688,Honor Society
689,Florence + the Machine
690,Marina & the Diamonds
691,Owl City
692,Mitchel Musso
693,Hey Monday
694,Darren Criss
695,Push Play
696,The Pierces
697,Sia
698,Duncan Sheik & Steven Sater
699,Esmée Denters
700,Boyce Avenue
701,Shakira
702,Ester Dean
703,The xx
704,The Pretty Reckless
705,Engenheiros do Hawaii
706,AC/DC
707,Metallica
708,Capital Inicial
709,The White Stripes
710,Black Label Society
711,Mark Knopfler
712,Dire Straits
713,Gotthard
714,Legião Urbana
715,R.E.M.
716,Kaiser Chiefs
717,Electric Light Orchestra
718,Johnny Cash
719,Orishas
720,Social Distortion
721,Wim Mertens
722,ATB
723,Buena Vista Social Club
724,Ozzy Osbourne
725,Titãs
726,Apocalyptica
727,Era
728,Eric Clapton
729,Sacred Spirit
730,Eagles
731,1200 Micrograms
732,Alice Cooper
733,John Lennon
734,Bruce Springsteen
735,The Rolling Stones
736,Eliades Ochoa
737,Trans-Siberian Orchestra
738,DJ Tiësto
739,Lulu Santos
743,Nadja
744,Autechre
745,Aidan Baker & thisquietarmy
746,Salem
747,Carbon Based Lifeforms
748,Boards of Canada
749,Casino Versus Japan
750,Bill Withers
751,Jesu
752,Boris
753,Secede
754,Maximum the Hormone
755,65daysofstatic
756,Arovane
757,Crystal Castles
758,Психея
759,#####
760,LAKE R▲DIO
761,Asian Dub Foundation
762,the Chemodan
763,Mono
764,16 Horsepower
765,Multiplex
766,Ben Frost
767,Gridlock
768,Enter Shikari
769,Isis
770,HORSE the band
771,Lazzich
772,Proem
773,electronicmicroanimal
774,Mooncake
775,Gastón Arévalo
776,sokpb avabodha
777,The Crystal Method
778,Ochre
779,Bring Me The Horizon
780,Gimmik
781,Fail Emotions
782,Solar Fields
783,Digitonal
784,Jackson and His Computer Band
785,Fear Factory
786,Mandy Moore
787,Paulina Rubio
788,Fey
789,Dannii Minogue
790,Belinda
791,Marie Serneholt
792,Thalía
793,Hannah Montana
794,A*Teens
795,Gloria Trevi
796,Anna Carina
797,Emily Osment
798,Geri Halliwell
799,Junior Caldera feat Sophie Ellis Bextor
800,Atomic Kitten
801,5ive
802,Anahí
803,Five
804,Darkest Hour
805,Parkway Drive
806,Soilwork
807,Crematory
808,Rise Against
809,The Black Dahlia Murder
810,All That Remains
811,Sonic Syndicate
812,Dark Tranquillity
813,As I Lay Dying
814,Caliban
815,Killswitch Engage
816,A Day to Remember
817,Corpus Christi
818,36 Crazyfists
819,Avatar
820,At the Gates
821,Amon Amarth
822,Evading Downfall
823,August Burns Red
824,Ensiferum
825,Whitechapel
826,Divine Heresy
827,Ignite
828,From a Second Story Window
829,It Prevails
830,Atreyu
831,Emmure
832,I Killed the Prom Queen
833,Suffokate
834,Five Finger Death Punch
835,Scar Symmetry
836,Butterfly Coma
837,Eluveitie
838,Debeli Precjednik
839,All Shall Perish
840,Millencolin
841,Slayer
842,Despised Icon
843,Pantera
844,Pain Confessor
845,The Dillinger Escape Plan
846,Lamb of God
847,The Mercury Arc
848,Ego Fall
849,Feed Her To The Sharks
850,Haste the Day
851,Manic Street Preachers
852,The Stranglers
853,Therapy?
854,Alice in Chains
855,Jane's Addiction
856,Soundgarden
857,The Clash
858,PJ Harvey
859,Pixies
860,Stone Temple Pilots
861,Killing Joke
862,Primal Scream
863,The Velvet Underground
864,Ministry
865,Republika
866,Virgin Prunes
867,Nick Cave and the Bad Seeds
868,The Doors
869,Afghan Whigs
870,Skeletal Family
871,New Model Army
872,Closterkeller
873,Porno for Pyros
874,Roxy Music
875,Bauhaus
876,Revolting Cocks
877,Alphaville
878,Wolfsheim
879,Can
880,Nitzer Ebb
881,Kyuss
882,The Jesus Lizard
883,Tiamat
884,Brygada Kryzys
885,Tracy Chapman
886,Dragonette
887,New Young Pony Club
888,Siobhan Donaghy
889,Cyndi Lauper
890,Kelly Osbourne
891,Jewel
892,Dixie Chicks
893,Kate Miller-Heidke
894,Sneaky Sound System
895,Chew Lips
896,Noisettes
897,Shakespear's Sister
898,Tegan and Sara
899,Missy Higgins
900,Annie Lennox
901,VV Brown
902,The Cast Of Buffy The Vampire Slayer
903,Amy Winehouse
904,Rogue Traders
905,Crowded House
906,Girls Aloud
907,Timbaland
908,Vanessa Hudgens
909,Delta Goodrem
910,John Williams
911,Rachel Stevens
912,Carter Burwell
913,Destiny's Child
914,Medina
915,Alexandra Burke
916,Vanessa S.
917,Iron Maiden
918,Megadeth
919,Savatage
920,Dream Theater
921,Circle II Circle
922,Bruce Dickinson
923,Children of Bodom
924,Angra
925,Andre Matos
926,Shaaman
927,Hangar
928,Helloween
929,Viper
930,Nightwish
931,Dr. Sin
932,Matanza
933,Wizards
934,Angel Dust
935,Bittencourt Project
936,Kamelot
937,Stratovarius
938,Hibria
939,Mindflow
940,Rage
941,Tribuzy
942,Iced Earth
943,Nevermore
944,Symphony X
945,Journey
946,Avantasia
947,Testament
948,Burning in Hell
949,Death
950,Kiko Loureiro
951,Bon Jovi
952,Skid Row
953,Arch Enemy
954,Kreator
955,Epica
956,Yngwie Malmsteen
957,Blind Guardian
958,Kotipelto
959,Queen
960,Outworld
961,Tori Amos
962,The Cardigans
963,Yanni
964,The Mars Volta
965,Bush
966,Nickelback
967,Sixpence None the Richer
968,Armin van Buuren
969,Kasabian
970,Infernal
971,Zoé
972,t.A.T.u.
973,Hevia
974,Amy Studt
975,Santana
976,Agressiva 69
977,At the Drive-In
978,Disturbed
979,Smash Mouth
980,Yelle
981,Emilíana Torrini
982,Foo Fighters
983,Rodrigo y Gabriela
984,Tilly and the Wall
985,Blondie
986,Frank Sinatra
987,"Earth, Wind & Fire"
988,Fallulah
989,The Donnas
990,Iron Butterfly
991,Jem
992,Chris Rea
993,Simple Minds
994,Howard Jones
995,China Crisis
996,Mike & The Mechanics
997,The Human League
998,Orchestral Manoeuvres in the Dark
999,Thompson Twins
1000,Information Society
1001,Pet Shop Boys
1002,Rick Astley
1003,Johnny Hates Jazz
1004,Kim Wilde
1005,Robert Palmer
1006,The Fixx
1007,Solar Stone
1008,Level 42
1009,Tiësto
1010,19
1011,Artista desconhecido
1012,Kyau vs. Albert
1013,Ultravox
1014,Erasure
1015,Berlin
1016,Novaspace
1017,The Psychedelic Furs
1018,Midge Ure
1019,Yazoo
1020,OceanLab
1021,Groove Coverage
1022,Dance Nation
1023,Fragma
1024,Ian Van Dahl
1025,DJ Sammy
1026,Sylver
1027,Heaven 17
1028,Anything Box
1029,Markus Schulz
1030,Topmodelz
1031,Exposé
1032,Jessie J
1033,Runner Runner
1034,Kerli
1035,Breathe Carolina
1036,Anarbor
1037,Nicki Minaj
1038,The Maine
1039,Teen Hearts
1040,Forever the Sickest Kids
1041,Gloria
1042,Bruno Mars
1043,Boys Like Girls
1044,Slipknot
1045,Fresno
1046,New Found Glory
1047,McFly
1048,The Kooks
1049,Nevada Tan
1050,Mamma Mia!
1051,Alesha Dixon
1052,Pink
1053,Edyta Bartosiewicz
1054,Camp Rock
1055,Myslovitz
1056,Jamal
1057,Ewa Farna
1058,Łzy
1059,Alexz Johnson
1060,Bonanza Banzai
1061,Recoil
1062,Ladytron
1063,Fake
1064,Hubert Kah
1065,Sally Shapiro
1066,Ayria
1067,Red Flag
1068,Cook Da Books
1069,The Frozen Autumn
1070,Johan Agebjörn
1071,Alan Silvestri
1072,Martin L. Gore
1073,Kraftwerk
1074,Cause & Effect
1075,IAMX
1076,Wham!
1077,Klein & Mbo
1078,Alan Wilder
1079,Billy Idol
1080,Dark Phenomenon
1081,Ace of Base
1082,TIA
1083,Siouxsie and the Banshees
1084,Provision
1085,Curve
1086,Static Movement
1087,Alisha
1088,B.W.H.
1089,Suede
1090,Franz Ferdinand
1091,AFI
1092,Joaquín Sabina
1093,Kaizers Orchestra
1094,Kent
1095,Damon Albarn
1096,Bayside
1097,Patrick Wolf
1098,Björk
1099,The Prodigy
1100,Chiodos
1101,These New Puritans
1102,William Control
1103,Iggy Pop
1104,Rammstein
1105,Jack's Mannequin
1106,Phoenix
1107,"The Good, the Bad & the Queen"
1108,Nicky Wire
1109,Yann Tiersen
1110,Rush
1111,Tenhi
1112,Frédéric Chopin
1113,Ayreon
1114,Tarja
1115,Balayeurs du désert
1116,Incubus
1117,Claude Debussy
1118,A Perfect Circle
1119,Faith No More
1120,György Ligeti
1121,Wolfgang Amadeus Mozart
1122,The Police
1123,Johann Sebastian Bach
1124,Carl Orff
1125,Los Jaivas
1126,Noir Désir
1127,The Asteroids Galaxy Tour
1128,John Petrucci & Jordan Rudess
1129,Villa cariño
1130,Ludwig van Beethoven
1131,Tool
1132,Joe Satriani
1133,The String Quartet
1134,Agalloch
1135,Camille
1136,Amadou & Mariam
1137,Kuervos del Sur
1138,Igor Stravinsky
1139,Maurice Ravel
1140,Neal Morse
1141,Aina Sandoval
1142,Die Antwoord
1143,Empyrium
1144,Josquin des Prez
1145,Stone Sour
1146,菅野よう子
1147,Murray Gold
1148,平沢進
1149,Pete and The Pirates
1150,Leonard Cohen
1151,Editors
1152,Fire Bomber
1153,Đorđe Balašević
1154,The Pillows
1155,Hot Chip
1156,Orbital
1157,坂本真綾
1158,Lewis Black
1159,Architecture in Helsinki
1160,Roy Orbison
1161,Pizzicato Five
1162,Flight of the Conchords
1163,Los Campesinos!
1164,The Magnetic Fields
1165,Luky
1166,Shimon Masato
1167,Antony and the Johnsons
1168,Mychael Danna/DeVotchKa
1169,Kayo Dot
1170,Rishloo
1171,The Blood Brothers
1172,Jordan Rudess
1173,Quidam
1174,Juniper
1175,Georg Friedrich Händel
1176,The Sound of Animals Fighting
1177,Diablo Swing Orchestra
1178,Lunatic Soul
1179,Billy Talent
1180,Escape The Fate
1181,Silverstein
1182,The Red Jumpsuit Apparatus
1183,You Me At Six
1184,The Blackout
1185,Alesana
1186,Sum 41
1187,Dance Gavin Dance
1188,Asking Alexandria
1189,Secondhand Serenade
1190,We Are The Ocean
1191,Hadouken!
1192,Four Year Strong
1193,Mayday Parade
1194,Hawthorne Heights
1195,Alexisonfire
1196,Suicide Silence
1197,Senses Fail
1198,We The Kings
1199,Destine
1200,Story of the Year
1201,Cute Is What We Aim For
1202,Melvins
1203,Skinny Puppy
1204,Agoraphobic Nosebleed
1205,Death in June
1206,Misfits
1207,The Skatalites
1208,Reverend Horton Heat
1209,The Conet Project
1210,Saul Williams
1211,Lärm
1212,Manorexia
1213,Lush
1214,Nile
1215,Mirrorthrone
1216,Mastodon
1217,Shadow Project
1218,Chris Vrenna
1219,Ravi Shankar
1220,Patsy Cline
1221,Naked City
1222,Venetian Snares
1223,Eyehategod
1224,Bob Wills and his Texas Playboys
1225,Dean Martin
1226,Shpongle
1227,Dick Dale
1228,La Quiete
1229,Sunn O)))
1230,Parliament
1231,The Dresden Dolls
1232,Jelly Roll Morton
1233,The Tear Garden
1234,Sutcliffe Jügend
1235,Birth Control
1236,Zomby
1237,CunninLynguists
1238,Tinariwen
1239,Weezer
1240,Them Crooked Vultures
1241,Skank
1242,The Beach Boys
1243,Mika
1244,Elvis Presley
1245,Hayley Williams
1246,Panic! At the Disco
1247,The Calling
1248,The Darkness
1249,Guns N' Roses
1250,Alpha Quadrant
1251,Dark Fortress
1252,Cryo
1253,Front Line Assembly
1254,Mayhem
1255,X-Dream
1256,Haujobb
1257,Overkill
1258,Bolt Thrower
1259,Satyricon
1260,Marduk
1261,Sodom
1262,Secrets of the Moon
1263,Tristania
1264,Carcass
1265,Headscan
1266,Unanimated
1267,Nocte Obducta
1268,Love Like Blood
1269,FREq
1270,Tactical Sekt
1271,Novembers Doom
1272,Electric Universe
1273,Vinterland
1274,Sepultura
1275,Samael
1276,Immortal
1277,Velvet Acid Christ
1278,yelworC
1279,X-Marks the Pedwalk
1280,Orange Sector
1281,Cannibal Corpse
1282,Forma Tadre
1283,Blue Planet Corporation
1284,Necrophobic
1285,Talamasca
1286,Devourment
1287,Unlord
1288,Atmos
1289,Helrunar
1290,Messiah
1291,Withershin
1292,mind.in.a.box
1293,Absurd Minds
1294,Rotersand
1295,VNV Nation
1296,Seabound
1297,Colony 5
1298,Apoptygma Berzerk
1299,Suicide Commando
1300,Blutengel
1301,Neuroticfish
1302,Culture Kultür
1303,Assemblage 23
1304,Edge of Dawn
1305,Cosmic Gate
1306,Above & Beyond
1307,Cesium:137
1308,Ronski Speed
1309,Stoneface & Terminal
1310,Noisecontrollers
1311,Donkey Rollers
1312,Pride and Fall
1313,E-Craft
1314,Solitary Experiments
1315,Wynardtage
1316,Blutonium Boy
1317,P24
1318,Sander van Doorn
1319,Brooklyn Bounce
1320,Code 64
1321,Lights of Euphoria
1322,Echo Image
1323,Sero.Overdose
1324,A7ie
1325,Spektralized
1326,Negative Format
1327,Noycetm
1328,Angels & Agony
1329,Lost Signal
1330,4 Strings
1331,Accessory
1332,XP8
1333,Les Anges De La Nuit
1334,Glis
1335,Bruderschaft
1336,Syrian
1337,Nuclear Assault
1338,HammerFall
1339,Sonata Arctica
1340,Iron Fire
1341,Flotsam and Jetsam
1342,Gamma Ray
1343,Queensrÿche
1344,Annihilator
1345,Armored Saint
1346,Grave Digger
1347,Sabaton
1348,Alestorm
1349,Rhapsody of Fire
1350,Edguy
1351,Tenacious D
1352,Death Angel
1353,Running Wild
1354,Mantic Ritual
1355,Jag Panzer
1356,Heathen
1357,Sacred Reich
1358,Judas Priest
1359,Tarot
1360,Motörhead
1361,Bloodbound
1362,Mekong Delta
1363,Power Quest
1364,Exodus
1365,Vicious Rumors
1366,W.A.S.P.
1367,Steel Attack
1368,Primal Fear
1369,Black Sabbath
1370,Early Man
1371,Wolf
1372,Deep Purple
1373,Agent Steel
1374,Demons & Wizards
1375,Snow Patrol
1376,White Lies
1377,The Fray
1378,Jimmy Eat World
1379,Hurts
1380,Blue October
1381,Starsailor
1382,David Gray
1383,Imogen Heap
1384,The Verve
1385,Thirteen Senses
1386,Matthew Ryan
1387,The Little Heroes
1388,Gary Jules
1389,Eisley
1390,Vampire Weekend
1391,Negativ
1392,Lady Sovereign
1393,Alenka Gotar
1394,The Chemical Brothers
1395,Freemasons
1396,Digitalism
1397,Fatboy Slim
1398,Justice
1399,Armand van Helden
1400,MGMT
1401,deadmau5
1402,Ludacris
1403,Martin Solveig
1404,Lone
1405,Simian Mobile Disco
1406,The Offspring
1407,Michael Gray
1408,MSTRKRFT
1409,Calvin Harris
1410,Pendulum
1411,King Crimson
1412,Led Zeppelin
1413,Genesis
1414,Paul McCartney
1415,Creedence Clearwater Revival
1416,George Harrison
1417,Týr
1418,Mogwai
1419,Spirit
1420,Terry Reid
1421,Roberto Carlos
1422,Grateful Dead
1423,A Silver Mt. Zion
1424,Cat Power
1425,David Gilmour
1426,The Jimi Hendrix Experience
1427,Stevie Wonder
1428,Dulce María
1429,Christian Chávez
1430,Christopher Von Uckermann
1431,Paty Cantú
1432,Tiziano Ferro
1433,Daddy Yankee
1434,Kazaky
1435,La Nueva Banda Timbiriche
1436,Luis Fonsi
1437,Chino & Nacho
1438,Camila
1439,Alexis & Fido
1440,David Bisbal
1441,Eva Simons
