user,item,weight
15,203,352
15,212,242
15,222,235
15,227,747
15,266,247
15,429,366
15,511,740
15,599,1141
15,601,557
15,602,546
15,603,484
15,604,484
15,605,470
15,606,466
15,607,443
15,609,407
15,610,404
15,612,380
15,615,350
15,616,346
15,617,341
15,618,340
15,619,337
15,621,306
15,622,302
15,627,258
15,629,251
15,630,230
15,631,226
16,161,459
16,346,264
16,386,154
16,532,251
16,641,391
16,644,366
16,646,308
16,669,147
17,56,242
17,67,303
17,89,1255
17,229,610
17,230,120
17,292,110
17,300,1089
17,306,144
17,324,306
17,325,219
17,344,1804
17,403,101
17,461,984
17,466,925
17,498,1544
17,526,104
17,528,321
17,538,188
17,548,1446
17,680,891
17,681,879
17,682,651
17,685,381
17,686,373
17,687,370
17,689,270
17,690,243
17,691,208
17,692,190
17,696,170
17,697,168
17,701,115
17,703,107
17,704,105
18,56,186
18,71,401
18,72,404
18,88,258
18,174,332
18,190,544
18,220,623
18,227,630
18,230,400
18,378,204
18,511,496
18,705,2187
18,706,853
18,707,838
18,709,660
18,710,646
18,712,518
18,714,427
18,715,426
18,716,409
18,717,363
18,718,359
18,720,318
18,722,283
18,724,246
18,725,245
18,728,236
18,730,222
18,732,216
18,734,197
18,735,192
20,56,108
20,163,119
20,504,154
20,512,290
20,747,274
20,751,242
20,754,185
20,755,174
20,756,171
20,757,167
20,758,162
20,763,137
20,768,122
20,769,120
20,770,116
20,772,108
20,777,99
20,778,99
20,779,99
20,782,97
21,55,4097
21,67,219
21,71,110
21,288,474
21,289,4620
21,292,437
21,293,599
21,295,152
21,298,149
21,299,516
21,300,252
21,302,118
21,306,138
21,310,187
21,318,215
21,325,202
21,352,116
21,465,122
21,466,222
21,523,186
21,531,188
21,543,210
21,679,159
21,681,118
21,686,764
21,701,732
21,788,424
21,789,400
21,792,263
21,794,215
21,797,164
21,798,145
21,800,120
21,802,99
22,412,677
22,514,939
22,809,2301
22,810,2160
22,811,2153
22,812,1833
22,813,1742
22,814,1627
22,815,1451
22,816,1401
22,820,1158
22,823,999
22,824,945
22,825,902
22,830,743
22,831,731
22,832,702
22,834,684
22,835,676
22,837,634
22,839,615
22,841,602
22,842,560
22,843,553
22,845,539
22,846,538
22,850,505
23,7,212
23,152,330
23,159,401
23,163,124
23,181,297
23,226,292
23,227,143
23,233,379
23,420,117
23,436,242
23,511,752
23,599,652
23,615,131
23,707,176
23,851,2897
23,852,956
23,854,508
23,855,419
23,856,240
23,857,238
23,858,235
23,860,217
23,861,215
23,867,189
23,868,186
23,875,138
23,878,119
23,879,118
23,880,118
23,881,116
24,55,5956
24,67,6917
24,89,661
24,167,1412
24,229,2443
24,285,586
24,288,677
24,289,1192
24,295,506
24,298,1226
24,300,1729
24,301,432
24,302,1037
24,310,677
24,316,1998
24,333,466
24,340,720
24,425,851
24,437,796
24,689,1720
24,690,475
24,709,875
24,786,1694
24,789,4466
24,885,2776
24,889,1025
24,891,776
24,892,742
24,896,633
24,898,546
24,899,538
24,900,518
24,903,477
24,905,416
25,55,185
25,67,278
25,89,311
25,155,235
25,157,1694
25,288,208
25,289,1623
25,290,95
25,292,404
25,293,81
25,294,141
25,295,312
25,296,1765
25,302,120
25,310,77
25,311,76
25,314,160
25,325,244
25,329,425
25,331,153
25,349,231
25,350,1146
25,354,747
25,455,3009
25,462,82
25,476,1759
25,484,177
25,543,96
25,701,130
25,786,593
25,800,194
25,906,3004
25,907,271
25,908,222
25,909,173
25,911,133
25,912,97
25,913,89
25,914,81
26,6,550
26,25,177
26,707,278
26,718,250
26,841,151
26,918,2199
26,920,1622
26,923,1176
26,930,633
26,932,503
26,936,376
26,937,334
26,942,284
26,943,279
26,944,269
26,945,264
26,946,263
26,947,247
26,949,218
26,952,194
26,953,184
26,954,175
26,955,170
26,956,165
26,957,142
26,959,123
27,51,85
27,67,117
27,152,200
27,172,106
27,183,156
27,328,86
27,423,408
27,463,159
27,548,144
27,614,102
27,641,89
27,689,80
27,703,226
27,861,72
27,917,81
27,961,226
27,962,198
27,963,184
27,964,172
27,965,157
27,966,137
27,967,131
27,968,114
27,969,108
27,971,102
27,972,100
27,978,73
27,981,67
27,982,66
27,985,64
27,986,62
27,987,62
27,989,60
28,51,10
28,59,8
28,61,8
28,72,8
28,91,11
28,100,14
28,193,27
28,366,10
28,905,7
28,993,16
28,994,15
28,997,13
28,998,13
28,999,12
28,1000,12
28,1004,10
28,1009,9
28,1013,8
28,1014,8
28,1017,8
28,1027,7
29,89,153
29,161,30
29,209,23
29,288,42
29,289,79
29,300,68
29,302,121
29,317,33
29,328,62
29,333,337
29,455,26
29,464,32
29,466,501
29,472,63
29,481,57
29,500,56
29,528,131
29,531,32
29,534,23
29,537,201
29,679,293
29,686,144
29,687,2000
29,704,253
29,706,33
29,951,59
29,966,28
29,1032,300
29,1034,150
29,1035,134
29,1037,85
29,1038,77
29,1040,63
29,1041,51
29,1043,48
29,1044,42
29,1045,32
29,1046,23
30,190,120
30,228,209
30,229,152
30,230,259
30,234,165
30,289,1231
30,291,102
30,295,184
30,300,512
30,325,131
30,344,148
30,355,84
30,455,105
30,456,130
30,461,1375
30,465,184
30,471,89
30,481,192
30,498,1604
30,521,560
30,538,95
30,646,110
30,679,321
30,680,202
30,687,131
30,908,90
30,966,78
30,1043,255
30,1047,1725
30,1048,1433
30,1051,166
30,1052,158
30,1054,136
30,1055,127
30,1057,103
31,30,150
31,55,147
31,56,269
31,59,131
31,67,39
31,72,17561
31,77,99
31,159,48
31,238,108
31,289,395
31,515,36
31,534,266
31,603,56
31,757,178
31,875,193
31,880,440
31,959,68
31,972,463
31,1061,876
31,1069,182
31,1072,93
31,1073,90
31,1075,88
31,1076,69
31,1081,58
31,1083,55
32,72,236
32,88,859
32,154,435
32,155,261
32,159,307
32,190,1837
32,196,143
32,200,246
32,203,3554
32,217,119
32,220,327
32,227,520
32,234,289
32,428,388
32,441,1180
32,447,329
32,533,278
32,599,194
32,620,216
32,808,123
32,851,5364
32,857,260
32,875,268
32,1089,2185
32,1090,1352
32,1094,389
32,1097,287
32,1098,223
32,1099,221
32,1100,211
32,1101,201
32,1103,158
32,1104,157
32,1106,138
32,1107,128
33,56,1129
33,152,940
33,183,637
33,188,1383
33,418,1130
33,607,315
33,614,1113
33,964,759
33,968,354
33,1109,3338
33,1110,3248
33,1112,2107
33,1113,1493
33,1114,1482
33,1116,1363
33,1117,1017
33,1118,996
33,1119,874
33,1121,770
33,1122,689
33,1123,683
33,1130,438
33,1132,386
33,1134,347
33,1143,200
33,1145,189
34,53,211
34,59,1455
34,70,341
34,72,1881
34,163,1416
34,173,775
34,199,1551
34,225,1075
34,226,366
34,227,908
34,229,235
34,397,394
34,441,2261
34,511,246
34,599,1387
34,622,412
34,717,1797
34,851,533
34,1109,208
34,1146,2101
34,1150,746
34,1154,399
34,1155,354
34,1156,306
34,1159,285
34,1160,268
34,1162,208
34,1163,201
34,1164,194
34,1167,182
35,212,4
35,444,1
35,920,1
35,964,1
36,45,321
36,230,254
36,333,318
36,430,448
36,464,292
36,470,345
36,481,308
36,488,358
36,493,611
36,497,782
36,500,497
36,537,258
36,540,629
36,768,1417
36,779,709
36,805,952
36,808,1089
36,966,358
36,1035,341
36,1043,305
36,1046,947
36,1047,1080
36,1091,361
36,1179,1126
36,1180,900
36,1182,739
36,1184,688
36,1185,675
36,1186,569
36,1188,519
36,1189,494
36,1191,424
36,1193,352
36,1194,335
36,1195,315
36,1196,313
36,1198,283
36,1200,253
36,1201,252
37,157,434
37,227,441
37,233,434
37,374,252
37,578,330
37,599,308
37,631,1395
37,845,273
37,1098,276
37,1112,213
37,1202,527
37,1203,474
37,1206,313
37,1213,285
37,1214,283
37,1216,270
37,1222,258
37,1229,235
37,1231,223
38,56,74
38,65,3008
38,88,792
38,182,507
38,187,21
38,190,134
38,229,967
38,288,7
38,298,24
38,300,95
38,306,33
38,333,74
38,342,56
38,344,122
38,366,42
38,421,100
38,466,49
38,486,9
38,489,9
38,511,593
38,533,379
38,562,26
38,614,12
38,679,680
38,691,33
38,701,55
38,951,71
38,959,68
38,1090,64
38,1239,68
38,1240,68
38,1241,65
38,1242,40
38,1243,24
38,1244,19
38,1246,15
38,1247,13
38,1249,7
39,13,76
39,19,57
39,81,52
39,841,93
39,954,91
39,1253,109
39,1254,108
39,1259,80
39,1260,74
39,1261,74
39,1263,72
39,1264,70
39,1274,58
39,1276,58
39,1277,57
40,32,411
40,34,1585
40,1066,366
40,1292,1351
40,1295,969
40,1297,845
40,1298,777
40,1300,591
40,1303,481
40,1306,385
41,706,1118
41,843,637
41,917,7225
41,918,2266
41,922,1453
41,942,3522
41,947,806
41,957,650
41,1257,1085
41,1338,1955
41,1339,1888
41,1342,998
41,1343,860
41,1344,847
41,1347,773
41,1349,705
41,1350,624
41,1351,607
41,1353,535
41,1358,433
41,1360,400
41,1364,349
41,1366,336
41,1372,292
42,89,122
42,173,199
42,182,670
42,184,558
42,190,2336
42,191,161
42,204,704
42,221,707
42,225,192
42,229,1209
42,288,251
42,289,197
42,302,292
42,377,168
42,378,1050
42,472,164
42,511,130
42,534,136
42,538,704
42,689,271
42,962,131
42,1048,125
42,1052,146
42,1090,413
42,1376,568
42,1377,484
42,1378,330
42,1379,301
42,1380,294
42,1381,288
42,1382,277
42,1383,266
42,1384,226
42,1390,135
42,1392,118
43,53,289
43,56,2691
43,58,162
43,64,6390
43,70,192
43,80,431
43,81,207
43,88,582
43,89,301
43,154,1561
43,190,409
43,207,214
43,229,231
43,230,133
43,238,314
43,278,121
43,306,234
43,328,1045
43,329,251
43,331,133
43,377,1028
43,486,227
43,603,156
43,748,3115
43,757,247
43,907,188
43,1009,171
43,1099,1227
43,1394,1015
43,1401,225
43,1402,211
43,1405,171
43,1406,152
43,1409,123
43,1410,120
44,15,117
44,25,145
44,67,162
44,163,915
44,190,312
44,215,335
44,226,130
44,227,1493
44,234,156
44,418,628
44,436,331
44,562,389
44,609,186
44,630,289
44,706,629
44,707,469
44,717,178
44,718,181
44,735,463
44,854,772
44,917,425
44,918,177
44,964,468
44,982,138
44,1131,120
44,1369,168
44,1411,793
44,1412,667
44,1413,532
44,1414,348
44,1415,266
44,1416,255
44,1418,235
44,1422,161
44,1423,123
44,1424,118
44,1425,115
45,161,443
45,288,6497
45,291,143
45,292,515
45,293,370
45,295,174
45,300,851
45,302,113
45,310,189
45,320,264
45,325,148
45,332,139
45,333,154
45,349,615
45,461,1916
45,466,307
45,543,418
45,641,276
45,701,1171
45,790,318
45,792,178
45,802,11126
45,1428,4376
45,1432,293
45,1433,263
45,1438,222
45,1441,174
45,1444,123
45,1447,112
45,1449,109
46,89,2199
46,288,31427
46,289,1016
46,290,669
46,291,248
46,295,3269
46,301,668
46,302,284
46,306,1989
46,314,816
46,320,320
46,325,929
46,327,313
46,328,394
46,330,240
46,344,278
46,352,254
46,458,1562
46,461,973
46,464,3052
46,466,4521
46,475,220
46,484,256
46,498,688
46,542,417
46,646,671
46,679,252
46,681,559
46,686,746
46,701,993
46,802,927
46,908,234
46,1032,560
46,1037,1293
46,1051,341
46,1428,1073
46,1451,644
46,1452,555
46,1453,456
47,182,211
47,230,7454
47,257,346
47,288,1194
47,289,12197
47,291,781
47,292,1075
47,293,451
47,294,302
47,299,340
47,300,545
47,302,481
47,304,589
47,310,834
47,318,1344
47,325,607
47,333,1001
47,344,998
47,455,663
47,461,1679
47,464,231
47,465,336
47,466,2098
47,469,276
47,498,336
47,523,1044
47,525,331
47,681,1075
47,686,1223
47,790,252
47,794,233
47,903,356
47,908,1157
47,1037,275
47,1456,218
47,1458,1392
47,1459,477
47,1462,228
48,67,17476
48,89,112
48,157,60
48,176,33
48,180,586
48,227,15
48,230,18
48,246,19
48,283,122
48,288,13
48,289,23
48,295,6
48,299,15
48,300,38
48,340,406
48,378,78
48,475,4
48,511,483
48,533,17
48,679,5
48,701,14
48,733,19
48,889,230
48,945,64
48,951,92
48,972,9
48,1464,4085
48,1468,78
48,1469,71
48,1470,52
49,40,79
49,89,156
49,166,87
49,288,124
49,289,137
49,306,108
49,308,86
49,310,117
49,312,282
49,314,144
49,448,107
49,461,106
49,701,240
49,907,228
49,913,85
49,1106,197
49,1400,112
49,1443,94
49,1481,502
49,1485,276
49,1486,226
49,1491,161
49,1502,82
49,1503,82
49,1504,79
50,59,300
50,159,790
50,163,759
50,171,419
50,173,278
50,221,210
50,227,2135
50,228,3036
50,229,808
50,230,262
50,250,317
50,424,599
50,429,240
50,511,528
50,703,298
50,706,251
50,709,231
50,718,269
50,733,204
50,757,379
50,868,249
50,969,960
50,982,364
50,1090,412
50,1106,277
50,1151,533
50,1376,281
50,1394,779
50,1412,228
50,1510,747
50,1511,647
50,1512,424
50,1513,342
50,1515,302
50,1517,279
50,1518,251
50,1519,216
50,1520,207
51,163,380
51,188,1074
51,198,708
51,225,531
51,503,1446
51,706,202
51,806,1122
51,841,2490
51,917,1409
51,918,3549
51,923,1243
51,928,262
51,947,1180
51,949,423
51,954,327
51,959,308
51,1104,1010
51,1214,1074
51,1249,478
51,1257,1020
51,1261,328
51,1264,1214
51,1274,345
51,1344,221
51,1358,1346
51,1360,1044
51,1369,267
51,1412,1110
51,1521,1084
51,1522,482
51,1527,293
51,1528,292
51,1533,167
52,329,104
52,355,94
52,455,93
52,464,107
52,500,102
52,805,197
52,816,622
52,825,84
52,831,170
52,839,191
52,1044,112
52,1196,83
52,1274,103
52,1541,279
52,1545,193
52,1547,190
52,1552,151
52,1553,138
53,55,33
53,67,64
53,89,1872
53,187,24
53,288,1620
53,289,267
53,293,207
53,296,360
53,302,56
53,306,147
53,310,55
53,330,29
53,331,33
53,349,41
53,352,83
53,386,56
53,466,532
53,475,240
53,478,408
53,491,41
53,498,28
53,525,28
53,531,64
53,535,233
53,644,55
53,1580,49
54,55,116
54,67,57
54,71,136
54,88,44
54,288,118
54,289,16391
54,291,201
54,292,233
54,296,61
54,299,214
54,310,68
54,318,1123
54,320,58
54,329,118
54,333,346
54,349,72
54,360,41
54,378,42
54,465,43
54,523,1160
54,538,68
54,701,230
54,793,329
54,798,263
54,906,152
54,913,161
54,1052,172
54,1392,44
54,1596,62
54,1597,59
54,1602,39
55,65,316
55,154,1485
55,220,374
55,267,358
55,278,481
55,331,648
55,429,419
55,1455,874
55,1613,700
55,1614,643
55,1620,461
55,1622,439
55,1627,354
55,1632,328
55,1633,322
55,1636,303
55,1639,285
55,1640,273
55,1641,273
56,72,400
56,159,497
56,171,822
56,228,1072
56,366,430
56,424,1934
56,436,351
56,438,550
56,488,676
56,683,1606
56,720,1702
56,857,642
56,932,674
56,1116,1350
56,1119,382
56,1513,2279
56,1515,346
56,1545,498
56,1643,1621
56,1650,704
56,1659,463
56,1669,338
57,234,50
57,288,179
57,289,53
57,292,28
57,295,23
57,300,279
57,333,1555
57,344,1600
57,377,32
57,378,325
57,424,68
57,464,23
57,470,3000
57,475,64
57,481,589
57,486,368
57,686,26
57,704,1531
57,779,10000
57,1034,24
57,1043,777
57,1045,322
57,1180,6000
57,1185,161
57,1188,323
57,1196,288
57,1246,37
57,1429,47
57,1541,138
57,1659,45
57,1670,13000
57,1673,522
57,1678,155
57,1679,32
57,1681,23
58,89,1770
58,288,5
58,289,4474
58,291,4
58,292,1000
58,295,8
58,302,224
58,318,7
58,325,171
58,333,455
58,344,416
58,386,10
58,466,46
58,523,124
58,680,4
58,681,4269
58,686,4
58,797,3
58,835,43
58,889,5
58,892,275
58,908,158
58,1098,13
58,1244,6
58,1453,273
58,1458,47
58,1459,11
58,1684,178
58,1688,27
58,1690,9
58,1694,4
59,36,810
59,56,832
59,67,757
59,72,3445
59,190,3458
59,227,1472
59,233,16419
59,238,870
59,296,458
59,407,1392
59,450,533
59,475,458
59,504,600
59,512,1023
59,599,587
59,707,3437
59,710,419
59,726,17216
59,1098,638
59,1104,3049
59,1114,670
59,1118,2900
59,1358,688
59,1534,574
59,1700,1802
59,1703,1217
59,1704,1129
59,1705,1055
59,1707,713
59,1708,713
59,1709,699
59,1711,633
59,1714,591
60,103,107
60,204,43
60,210,75
60,416,113
60,418,158
60,621,55
60,755,42
60,1106,75
60,1163,40
60,1418,73
60,1718,183
60,1731,57
60,1736,52
60,1738,49
60,1740,48
60,1745,45
60,1747,44
60,1752,39
61,65,170
61,163,316
61,196,414
61,212,181
61,227,645
61,246,249
61,261,291
61,418,452
61,439,550
61,618,212
61,632,220
61,714,284
61,727,185
61,1112,208
61,1123,295
61,1424,438
61,1755,858
61,1764,240
61,1767,237
61,1768,232
61,1770,201
61,1771,190
61,1772,189
61,1775,187
61,1776,182
61,1778,179
61,1781,170
61,1782,170
62,51,528
62,54,125
62,70,70
62,72,6918
62,75,59
62,81,76
62,173,443
62,187,227
62,189,145
62,191,153
62,220,99
62,221,83
62,227,66
62,234,374
62,238,274
62,310,135
62,378,170
62,533,70
62,868,267
62,961,118
62,1072,281
62,1097,95
62,1375,432
62,1384,139
62,1713,214
62,1786,146
62,1787,144
62,1788,112
62,1789,110
62,1795,87
62,1796,77
62,1797,73
62,1799,67
62,1800,64
63,51,563
63,159,132
63,163,147
63,183,73
63,190,172
63,193,79
63,203,65
63,227,170
63,554,103
63,614,438
63,704,113
63,707,136
63,735,71
63,854,403
63,856,70
63,857,385
63,868,81
63,918,1101
63,923,184
63,928,122
63,952,66
63,959,83
63,1109,173
63,1343,79
63,1400,110
63,1412,133
63,1527,148
63,1803,173
63,1804,104
63,1807,97
63,1808,97
63,1810,82
63,1811,76
63,1813,61
63,1814,61
63,1816,57
63,1817,56
64,63,144
64,80,326
64,154,141
64,271,216
64,285,320
64,576,749
64,987,615
64,1156,154
64,1394,248
64,1613,344
64,1641,267
64,1820,344
64,1824,264
64,1825,252
64,1833,213
64,1835,186
64,1836,185
64,1844,154
65,209,355
65,333,183
65,371,2718
65,377,132
65,463,104
65,464,68
65,475,106
65,489,88
65,497,453
65,498,490
65,540,272
65,805,74
65,808,136
65,850,83
65,1145,110
65,1200,741
65,1678,112
65,1852,1731
65,1853,735
65,1854,471
65,1857,377
65,1858,254
65,1859,210
65,1860,201
65,1863,137
65,1866,113
65,1868,99
65,1870,92
65,1873,76
65,1874,75
66,59,367
66,68,459
66,85,888
66,98,310
66,99,497
66,874,427
66,880,313
66,993,611
66,994,256
66,997,688
66,1001,529
66,1013,626
66,1014,478
66,1019,415
66,1027,337
66,1073,381
66,1122,399
66,1799,405
66,1836,370
66,1878,2190
66,1881,938
66,1883,716
66,1885,593
66,1886,572
66,1888,544
66,1889,476
66,1890,438
66,1891,430
66,1895,343
66,1897,324
68,65,171
68,67,624
68,89,916
68,239,63
68,257,682
68,285,96
68,288,603
68,289,591
68,290,137
68,295,4140
68,300,140
68,301,81
68,302,115
68,306,216
68,308,142
68,317,39
68,320,45
68,322,142
68,327,85
68,328,70
68,329,79
68,330,125
68,332,41
68,349,353
68,366,293
68,465,56
68,466,84
68,484,48
68,531,69
68,543,210
68,701,100
68,1032,321
68,1379,54
68,1934,233
68,1935,188
68,1937,143
68,1941,44
69,154,746
69,195,521
69,210,621
69,271,317
69,331,290
69,427,187
69,429,232
69,441,231
69,527,203
69,603,280
69,609,400
69,616,181
69,1622,290
69,1627,849
69,1640,182
69,1944,578
69,1945,534
69,1946,520
69,1948,415
69,1949,404
69,1950,396
69,1954,319
69,1957,294
69,1958,283
69,1960,273
69,1963,254
69,1964,237
69,1965,228
69,1969,215
69,1971,186
70,173,595
70,190,526
70,207,419
70,228,302
70,229,232
70,234,581
70,245,321
70,432,196
70,497,252
70,512,295
70,517,212
70,536,204
70,707,287
70,709,962
70,854,191
70,856,272
70,868,2121
70,1048,343
70,1090,783
70,1104,170
70,1155,239
70,1376,169
70,1412,1042
70,1426,195
70,1520,1257
70,1873,324
70,1974,1275
70,1975,1202
70,1976,811
70,1978,722
70,1980,478
70,1983,358
70,1984,314
70,1985,255
70,1986,247
70,1988,210
70,1990,198
71,188,310
71,843,236
71,917,562
71,918,575
71,920,1561
71,923,80
71,930,243
71,957,193
71,978,81
71,1104,111
71,1113,724
71,1132,180
71,1249,274
71,1339,76
71,1348,241
71,1349,82
71,1350,138
71,1535,296
71,1992,1174
71,1994,398
71,2000,203
71,2006,113
71,2009,99
71,2013,86
72,55,6
72,58,2
72,67,51
72,71,23
72,89,19
72,157,3
72,257,6
72,265,37
72,285,23
72,289,34
72,290,23
72,291,12
72,292,47
72,293,1
72,295,40
72,296,2
72,298,29
72,299,2
72,300,30
72,302,28
72,305,19
72,310,35
72,320,18
72,328,8
72,329,32
72,333,1
72,340,16
72,465,26
72,466,21
72,485,6
72,523,1
72,525,11
72,686,26
72,972,15
72,2018,23
72,2019,17
72,2020,16
72,2022,2
72,2025,1
73,19,374
73,30,782
73,36,294
73,51,1962
73,68,329
73,82,403
73,155,157
73,157,162
73,229,163
73,533,214
73,599,566
73,620,298
73,851,366
73,877,386
73,986,568
73,997,470
73,998,432
73,1073,557
73,1297,206
73,1502,198
73,1704,149
73,1711,715
73,1791,312
73,1890,428
73,2026,1294
73,2029,528
73,2030,415
73,2031,374
73,2038,261
73,2043,169
74,157,3213
74,161,392
74,185,136
74,461,569
74,518,170
74,641,138
74,646,929
74,786,110
74,802,673
74,951,204
74,1186,188
74,1189,302
74,2044,28397
74,2051,661
74,2054,449
74,2055,282
74,2062,204
74,2071,155
74,2075,132
75,55,500
75,67,302
75,157,102
75,161,195
75,209,126
75,230,517
75,292,1553
75,298,71
75,299,66
75,300,712
75,302,414
75,306,1519
75,329,141
75,333,955
75,352,123
75,377,853
75,378,196
75,412,63
75,464,170
75,466,503
75,481,318
75,498,3085
75,531,82
75,538,210
75,544,535
75,646,373
75,679,2165
75,687,759
75,701,1749
75,972,69
75,1032,196
75,1037,611
75,1042,292
75,1452,65
75,1456,326
75,2080,407
75,2082,152
75,2083,125
76,89,958
76,367,1011
76,369,562
76,375,1006
76,388,670
76,393,1276
76,1857,746
76,1904,808
76,1910,1093
76,2086,4464
76,2092,1839
76,2094,1377
76,2097,1050
76,2098,998
76,2101,896
76,2102,854
76,2106,754
77,88,269
77,155,163
77,183,128
77,207,10867
77,227,1367
77,229,555
77,230,203
77,424,1221
77,430,924
77,432,580
77,538,717
77,687,249
77,959,264
77,962,433
77,969,66
77,982,602
77,1239,238
77,1242,67
77,1390,2648
77,1515,494
77,1517,395
77,1988,78
77,2121,2356
77,2127,196
77,2130,171
77,2131,169
77,2133,157
77,2134,154
77,2136,115
77,2137,90
78,181,163
78,489,110
78,603,1202
78,744,779
78,757,255
78,759,92
78,778,132
78,785,108
78,818,224
78,842,101
78,845,117
78,1156,143
78,1222,154
78,2143,759
78,2146,323
78,2150,262
78,2151,240
78,2158,157
78,2172,85
78,2174,83
79,89,89
79,157,30226
79,180,119
79,228,17
79,257,90
79,285,23
79,288,95
79,289,201
79,291,111
79,292,8052
79,294,196
79,295,182
79,304,40695
79,305,58
79,311,211
79,313,355
79,330,34
79,378,28
79,461,30
79,468,21
79,498,33
79,542,305
79,544,12384
79,683,85
79,786,24
79,797,48
79,889,15752
79,908,86
79,1043,48
79,1447,68
79,1475,41
79,1556,3498
79,1681,239
