clean_text,label
education details bachelor bachelor commerce india guru nanak high school sales manager skill details data entry exprience less year months cold calling exprience less year months sales exprience less year months salesforce exprience less year months ms office exprience less year monthscompany details company emperor honda description company honda cars india ltd description worked asm maruti dealership years currently working manager sales honda car dealership last years good sportsmen represent college various cricket tournaments lead nagpur university cricket team also searching job car dealership cricket academy,Sales
skills ms office good communication skills convincing power knowledge sales marketing customer sales management talent management direct sales management strengths dedication dependability flexibility able work taxing demanding conditions reasonably stretchable time slots team work able work cooperatively team lead team success education details sales manager skill details marketing exprience months direct sales exprience months marketing exprience months sales exprience months sales exprience monthscompany details company bajaj finance description company bajaj finance description sbi bank office assistence year shope office assistence month vodafone telle caller year bajaj finserv ltd assistant sales manager month square capital sales manager month present working bajaj housing finance ltd assistant sales manager,Sales
key skills planning strategizing presentation skill client relationship energy level enquiry generation achieving targets qualifications university marketing business studies preferred minimum three years related experience sales marketing sector problem solving analytical skills interpret sales performance market trend information proven ability motivate lead sales team experience developing marketing sales strategies excellent oral written communication skills plus good working knowledge microsoft office computer knowledge knowledge ms excel ms word ms powerpoint achievements interests played cricket national team maharashtra cricket association played regional level cricket tournament thee times school team worked sports secretary college annual meet worked volunteer road show poona college worked group leader college presentation interest learning various computers languages tricks techniques computer playing cricket personal information education details mba operations dr patil college marketing pune maharashtra poona college moledina high school jr college maharashtra board high school sales manager sales manager skill details sales exprience months marketing exprience months sales team exprience months sales exprience months excel exprience monthscompany details company fun fitness description set individual sales targets sales team handling enquiries generating new enquiries set individual sales targets sales team continuously managing team performance managing staff training requirements generate timely sales reports organizing seasonal promotions events supervise motivate staff holds regular meeting sales staff company gold gym india pvt ltd description job profile set individual sales targets sales team handling enquiries generating new enquiries set individual sales targets sales team continuously managing team performance managing staff training requirements generate timely sales reports organizing seasonal promotions events supervise motivate staff holds regular meeting sales staff company description achievements joined sales associate promoted sales manager exceeded sales targets high level contribution dedication organization applauded best sales marketing performance pune zone awarded certificate excellence outstanding performance year ranked sales manager recognized superior performance two time district employee month honoree job profile build strategies develop marketing initiative create awareness company services propose execute promotional programme attract clients working team four six people thereby ensuring targets defined achieved arrange necessary possible facilities information desk manages personal develops sales roles support staff reviews progress sales roles throughout company determine price schedules discount rate generate timely sales reports control expenses monitor budgets company talwalkars aspire fitness pvt ltd description company talwalkars aspire fitness pvt ltd description,Sales
skills ms office photoshop sql server education details june bachelor yashwantrao chavan maharashtra university sales manager sales manager skill details ms office exprience months ms sql server exprience months photoshop exprience months sql exprience months sql server exprience monthscompany details company nature work description generating leads calls suggesting residential property per clients budget specification building relationship channel partner meeting clients project presentation follow site visit deal closure worked icici merchant services hgs payroll sales manager th jan till th aug nature work sales pos edc machine sme loan loan electronic payment acquiring new merchants retaing existing merchants cold calling casa team icici bank generating leads field visit providing demo retailers shopkeeper sme corporate merchant closing signup worked mahal pvt ltd sr sales executive th mar jan nature work calling leads gegenerat interacting clients call suggesting property flat bunglows plots row houses per requirement meeting new channel partners maintain relationship channel partners leads achieving monthly targets maintaining reports updating seniors daily activities company bookmyflat com description arranging site visit client lead generated closing deal suggesting appropriate residential property clients per budget,Sales
skill sets multi tasking collaborative optimistic thinking effective teamleader team trainer visualizing work done good grip communication various languages known value loyalty loyal towards responsibility compatible working ms officeeducation details january mba marketing sales amity university january bsc hotel management college arts sciences institution university board sales manager sales marketing management skill details ms office exprience monthscompany details company cohesive technologies description responsible managing company business mumbai area along branch manager follow leads given corporate office meet personally give best solutions product suitable business even generate leads calling clients cold call job like entrepreneur basically involves managing small business,Sales
education details bachelor bachelor commerce india guru nanak high school sales manager skill details data entry exprience less year months cold calling exprience less year months sales exprience less year months salesforce exprience less year months ms office exprience less year monthscompany details company emperor honda description company honda cars india ltd description worked asm maruti dealership years currently working manager sales honda car dealership last years good sportsmen represent college various cricket tournaments lead nagpur university cricket team also searching job car dealership cricket academy,Sales
skills ms office good communication skills convincing power knowledge sales marketing customer sales management talent management direct sales management strengths dedication dependability flexibility able work taxing demanding conditions reasonably stretchable time slots team work able work cooperatively team lead team success education details sales manager skill details marketing exprience months direct sales exprience months marketing exprience months sales exprience months sales exprience monthscompany details company bajaj finance description company bajaj finance description sbi bank office assistence year shope office assistence month vodafone telle caller year bajaj finserv ltd assistant sales manager month square capital sales manager month present working bajaj housing finance ltd assistant sales manager,Sales
key skills planning strategizing presentation skill client relationship energy level enquiry generation achieving targets qualifications university marketing business studies preferred minimum three years related experience sales marketing sector problem solving analytical skills interpret sales performance market trend information proven ability motivate lead sales team experience developing marketing sales strategies excellent oral written communication skills plus good working knowledge microsoft office computer knowledge knowledge ms excel ms word ms powerpoint achievements interests played cricket national team maharashtra cricket association played regional level cricket tournament thee times school team worked sports secretary college annual meet worked volunteer road show poona college worked group leader college presentation interest learning various computers languages tricks techniques computer playing cricket personal information education details mba operations dr patil college marketing pune maharashtra poona college moledina high school jr college maharashtra board high school sales manager sales manager skill details sales exprience months marketing exprience months sales team exprience months sales exprience months excel exprience monthscompany details company fun fitness description set individual sales targets sales team handling enquiries generating new enquiries set individual sales targets sales team continuously managing team performance managing staff training requirements generate timely sales reports organizing seasonal promotions events supervise motivate staff holds regular meeting sales staff company gold gym india pvt ltd description job profile set individual sales targets sales team handling enquiries generating new enquiries set individual sales targets sales team continuously managing team performance managing staff training requirements generate timely sales reports organizing seasonal promotions events supervise motivate staff holds regular meeting sales staff company description achievements joined sales associate promoted sales manager exceeded sales targets high level contribution dedication organization applauded best sales marketing performance pune zone awarded certificate excellence outstanding performance year ranked sales manager recognized superior performance two time district employee month honoree job profile build strategies develop marketing initiative create awareness company services propose execute promotional programme attract clients working team four six people thereby ensuring targets defined achieved arrange necessary possible facilities information desk manages personal develops sales roles support staff reviews progress sales roles throughout company determine price schedules discount rate generate timely sales reports control expenses monitor budgets company talwalkars aspire fitness pvt ltd description company talwalkars aspire fitness pvt ltd description,Sales
skills ms office photoshop sql server education details june bachelor yashwantrao chavan maharashtra university sales manager sales manager skill details ms office exprience months ms sql server exprience months photoshop exprience months sql exprience months sql server exprience monthscompany details company nature work description generating leads calls suggesting residential property per clients budget specification building relationship channel partner meeting clients project presentation follow site visit deal closure worked icici merchant services hgs payroll sales manager th jan till th aug nature work sales pos edc machine sme loan loan electronic payment acquiring new merchants retaing existing merchants cold calling casa team icici bank generating leads field visit providing demo retailers shopkeeper sme corporate merchant closing signup worked mahal pvt ltd sr sales executive th mar jan nature work calling leads gegenerat interacting clients call suggesting property flat bunglows plots row houses per requirement meeting new channel partners maintain relationship channel partners leads achieving monthly targets maintaining reports updating seniors daily activities company bookmyflat com description arranging site visit client lead generated closing deal suggesting appropriate residential property clients per budget,Sales
skill sets multi tasking collaborative optimistic thinking effective teamleader team trainer visualizing work done good grip communication various languages known value loyalty loyal towards responsibility compatible working ms officeeducation details january mba marketing sales amity university january bsc hotel management college arts sciences institution university board sales manager sales marketing management skill details ms office exprience monthscompany details company cohesive technologies description responsible managing company business mumbai area along branch manager follow leads given corporate office meet personally give best solutions product suitable business even generate leads calling clients cold call job like entrepreneur basically involves managing small business,Sales
education details bachelor bachelor commerce india guru nanak high school sales manager skill details data entry exprience less year months cold calling exprience less year months sales exprience less year months salesforce exprience less year months ms office exprience less year monthscompany details company emperor honda description company honda cars india ltd description worked asm maruti dealership years currently working manager sales honda car dealership last years good sportsmen represent college various cricket tournaments lead nagpur university cricket team also searching job car dealership cricket academy,Sales
skills ms office good communication skills convincing power knowledge sales marketing customer sales management talent management direct sales management strengths dedication dependability flexibility able work taxing demanding conditions reasonably stretchable time slots team work able work cooperatively team lead team success education details sales manager skill details marketing exprience months direct sales exprience months marketing exprience months sales exprience months sales exprience monthscompany details company bajaj finance description company bajaj finance description sbi bank office assistence year shope office assistence month vodafone telle caller year bajaj finserv ltd assistant sales manager month square capital sales manager month present working bajaj housing finance ltd assistant sales manager,Sales
key skills planning strategizing presentation skill client relationship energy level enquiry generation achieving targets qualifications university marketing business studies preferred minimum three years related experience sales marketing sector problem solving analytical skills interpret sales performance market trend information proven ability motivate lead sales team experience developing marketing sales strategies excellent oral written communication skills plus good working knowledge microsoft office computer knowledge knowledge ms excel ms word ms powerpoint achievements interests played cricket national team maharashtra cricket association played regional level cricket tournament thee times school team worked sports secretary college annual meet worked volunteer road show poona college worked group leader college presentation interest learning various computers languages tricks techniques computer playing cricket personal information education details mba operations dr patil college marketing pune maharashtra poona college moledina high school jr college maharashtra board high school sales manager sales manager skill details sales exprience months marketing exprience months sales team exprience months sales exprience months excel exprience monthscompany details company fun fitness description set individual sales targets sales team handling enquiries generating new enquiries set individual sales targets sales team continuously managing team performance managing staff training requirements generate timely sales reports organizing seasonal promotions events supervise motivate staff holds regular meeting sales staff company gold gym india pvt ltd description job profile set individual sales targets sales team handling enquiries generating new enquiries set individual sales targets sales team continuously managing team performance managing staff training requirements generate timely sales reports organizing seasonal promotions events supervise motivate staff holds regular meeting sales staff company description achievements joined sales associate promoted sales manager exceeded sales targets high level contribution dedication organization applauded best sales marketing performance pune zone awarded certificate excellence outstanding performance year ranked sales manager recognized superior performance two time district employee month honoree job profile build strategies develop marketing initiative create awareness company services propose execute promotional programme attract clients working team four six people thereby ensuring targets defined achieved arrange necessary possible facilities information desk manages personal develops sales roles support staff reviews progress sales roles throughout company determine price schedules discount rate generate timely sales reports control expenses monitor budgets company talwalkars aspire fitness pvt ltd description company talwalkars aspire fitness pvt ltd description,Sales
skills ms office photoshop sql server education details june bachelor yashwantrao chavan maharashtra university sales manager sales manager skill details ms office exprience months ms sql server exprience months photoshop exprience months sql exprience months sql server exprience monthscompany details company nature work description generating leads calls suggesting residential property per clients budget specification building relationship channel partner meeting clients project presentation follow site visit deal closure worked icici merchant services hgs payroll sales manager th jan till th aug nature work sales pos edc machine sme loan loan electronic payment acquiring new merchants retaing existing merchants cold calling casa team icici bank generating leads field visit providing demo retailers shopkeeper sme corporate merchant closing signup worked mahal pvt ltd sr sales executive th mar jan nature work calling leads gegenerat interacting clients call suggesting property flat bunglows plots row houses per requirement meeting new channel partners maintain relationship channel partners leads achieving monthly targets maintaining reports updating seniors daily activities company bookmyflat com description arranging site visit client lead generated closing deal suggesting appropriate residential property clients per budget,Sales
skill sets multi tasking collaborative optimistic thinking effective teamleader team trainer visualizing work done good grip communication various languages known value loyalty loyal towards responsibility compatible working ms officeeducation details january mba marketing sales amity university january bsc hotel management college arts sciences institution university board sales manager sales marketing management skill details ms office exprience monthscompany details company cohesive technologies description responsible managing company business mumbai area along branch manager follow leads given corporate office meet personally give best solutions product suitable business even generate leads calling clients cold call job like entrepreneur basically involves managing small business,Sales
education details bachelor bachelor commerce india guru nanak high school sales manager skill details data entry exprience less year months cold calling exprience less year months sales exprience less year months salesforce exprience less year months ms office exprience less year monthscompany details company emperor honda description company honda cars india ltd description worked asm maruti dealership years currently working manager sales honda car dealership last years good sportsmen represent college various cricket tournaments lead nagpur university cricket team also searching job car dealership cricket academy,Sales
skills ms office good communication skills convincing power knowledge sales marketing customer sales management talent management direct sales management strengths dedication dependability flexibility able work taxing demanding conditions reasonably stretchable time slots team work able work cooperatively team lead team success education details sales manager skill details marketing exprience months direct sales exprience months marketing exprience months sales exprience months sales exprience monthscompany details company bajaj finance description company bajaj finance description sbi bank office assistence year shope office assistence month vodafone telle caller year bajaj finserv ltd assistant sales manager month square capital sales manager month present working bajaj housing finance ltd assistant sales manager,Sales
key skills planning strategizing presentation skill client relationship energy level enquiry generation achieving targets qualifications university marketing business studies preferred minimum three years related experience sales marketing sector problem solving analytical skills interpret sales performance market trend information proven ability motivate lead sales team experience developing marketing sales strategies excellent oral written communication skills plus good working knowledge microsoft office computer knowledge knowledge ms excel ms word ms powerpoint achievements interests played cricket national team maharashtra cricket association played regional level cricket tournament thee times school team worked sports secretary college annual meet worked volunteer road show poona college worked group leader college presentation interest learning various computers languages tricks techniques computer playing cricket personal information education details mba operations dr patil college marketing pune maharashtra poona college moledina high school jr college maharashtra board high school sales manager sales manager skill details sales exprience months marketing exprience months sales team exprience months sales exprience months excel exprience monthscompany details company fun fitness description set individual sales targets sales team handling enquiries generating new enquiries set individual sales targets sales team continuously managing team performance managing staff training requirements generate timely sales reports organizing seasonal promotions events supervise motivate staff holds regular meeting sales staff company gold gym india pvt ltd description job profile set individual sales targets sales team handling enquiries generating new enquiries set individual sales targets sales team continuously managing team performance managing staff training requirements generate timely sales reports organizing seasonal promotions events supervise motivate staff holds regular meeting sales staff company description achievements joined sales associate promoted sales manager exceeded sales targets high level contribution dedication organization applauded best sales marketing performance pune zone awarded certificate excellence outstanding performance year ranked sales manager recognized superior performance two time district employee month honoree job profile build strategies develop marketing initiative create awareness company services propose execute promotional programme attract clients working team four six people thereby ensuring targets defined achieved arrange necessary possible facilities information desk manages personal develops sales roles support staff reviews progress sales roles throughout company determine price schedules discount rate generate timely sales reports control expenses monitor budgets company talwalkars aspire fitness pvt ltd description company talwalkars aspire fitness pvt ltd description,Sales
skills ms office photoshop sql server education details june bachelor yashwantrao chavan maharashtra university sales manager sales manager skill details ms office exprience months ms sql server exprience months photoshop exprience months sql exprience months sql server exprience monthscompany details company nature work description generating leads calls suggesting residential property per clients budget specification building relationship channel partner meeting clients project presentation follow site visit deal closure worked icici merchant services hgs payroll sales manager th jan till th aug nature work sales pos edc machine sme loan loan electronic payment acquiring new merchants retaing existing merchants cold calling casa team icici bank generating leads field visit providing demo retailers shopkeeper sme corporate merchant closing signup worked mahal pvt ltd sr sales executive th mar jan nature work calling leads gegenerat interacting clients call suggesting property flat bunglows plots row houses per requirement meeting new channel partners maintain relationship channel partners leads achieving monthly targets maintaining reports updating seniors daily activities company bookmyflat com description arranging site visit client lead generated closing deal suggesting appropriate residential property clients per budget,Sales
skill sets multi tasking collaborative optimistic thinking effective teamleader team trainer visualizing work done good grip communication various languages known value loyalty loyal towards responsibility compatible working ms officeeducation details january mba marketing sales amity university january bsc hotel management college arts sciences institution university board sales manager sales marketing management skill details ms office exprience monthscompany details company cohesive technologies description responsible managing company business mumbai area along branch manager follow leads given corporate office meet personally give best solutions product suitable business even generate leads calling clients cold call job like entrepreneur basically involves managing small business,Sales
education details bachelor bachelor commerce india guru nanak high school sales manager skill details data entry exprience less year months cold calling exprience less year months sales exprience less year months salesforce exprience less year months ms office exprience less year monthscompany details company emperor honda description company honda cars india ltd description worked asm maruti dealership years currently working manager sales honda car dealership last years good sportsmen represent college various cricket tournaments lead nagpur university cricket team also searching job car dealership cricket academy,Sales
skills ms office good communication skills convincing power knowledge sales marketing customer sales management talent management direct sales management strengths dedication dependability flexibility able work taxing demanding conditions reasonably stretchable time slots team work able work cooperatively team lead team success education details sales manager skill details marketing exprience months direct sales exprience months marketing exprience months sales exprience months sales exprience monthscompany details company bajaj finance description company bajaj finance description sbi bank office assistence year shope office assistence month vodafone telle caller year bajaj finserv ltd assistant sales manager month square capital sales manager month present working bajaj housing finance ltd assistant sales manager,Sales
key skills planning strategizing presentation skill client relationship energy level enquiry generation achieving targets qualifications university marketing business studies preferred minimum three years related experience sales marketing sector problem solving analytical skills interpret sales performance market trend information proven ability motivate lead sales team experience developing marketing sales strategies excellent oral written communication skills plus good working knowledge microsoft office computer knowledge knowledge ms excel ms word ms powerpoint achievements interests played cricket national team maharashtra cricket association played regional level cricket tournament thee times school team worked sports secretary college annual meet worked volunteer road show poona college worked group leader college presentation interest learning various computers languages tricks techniques computer playing cricket personal information education details mba operations dr patil college marketing pune maharashtra poona college moledina high school jr college maharashtra board high school sales manager sales manager skill details sales exprience months marketing exprience months sales team exprience months sales exprience months excel exprience monthscompany details company fun fitness description set individual sales targets sales team handling enquiries generating new enquiries set individual sales targets sales team continuously managing team performance managing staff training requirements generate timely sales reports organizing seasonal promotions events supervise motivate staff holds regular meeting sales staff company gold gym india pvt ltd description job profile set individual sales targets sales team handling enquiries generating new enquiries set individual sales targets sales team continuously managing team performance managing staff training requirements generate timely sales reports organizing seasonal promotions events supervise motivate staff holds regular meeting sales staff company description achievements joined sales associate promoted sales manager exceeded sales targets high level contribution dedication organization applauded best sales marketing performance pune zone awarded certificate excellence outstanding performance year ranked sales manager recognized superior performance two time district employee month honoree job profile build strategies develop marketing initiative create awareness company services propose execute promotional programme attract clients working team four six people thereby ensuring targets defined achieved arrange necessary possible facilities information desk manages personal develops sales roles support staff reviews progress sales roles throughout company determine price schedules discount rate generate timely sales reports control expenses monitor budgets company talwalkars aspire fitness pvt ltd description company talwalkars aspire fitness pvt ltd description,Sales
skills ms office photoshop sql server education details june bachelor yashwantrao chavan maharashtra university sales manager sales manager skill details ms office exprience months ms sql server exprience months photoshop exprience months sql exprience months sql server exprience monthscompany details company nature work description generating leads calls suggesting residential property per clients budget specification building relationship channel partner meeting clients project presentation follow site visit deal closure worked icici merchant services hgs payroll sales manager th jan till th aug nature work sales pos edc machine sme loan loan electronic payment acquiring new merchants retaing existing merchants cold calling casa team icici bank generating leads field visit providing demo retailers shopkeeper sme corporate merchant closing signup worked mahal pvt ltd sr sales executive th mar jan nature work calling leads gegenerat interacting clients call suggesting property flat bunglows plots row houses per requirement meeting new channel partners maintain relationship channel partners leads achieving monthly targets maintaining reports updating seniors daily activities company bookmyflat com description arranging site visit client lead generated closing deal suggesting appropriate residential property clients per budget,Sales
skill sets multi tasking collaborative optimistic thinking effective teamleader team trainer visualizing work done good grip communication various languages known value loyalty loyal towards responsibility compatible working ms officeeducation details january mba marketing sales amity university january bsc hotel management college arts sciences institution university board sales manager sales marketing management skill details ms office exprience monthscompany details company cohesive technologies description responsible managing company business mumbai area along branch manager follow leads given corporate office meet personally give best solutions product suitable business even generate leads calling clients cold call job like entrepreneur basically involves managing small business,Sales
education details bachelor bachelor commerce india guru nanak high school sales manager skill details data entry exprience less year months cold calling exprience less year months sales exprience less year months salesforce exprience less year months ms office exprience less year monthscompany details company emperor honda description company honda cars india ltd description worked asm maruti dealership years currently working manager sales honda car dealership last years good sportsmen represent college various cricket tournaments lead nagpur university cricket team also searching job car dealership cricket academy,Sales
skills ms office good communication skills convincing power knowledge sales marketing customer sales management talent management direct sales management strengths dedication dependability flexibility able work taxing demanding conditions reasonably stretchable time slots team work able work cooperatively team lead team success education details sales manager skill details marketing exprience months direct sales exprience months marketing exprience months sales exprience months sales exprience monthscompany details company bajaj finance description company bajaj finance description sbi bank office assistence year shope office assistence month vodafone telle caller year bajaj finserv ltd assistant sales manager month square capital sales manager month present working bajaj housing finance ltd assistant sales manager,Sales
key skills planning strategizing presentation skill client relationship energy level enquiry generation achieving targets qualifications university marketing business studies preferred minimum three years related experience sales marketing sector problem solving analytical skills interpret sales performance market trend information proven ability motivate lead sales team experience developing marketing sales strategies excellent oral written communication skills plus good working knowledge microsoft office computer knowledge knowledge ms excel ms word ms powerpoint achievements interests played cricket national team maharashtra cricket association played regional level cricket tournament thee times school team worked sports secretary college annual meet worked volunteer road show poona college worked group leader college presentation interest learning various computers languages tricks techniques computer playing cricket personal information education details mba operations dr patil college marketing pune maharashtra poona college moledina high school jr college maharashtra board high school sales manager sales manager skill details sales exprience months marketing exprience months sales team exprience months sales exprience months excel exprience monthscompany details company fun fitness description set individual sales targets sales team handling enquiries generating new enquiries set individual sales targets sales team continuously managing team performance managing staff training requirements generate timely sales reports organizing seasonal promotions events supervise motivate staff holds regular meeting sales staff company gold gym india pvt ltd description job profile set individual sales targets sales team handling enquiries generating new enquiries set individual sales targets sales team continuously managing team performance managing staff training requirements generate timely sales reports organizing seasonal promotions events supervise motivate staff holds regular meeting sales staff company description achievements joined sales associate promoted sales manager exceeded sales targets high level contribution dedication organization applauded best sales marketing performance pune zone awarded certificate excellence outstanding performance year ranked sales manager recognized superior performance two time district employee month honoree job profile build strategies develop marketing initiative create awareness company services propose execute promotional programme attract clients working team four six people thereby ensuring targets defined achieved arrange necessary possible facilities information desk manages personal develops sales roles support staff reviews progress sales roles throughout company determine price schedules discount rate generate timely sales reports control expenses monitor budgets company talwalkars aspire fitness pvt ltd description company talwalkars aspire fitness pvt ltd description,Sales
skills ms office photoshop sql server education details june bachelor yashwantrao chavan maharashtra university sales manager sales manager skill details ms office exprience months ms sql server exprience months photoshop exprience months sql exprience months sql server exprience monthscompany details company nature work description generating leads calls suggesting residential property per clients budget specification building relationship channel partner meeting clients project presentation follow site visit deal closure worked icici merchant services hgs payroll sales manager th jan till th aug nature work sales pos edc machine sme loan loan electronic payment acquiring new merchants retaing existing merchants cold calling casa team icici bank generating leads field visit providing demo retailers shopkeeper sme corporate merchant closing signup worked mahal pvt ltd sr sales executive th mar jan nature work calling leads gegenerat interacting clients call suggesting property flat bunglows plots row houses per requirement meeting new channel partners maintain relationship channel partners leads achieving monthly targets maintaining reports updating seniors daily activities company bookmyflat com description arranging site visit client lead generated closing deal suggesting appropriate residential property clients per budget,Sales
skill sets multi tasking collaborative optimistic thinking effective teamleader team trainer visualizing work done good grip communication various languages known value loyalty loyal towards responsibility compatible working ms officeeducation details january mba marketing sales amity university january bsc hotel management college arts sciences institution university board sales manager sales marketing management skill details ms office exprience monthscompany details company cohesive technologies description responsible managing company business mumbai area along branch manager follow leads given corporate office meet personally give best solutions product suitable business even generate leads calling clients cold call job like entrepreneur basically involves managing small business,Sales
education details january january first year science mumbai maharashtra st micheal high personal fitness trainer level personal trainer skill details company details company golds gym fitness solution flora hotel description certification american college sports science golds gym heart saver reps level responsibilities obtain challenging position commensurate qualification experience field health fitness environment accomplishments good skills used fitness,Health and fitness
education details january nutrition exercise physiology new york ny teachers college columbia university january nutrition dietetics miami fl florida international university january sc general microbiology pune maharashtra abasaheb garware college group fitness instructor india group fitness instructor india columbia university skill details company details company columbia university description present organized high energy weight training cardiovascular indoor cycling classes accommodating participants varying age groups cultural backgrounds fitness levels help achieve fitness goals company columbia dental school description provided detailed nutrition counselling telephonic follow dental patients accompanying metabolic conditions like diabetes hypertension obesity,Health and fitness
personal skills good verbal written communication skills ability deal people diplomatically willingness learn qualifications seema institute ansalon body massage scalp swedish thai body foot reflexology aromatherapy completed course months talwalkars fitness academy gym aerobics completed months course fitness training radio bhavan career super market hotel front office management completed course months slender gender done diploma spa management months education details fitness trainer cum team leader fitness trainer cum team leader think healthy skill details company details company think healthy description job responsibilities perform related duties responsibilities assigned achieve fitness goal training people work outs gym handling customer queries related therapies refreshers etc company raymond gym description job responsibilities perform related duties responsibilities assigned handling customers queries related therapies company aroma thai foot spa description perform related duties responsibilities assigned handling customers queries related therapies refreshers etc handled queries phone well personally taking care payment invoices company global gym description job responsibilities perform related duties responsibilities assigned handling team entire floor section achieve fitness goal training people work outs gym company rudraaksh health care spa description job responsibilities perform related duties responsibilities assigned handling team entire floor section achieve fitness goal training people work outs gym handling customer queries related therapies refreshers etc handled queries phone well personally taking care payment invoices company plaza gym description company hotel windsor description company hotel holiday inn juhu description done promotion aromathai foot spa days world trade centre bombay exhibition centre also done promotion bandra kurla complex bandra gym khana promoted various products spa health fitness product garments imitation jewellery food beverage etc,Health and fitness
skills computer easily operate operating system like windows work ms office word excel powerpoint easily operate internet gym management software website mobile application education details january advance diploma hotel management institute hotel management gym management consultant gym management consultant sculpt fitness centre skill details excel exprience months powerpoint exprience months word exprience months gym management software exprience monthscompany details company sculpt fitness centre description present sales fitness operations company ab fitness club description fitness sales administration facility house keeping company ab fitness club description sales fitness operations company ultimate fitness club description company tripod fitness arena description sales administration company fitness description sales fitness staff recruitment key roles designing promoting activities meet customer demand generate revenue advertising promoting club centre increase usage considering market research recruiting training supervising staff including managing staff rotas taking daily weekly monthly reporting fitness manager sales team lead housekeeping head carrying health safety checks equipment site retaining existing members providing good quality service providing good sales programs prioritizing target activities user groups especially local authority centres customer relationship providing training sales staff deal enquiries complaints emergencies delivering fitness training coaching sports activities often good way maintaining contact customers preparing checking budgets generating revenue cashing keeping stock records supplements utilizing group studio scheduling exciting grouper batches writing monthly weekly reports preparing cash projections centre owners enhancing profitability organizing delivering appropriate range fitness activities programs keeping statistical financial records keeping check maintenance fitness equipment facilities ensuring compliance health safety legislation maintaining customer service fitness hospitality standards planning undertaking administrative tasks promoting marketing business company endurance fitness club description fitness sales administration facility house keeping,Health and fitness
