Datetime,PJME_MW,hour,dayofweek,month,quarter,year,dayofyear,weekofyear,is_weekend,lag_24,lag_168,roll_24,roll_168
2002-01-10 20:00:00,35194.0,20,3,1,1,2002,10,2,0,37316.0,39177.0,31801.541666666668,32580.595238095237
2002-01-10 21:00:00,34259.0,21,3,1,1,2002,10,2,0,36319.0,38328.0,31713.125,32556.886904761905
2002-01-10 22:00:00,32431.0,22,3,1,1,2002,10,2,0,34456.0,36636.0,31627.291666666668,32532.666666666668
2002-01-10 23:00:00,29913.0,23,3,1,1,2002,10,2,0,31626.0,33869.0,31542.916666666668,32507.636904761905
2002-01-11 00:00:00,27252.0,0,4,1,1,2002,11,2,0,29096.0,31038.0,31471.541666666668,32484.089285714286
2002-01-11 01:00:00,25364.0,1,4,1,1,2002,11,2,0,27144.0,29338.0,31394.708333333332,32461.553571428572
2002-01-11 02:00:00,24433.0,2,4,1,1,2002,11,2,0,26163.0,28421.0,31320.541666666668,32437.89880952381
2002-01-11 03:00:00,23966.0,3,4,1,1,2002,11,2,0,25752.0,28145.0,31248.458333333332,32414.160714285714
2002-01-11 04:00:00,23928.0,4,4,1,1,2002,11,2,0,25629.0,28122.0,31174.041666666668,32389.285714285714
2002-01-11 05:00:00,24559.0,5,4,1,1,2002,11,2,0,26257.0,28637.0,31103.166666666668,32364.321428571428
2002-01-11 06:00:00,26612.0,6,4,1,1,2002,11,2,0,28350.0,30540.0,31032.416666666668,32340.04761904762
2002-01-11 07:00:00,30639.0,7,4,1,1,2002,11,2,0,32472.0,34579.0,30960.0,32316.666666666668
2002-01-11 08:00:00,33601.0,8,4,1,1,2002,11,2,0,34791.0,36958.0,30883.625,32293.214285714286
2002-01-11 09:00:00,33849.0,9,4,1,1,2002,11,2,0,34403.0,36721.0,30834.041666666668,32273.23214285714
2002-01-11 10:00:00,34012.0,10,4,1,1,2002,11,2,0,33905.0,36318.0,30810.958333333332,32256.136904761905
2002-01-11 11:00:00,34179.0,11,4,1,1,2002,11,2,0,33416.0,35809.0,30815.416666666668,32242.410714285714
2002-01-11 12:00:00,33877.0,12,4,1,1,2002,11,2,0,32986.0,35333.0,30847.208333333332,32232.708333333332
2002-01-11 13:00:00,33177.0,13,4,1,1,2002,11,2,0,32499.0,34639.0,30884.333333333332,32224.041666666668
2002-01-11 14:00:00,32816.0,14,4,1,1,2002,11,2,0,32380.0,34237.0,30912.583333333332,32215.339285714286
2002-01-11 15:00:00,32450.0,15,4,1,1,2002,11,2,0,31904.0,33577.0,30930.75,32206.880952380954
2002-01-11 16:00:00,32264.0,16,4,1,1,2002,11,2,0,31866.0,33352.0,30953.5,32200.17261904762
2002-01-11 17:00:00,33284.0,17,4,1,1,2002,11,2,0,32910.0,34563.0,30970.083333333332,32193.696428571428
2002-01-11 18:00:00,35631.0,18,4,1,1,2002,11,2,0,35702.0,37710.0,30985.666666666668,32186.083333333332
2002-01-11 19:00:00,35672.0,19,4,1,1,2002,11,2,0,35895.0,38263.0,30982.708333333332,32173.708333333332
2002-01-11 20:00:00,34829.0,20,4,1,1,2002,11,2,0,35194.0,37539.0,30973.416666666668,32158.285714285714
2002-01-11 21:00:00,33588.0,21,4,1,1,2002,11,2,0,34259.0,36762.0,30958.208333333332,32142.154761904763
2002-01-11 22:00:00,32373.0,22,4,1,1,2002,11,2,0,32431.0,35368.0,30930.25,32123.261904761905
2002-01-11 23:00:00,30386.0,23,4,1,1,2002,11,2,0,29913.0,33202.0,30927.833333333332,32105.434523809523
2002-01-12 00:00:00,28222.0,0,5,1,1,2002,12,2,1,27252.0,30924.0,30947.541666666668,32088.67261904762
2002-01-12 01:00:00,26248.0,1,5,1,1,2002,12,2,1,25364.0,28635.0,30987.958333333332,32072.589285714286
2002-01-12 02:00:00,25198.0,2,5,1,1,2002,12,2,1,24433.0,27501.0,31024.791666666668,32058.380952380954
2002-01-12 03:00:00,24791.0,3,5,1,1,2002,12,2,1,23966.0,27034.0,31056.666666666668,32044.67261904762
2002-01-12 04:00:00,24665.0,4,5,1,1,2002,12,2,1,23928.0,26669.0,31091.041666666668,32031.321428571428
2002-01-12 05:00:00,24887.0,5,5,1,1,2002,12,2,1,24559.0,26822.0,31121.75,32019.39285714286
2002-01-12 06:00:00,25701.0,6,5,1,1,2002,12,2,1,26612.0,27399.0,31135.416666666668,32007.875
2002-01-12 07:00:00,27096.0,7,5,1,1,2002,12,2,1,30639.0,28557.0,31097.458333333332,31997.76785714286
2002-01-12 08:00:00,28437.0,8,5,1,1,2002,12,2,1,33601.0,29709.0,30949.833333333332,31989.071428571428
2002-01-12 09:00:00,29891.0,9,5,1,1,2002,12,2,1,33849.0,31241.0,30734.666666666668,31981.5
2002-01-12 10:00:00,30623.0,10,5,1,1,2002,12,2,1,34012.0,32375.0,30569.75,31973.464285714286
2002-01-12 11:00:00,30641.0,11,5,1,1,2002,12,2,1,34179.0,32490.0,30428.541666666668,31963.035714285714
2002-01-12 12:00:00,30059.0,12,5,1,1,2002,12,2,1,33877.0,31933.0,30281.125,31952.029761904763
2002-01-12 13:00:00,29210.0,13,5,1,1,2002,12,2,1,33177.0,31099.0,30122.041666666668,31940.875
2002-01-12 14:00:00,28395.0,14,5,1,1,2002,12,2,1,32816.0,30399.0,29956.75,31929.630952380954
2002-01-12 15:00:00,27712.0,15,5,1,1,2002,12,2,1,32450.0,29551.0,29772.541666666668,31917.70238095238
2002-01-12 16:00:00,27446.0,16,5,1,1,2002,12,2,1,32264.0,29299.0,29575.125,31906.755952380954
2002-01-12 17:00:00,28518.0,17,5,1,1,2002,12,2,1,33284.0,30729.0,29374.375,31895.72619047619
2002-01-12 18:00:00,31548.0,18,5,1,1,2002,12,2,1,35631.0,33846.0,29175.791666666668,31882.565476190477
2002-01-12 19:00:00,32283.0,19,5,1,1,2002,12,2,1,35672.0,34092.0,29005.666666666668,31868.886904761905
2002-01-12 20:00:00,31762.0,20,5,1,1,2002,12,2,1,34829.0,33684.0,28864.458333333332,31858.119047619046
2002-01-12 21:00:00,31097.0,21,5,1,1,2002,12,2,1,33588.0,33033.0,28736.666666666668,31846.678571428572
2002-01-12 22:00:00,30135.0,22,5,1,1,2002,12,2,1,32373.0,32022.0,28632.875,31835.154761904763
2002-01-12 23:00:00,28640.0,23,5,1,1,2002,12,2,1,30386.0,30680.0,28539.625,31823.92261904762
2002-01-13 00:00:00,26803.0,0,6,1,1,2002,13,2,1,28222.0,29011.0,28466.875,31811.779761904763
2002-01-13 01:00:00,25052.0,1,6,1,1,2002,13,2,1,26248.0,27100.0,28407.75,31798.636904761905
2002-01-13 02:00:00,24007.0,2,6,1,1,2002,13,2,1,25198.0,26097.0,28357.916666666668,31786.446428571428
2002-01-13 03:00:00,23441.0,3,6,1,1,2002,13,2,1,24791.0,25793.0,28308.291666666668,31774.005952380954
2002-01-13 04:00:00,23129.0,4,6,1,1,2002,13,2,1,24665.0,25657.0,28252.041666666668,31760.005952380954
2002-01-13 05:00:00,23244.0,5,6,1,1,2002,13,2,1,24887.0,25778.0,28188.041666666668,31744.958333333332
2002-01-13 06:00:00,23700.0,6,6,1,1,2002,13,2,1,25701.0,26396.0,28119.583333333332,31729.875
2002-01-13 07:00:00,24737.0,7,6,1,1,2002,13,2,1,27096.0,27143.0,28036.208333333332,31713.82738095238
2002-01-13 08:00:00,25970.0,8,6,1,1,2002,13,2,1,28437.0,28059.0,27937.916666666668,31699.505952380954
2002-01-13 09:00:00,27369.0,9,6,1,1,2002,13,2,1,29891.0,29379.0,27835.125,31687.071428571428
2002-01-13 10:00:00,28455.0,10,6,1,1,2002,13,2,1,30623.0,30744.0,27730.041666666668,31675.10714285714
2002-01-13 11:00:00,28982.0,11,6,1,1,2002,13,2,1,30641.0,31051.0,27639.708333333332,31661.48214285714
2002-01-13 12:00:00,29257.0,12,6,1,1,2002,13,2,1,30059.0,31040.0,27570.583333333332,31649.166666666668
2002-01-13 13:00:00,29364.0,13,6,1,1,2002,13,2,1,29210.0,31139.0,27537.166666666668,31638.553571428572
2002-01-13 14:00:00,29036.0,14,6,1,1,2002,13,2,1,28395.0,31233.0,27543.583333333332,31627.988095238095
2002-01-13 15:00:00,28702.0,15,6,1,1,2002,13,2,1,27712.0,31375.0,27570.291666666668,31614.910714285714
2002-01-13 16:00:00,28615.0,16,6,1,1,2002,13,2,1,27446.0,32003.0,27611.541666666668,31599.0
2002-01-13 17:00:00,29730.0,17,6,1,1,2002,13,2,1,28518.0,33899.0,27660.25,31578.833333333332
2002-01-13 18:00:00,32721.0,18,6,1,1,2002,13,2,1,31548.0,35900.0,27710.75,31554.01785714286
2002-01-13 19:00:00,33627.0,19,6,1,1,2002,13,2,1,32283.0,35971.0,27759.625,31535.095238095237
2002-01-13 20:00:00,33337.0,20,6,1,1,2002,13,2,1,31762.0,35306.0,27815.625,31521.14285714286
2002-01-13 21:00:00,32851.0,21,6,1,1,2002,13,2,1,31097.0,34315.0,27881.25,31509.42261904762
2002-01-13 22:00:00,31594.0,22,6,1,1,2002,13,2,1,30135.0,32731.0,27954.333333333332,31500.708333333332
2002-01-13 23:00:00,29545.0,23,6,1,1,2002,13,2,1,28640.0,30646.0,28015.125,31493.940476190477
2002-01-14 00:00:00,27659.0,0,0,1,1,2002,14,3,0,26803.0,28337.0,28052.833333333332,31487.386904761905
2002-01-14 01:00:00,26059.0,1,0,1,1,2002,14,3,0,25052.0,26862.0,28088.5,31483.35119047619
2002-01-14 02:00:00,25487.0,2,0,1,1,2002,14,3,0,24007.0,25976.0,28130.458333333332,31478.571428571428
2002-01-14 03:00:00,25363.0,3,0,1,1,2002,14,3,0,23441.0,25641.0,28192.125,31475.660714285714
2002-01-14 04:00:00,25436.0,4,0,1,1,2002,14,3,0,23129.0,25666.0,28272.208333333332,31474.005952380954
2002-01-14 05:00:00,26117.0,5,0,1,1,2002,14,3,0,23244.0,26328.0,28368.333333333332,31472.636904761905
2002-01-14 06:00:00,28402.0,6,0,1,1,2002,14,3,0,23700.0,28267.0,28488.041666666668,31471.380952380954
2002-01-14 07:00:00,32754.0,7,0,1,1,2002,14,3,0,24737.0,31938.0,28683.958333333332,31472.184523809523
2002-01-14 08:00:00,35194.0,8,0,1,1,2002,14,3,0,25970.0,34678.0,29018.0,31477.041666666668
2002-01-14 09:00:00,34939.0,9,0,1,1,2002,14,3,0,27369.0,35349.0,29402.333333333332,31480.113095238095
2002-01-14 10:00:00,34515.0,10,0,1,1,2002,14,3,0,28455.0,35542.0,29717.75,31477.67261904762
2002-01-14 11:00:00,34062.0,11,0,1,1,2002,14,3,0,28982.0,35857.0,29970.25,31471.559523809523
2002-01-14 12:00:00,33461.0,12,0,1,1,2002,14,3,0,29257.0,35787.0,30181.916666666668,31460.875
2002-01-14 13:00:00,32880.0,13,0,1,1,2002,14,3,0,29364.0,35790.0,30357.083333333332,31447.029761904763
2002-01-14 14:00:00,32531.0,14,0,1,1,2002,14,3,0,29036.0,35594.0,30503.583333333332,31429.708333333332
2002-01-14 15:00:00,31982.0,15,0,1,1,2002,14,3,0,28702.0,35527.0,30649.208333333332,31411.47619047619
2002-01-14 16:00:00,32184.0,16,0,1,1,2002,14,3,0,28615.0,35489.0,30785.875,31390.375
2002-01-14 17:00:00,33544.0,17,0,1,1,2002,14,3,0,29730.0,36530.0,30934.583333333332,31370.70238095238
2002-01-14 18:00:00,36206.0,18,0,1,1,2002,14,3,0,32721.0,39140.0,31093.5,31352.928571428572
2002-01-14 19:00:00,36504.0,19,0,1,1,2002,14,3,0,33627.0,39581.0,31238.708333333332,31335.464285714286
2002-01-14 20:00:00,35782.0,20,0,1,1,2002,14,3,0,33337.0,38780.0,31358.583333333332,31317.14880952381
2002-01-14 21:00:00,34665.0,21,0,1,1,2002,14,3,0,32851.0,37777.0,31460.458333333332,31299.303571428572
2002-01-14 22:00:00,32740.0,22,0,1,1,2002,14,3,0,31594.0,35997.0,31536.041666666668,31280.779761904763
2002-01-14 23:00:00,30005.0,23,0,1,1,2002,14,3,0,29545.0,33579.0,31583.791666666668,31261.39285714286
2002-01-15 00:00:00,27483.0,0,1,1,1,2002,15,3,0,27659.0,31187.0,31602.958333333332,31240.119047619046
2002-01-15 01:00:00,25643.0,1,1,1,1,2002,15,3,0,26059.0,29445.0,31595.625,31218.071428571428
2002-01-15 02:00:00,24967.0,2,1,1,1,2002,15,3,0,25487.0,28670.0,31578.291666666668,31195.440476190477
2002-01-15 03:00:00,24715.0,3,1,1,1,2002,15,3,0,25363.0,28375.0,31556.625,31173.39880952381
2002-01-15 04:00:00,24826.0,4,1,1,1,2002,15,3,0,25436.0,28542.0,31529.625,31151.613095238095
2002-01-15 05:00:00,25630.0,5,1,1,1,2002,15,3,0,26117.0,29261.0,31504.208333333332,31129.494047619046
2002-01-15 06:00:00,27870.0,6,1,1,1,2002,15,3,0,28402.0,31348.0,31483.916666666668,31107.880952380954
2002-01-15 07:00:00,32057.0,7,1,1,1,2002,15,3,0,32754.0,35335.0,31461.75,31087.178571428572
2002-01-15 08:00:00,34375.0,8,1,1,1,2002,15,3,0,35194.0,37841.0,31432.708333333332,31067.666666666668
2002-01-15 09:00:00,34143.0,9,1,1,1,2002,15,3,0,34939.0,37417.0,31398.583333333332,31047.035714285714
2002-01-15 10:00:00,33509.0,10,1,1,1,2002,15,3,0,34515.0,36824.0,31365.416666666668,31027.54761904762
2002-01-15 11:00:00,33178.0,11,1,1,1,2002,15,3,0,34062.0,36504.0,31323.5,31007.815476190477
2002-01-15 12:00:00,32828.0,12,1,1,1,2002,15,3,0,33461.0,35741.0,31286.666666666668,30988.01785714286
2002-01-15 13:00:00,32421.0,13,1,1,1,2002,15,3,0,32880.0,35158.0,31260.291666666668,30970.678571428572
2002-01-15 14:00:00,32278.0,14,1,1,1,2002,15,3,0,32531.0,34591.0,31241.166666666668,30954.386904761905
2002-01-15 15:00:00,31970.0,15,1,1,1,2002,15,3,0,31982.0,34078.0,31230.625,30940.619047619046
2002-01-15 16:00:00,31927.0,16,1,1,1,2002,15,3,0,32184.0,34006.0,31230.125,30928.071428571428
2002-01-15 17:00:00,32905.0,17,1,1,1,2002,15,3,0,33544.0,35270.0,31219.416666666668,30915.696428571428
2002-01-15 18:00:00,35730.0,18,1,1,1,2002,15,3,0,36206.0,38779.0,31192.791666666668,30901.619047619046
2002-01-15 19:00:00,36282.0,19,1,1,1,2002,15,3,0,36504.0,39450.0,31172.958333333332,30883.470238095237
2002-01-15 20:00:00,35694.0,20,1,1,1,2002,15,3,0,35782.0,38898.0,31163.708333333332,30864.613095238095
2002-01-15 21:00:00,34953.0,21,1,1,1,2002,15,3,0,34665.0,38178.0,31160.041666666668,30845.541666666668
2002-01-15 22:00:00,33278.0,22,1,1,1,2002,15,3,0,32740.0,36282.0,31172.041666666668,30826.345238095237
2002-01-15 23:00:00,30709.0,23,1,1,1,2002,15,3,0,30005.0,33530.0,31194.458333333332,30808.464285714286
2002-01-16 00:00:00,28211.0,0,2,1,1,2002,16,3,0,27483.0,30943.0,31223.791666666668,30791.67261904762
2002-01-16 01:00:00,26530.0,1,2,1,1,2002,16,3,0,25643.0,29082.0,31254.125,30775.410714285714
2002-01-16 02:00:00,25750.0,2,2,1,1,2002,16,3,0,24967.0,28154.0,31291.083333333332,30760.220238095237
2002-01-16 03:00:00,25472.0,3,2,1,1,2002,16,3,0,24715.0,27829.0,31323.708333333332,30745.910714285714
2002-01-16 04:00:00,25460.0,4,2,1,1,2002,16,3,0,24826.0,27759.0,31355.25,30731.880952380954
2002-01-16 05:00:00,26174.0,5,2,1,1,2002,16,3,0,25630.0,28308.0,31381.666666666668,30718.196428571428
2002-01-16 06:00:00,28361.0,6,2,1,1,2002,16,3,0,27870.0,30169.0,31404.333333333332,30705.494047619046
2002-01-16 07:00:00,32443.0,7,2,1,1,2002,16,3,0,32057.0,34261.0,31424.791666666668,30694.73214285714
2002-01-16 08:00:00,34902.0,8,2,1,1,2002,16,3,0,34375.0,36714.0,31440.875,30683.910714285714
2002-01-16 09:00:00,34752.0,9,2,1,1,2002,16,3,0,34143.0,36494.0,31462.833333333332,30673.125
2002-01-16 10:00:00,34341.0,10,2,1,1,2002,16,3,0,33509.0,36417.0,31488.208333333332,30662.755952380954
2002-01-16 11:00:00,34223.0,11,2,1,1,2002,16,3,0,33178.0,36529.0,31522.875,30650.39880952381
2002-01-16 12:00:00,33875.0,12,2,1,1,2002,16,3,0,32828.0,36181.0,31566.416666666668,30636.67261904762
2002-01-16 13:00:00,33488.0,13,2,1,1,2002,16,3,0,32421.0,35698.0,31610.041666666668,30622.946428571428
2002-01-16 14:00:00,33227.0,14,2,1,1,2002,16,3,0,32278.0,35342.0,31654.5,30609.791666666668
2002-01-16 15:00:00,32699.0,15,2,1,1,2002,16,3,0,31970.0,34750.0,31694.041666666668,30597.20238095238
2002-01-16 16:00:00,32573.0,16,2,1,1,2002,16,3,0,31927.0,34709.0,31724.416666666668,30584.994047619046
2002-01-16 17:00:00,33817.0,17,2,1,1,2002,16,3,0,32905.0,35477.0,31751.333333333332,30572.279761904763
2002-01-16 18:00:00,36666.0,18,2,1,1,2002,16,3,0,35730.0,37984.0,31789.333333333332,30562.39880952381
2002-01-16 19:00:00,37302.0,19,2,1,1,2002,16,3,0,36282.0,38111.0,31828.333333333332,30554.553571428572
2002-01-16 20:00:00,36697.0,20,2,1,1,2002,16,3,0,35694.0,37316.0,31870.833333333332,30549.738095238095
2002-01-16 21:00:00,35832.0,21,2,1,1,2002,16,3,0,34953.0,36319.0,31912.625,30546.053571428572
2002-01-16 22:00:00,34082.0,22,2,1,1,2002,16,3,0,33278.0,34456.0,31949.25,30543.154761904763
2002-01-16 23:00:00,31357.0,23,2,1,1,2002,16,3,0,30709.0,31626.0,31982.75,30540.928571428572
2002-01-17 00:00:00,28849.0,0,3,1,1,2002,17,3,0,28211.0,29096.0,32009.75,30539.32738095238
2002-01-17 01:00:00,26984.0,1,3,1,1,2002,17,3,0,26530.0,27144.0,32036.333333333332,30537.85714285714
2002-01-17 02:00:00,26135.0,2,3,1,1,2002,17,3,0,25750.0,26163.0,32055.25,30536.904761904763
2002-01-17 03:00:00,25601.0,3,3,1,1,2002,17,3,0,25472.0,25752.0,32071.291666666668,30536.738095238095
2002-01-17 04:00:00,25708.0,4,3,1,1,2002,17,3,0,25460.0,25629.0,32076.666666666668,30535.839285714286
2002-01-17 05:00:00,26130.0,5,3,1,1,2002,17,3,0,26174.0,26257.0,32087.0,30536.309523809523
2002-01-17 06:00:00,28123.0,6,3,1,1,2002,17,3,0,28361.0,28350.0,32085.166666666668,30535.553571428572
2002-01-17 07:00:00,32359.0,7,3,1,1,2002,17,3,0,32443.0,32472.0,32075.25,30534.20238095238
2002-01-17 08:00:00,34860.0,8,3,1,1,2002,17,3,0,34902.0,34791.0,32071.75,30533.529761904763
2002-01-17 09:00:00,34703.0,9,3,1,1,2002,17,3,0,34752.0,34403.0,32070.0,30533.940476190477
2002-01-17 10:00:00,34638.0,10,3,1,1,2002,17,3,0,34341.0,33905.0,32067.958333333332,30535.72619047619
2002-01-17 11:00:00,34115.0,11,3,1,1,2002,17,3,0,34223.0,33416.0,32080.333333333332,30540.089285714286
2002-01-17 12:00:00,33835.0,12,3,1,1,2002,17,3,0,33875.0,32986.0,32075.833333333332,30544.25
2002-01-17 13:00:00,33368.0,13,3,1,1,2002,17,3,0,33488.0,32499.0,32074.166666666668,30549.303571428572
2002-01-17 14:00:00,33152.0,14,3,1,1,2002,17,3,0,33227.0,32380.0,32069.166666666668,30554.47619047619
2002-01-17 15:00:00,32662.0,15,3,1,1,2002,17,3,0,32699.0,31904.0,32066.041666666668,30559.071428571428
