date,y,month,day,dayofweek,dayofyear,is_weekend,lag_1,lag_2,lag_3,lag_7,lag_14,rollmean_7,rollstd_7,rollmean_14,rollstd_14
2020-03-11,6952,3,11,2,71,0,6372.0,6926.0,5199.0,13305.0,7791.0,7402.857142857143,2782.7549555893634,7439.285714285715,2060.028917966234
2020-03-12,6120,3,12,3,72,0,6952.0,6372.0,6926.0,7843.0,8056.0,6495.285714285715,1005.3632368926505,7379.357142857143,2061.213481540305
2020-03-13,6607,3,13,4,73,0,6120.0,6952.0,6372.0,7043.0,7444.0,6249.142857142857,812.9096769366051,7241.071428571428,2077.206462250004
2020-03-14,4883,3,14,5,74,1,6607.0,6120.0,6952.0,5132.0,6071.0,6186.857142857143,756.7065544343087,7181.285714285715,2082.9537617590945
2020-03-15,5183,3,15,6,75,1,4883.0,6607.0,6120.0,5199.0,5780.0,6151.285714285715,817.9335169164254,7096.428571428572,2154.630531036519
2020-03-16,6116,3,16,0,76,0,5183.0,4883.0,6607.0,6926.0,7923.0,6149.0,821.0546063854104,7053.785714285715,2188.33256432561
2020-03-17,6344,3,17,1,77,0,6116.0,5183.0,4883.0,6372.0,9265.0,6033.285714285715,747.0403189221278,6924.714285714285,2186.410279908119
2020-03-18,6078,3,18,2,78,0,6344.0,6116.0,5183.0,6952.0,13305.0,6029.285714285715,744.9965803692934,6716.071428571428,2082.8219564326155
2020-03-19,6072,3,19,3,79,0,6078.0,6344.0,6116.0,6120.0,7843.0,5904.428571428572,628.7508401963827,6199.857142857143,861.9472460336747
2020-03-20,5513,3,20,4,80,0,6072.0,6078.0,6344.0,6607.0,7043.0,5897.571428571428,626.2648154316648,6073.357142857143,720.6187092879313
2020-03-21,5221,3,21,5,81,1,5513.0,6072.0,6078.0,4883.0,5132.0,5741.285714285715,551.7963737605372,5964.071428571428,676.9486361932749
2020-03-22,5249,3,22,6,82,1,5221.0,5513.0,6072.0,5183.0,5199.0,5789.571428571428,473.39161277705244,5970.428571428572,668.9037776363972
2020-03-23,7079,3,23,0,83,0,5249.0,5221.0,5513.0,6116.0,6926.0,5799.0,459.7579073092413,5974.0,664.5876685816162
2020-03-24,6717,3,24,1,84,0,7079.0,5249.0,5221.0,6344.0,6372.0,5936.571428571428,667.5444697154315,5984.928571428572,682.4642525758658
2020-03-25,6720,3,25,2,85,0,6717.0,7079.0,5249.0,6078.0,6952.0,5989.857142857143,718.4345083980721,6009.571428571428,703.4229184479146
2020-03-26,6413,3,26,3,86,0,6720.0,6717.0,7079.0,6072.0,6120.0,6081.571428571428,770.6434231953979,5993.0,681.9170939908328
2020-03-27,6426,3,27,4,87,0,6413.0,6720.0,6717.0,5513.0,6607.0,6130.285714285715,780.6503088848037,6013.928571428572,690.5561264200348
2020-03-28,6243,3,28,5,88,1,6426.0,6413.0,6720.0,5221.0,4883.0,6260.714285714285,735.2792472446125,6001.0,680.2154636018327
2020-03-29,6339,3,29,6,89,1,6243.0,6426.0,6413.0,5249.0,5183.0,6406.714285714285,579.3544436945328,6098.142857142857,600.7390137466875
2020-03-30,7109,3,30,0,90,0,6339.0,6243.0,6426.0,7079.0,6116.0,6562.428571428572,291.1081455077822,6180.714285714285,541.8351194812657
2020-03-31,9534,3,31,1,91,0,7109.0,6339.0,6243.0,6717.0,6344.0,6566.714285714285,300.06372339099187,6251.642857142857,595.0890828132356
2020-04-01,7786,4,1,2,92,0,9534.0,7109.0,6339.0,6720.0,6078.0,6969.142857142857,1168.2456118144974,6479.5,1061.2828775372896
2020-04-02,7336,4,2,3,93,0,7786.0,9534.0,7109.0,6413.0,6072.0,7121.428571428572,1199.4188672218042,6601.5,1108.6908947041932
2020-04-03,7207,4,3,4,94,0,7336.0,7786.0,9534.0,6426.0,5513.0,7253.285714285715,1158.5982499390889,6691.785714285715,1113.7096831049566
2020-04-04,6403,4,4,5,95,1,7207.0,7336.0,7786.0,6243.0,5221.0,7364.857142857143,1101.8698393445368,6812.785714285715,1066.8240557533618
2020-04-05,6778,4,5,6,96,1,6403.0,7207.0,7336.0,6339.0,5249.0,7387.714285714285,1076.0770905292597,6897.214285714285,973.882963950245
2020-04-06,7735,4,6,0,97,0,6778.0,6403.0,7207.0,7109.0,7079.0,7450.428571428572,1015.8797266643476,7006.428571428572,853.0685529568792
2020-04-07,7739,4,7,1,98,0,7735.0,6778.0,6403.0,9534.0,6717.0,7539.857142857143,1008.3397953354572,7053.285714285715,875.0933513782182
2020-04-08,8001,4,8,2,99,0,7739.0,7735.0,6778.0,7786.0,6720.0,7283.428571428572,532.8004182752672,7126.285714285715,887.4231865845636
2020-04-09,7690,4,9,3,100,0,8001.0,7739.0,7735.0,7336.0,6413.0,7314.142857142857,571.3995766453539,7217.785714285715,908.1089547110322
2020-04-10,7629,4,10,4,101,0,7690.0,8001.0,7739.0,7207.0,6426.0,7364.714285714285,589.0491530949835,7309.0,884.8915622397288
2020-04-11,6465,4,11,5,102,1,7629.0,7690.0,8001.0,6403.0,6243.0,7425.0,591.8059929853234,7394.928571428572,850.2836146102766
2020-04-12,6721,4,12,6,103,1,6465.0,7629.0,7690.0,6778.0,6339.0,7433.857142857143,574.1621224507536,7410.785714285715,828.9509754986793
2020-04-13,8299,4,13,0,104,0,6721.0,6465.0,7629.0,7735.0,7109.0,7425.714285714285,585.3098080748202,7438.071428571428,796.6146123812525
2020-04-14,8208,4,14,1,105,0,8299.0,6721.0,6465.0,7739.0,9534.0,7506.285714285715,667.9637500857224,7523.071428571428,821.8877393196407
2020-04-15,8419,4,15,2,106,0,8208.0,8299.0,6721.0,8001.0,7786.0,7573.285714285715,716.9236859168345,7428.357142857143,625.1889077148304
2020-04-16,8981,4,16,3,107,0,8419.0,8208.0,8299.0,7690.0,7336.0,7633.0,773.6504378593781,7473.571428571428,674.0257600972816
2020-04-17,7943,4,17,4,108,0,8981.0,8419.0,8208.0,7629.0,7207.0,7817.428571428572,927.9877616188104,7591.071428571428,782.8039802074117
2020-04-18,6976,4,18,5,109,1,7943.0,8981.0,8419.0,6465.0,6403.0,7862.285714285715,924.9455325019098,7643.642857142857,779.7345314659565
2020-04-19,6886,4,19,6,110,1,6976.0,7943.0,8981.0,6721.0,6778.0,7935.285714285715,809.2112856120502,7684.571428571428,722.5445117282165
2020-04-20,8478,4,20,0,111,0,6886.0,6976.0,7943.0,8299.0,7735.0,7958.857142857143,769.3675819726732,7692.285714285715,712.6294137338684
2020-04-21,8837,4,21,1,112,0,8478.0,6886.0,6976.0,8208.0,7739.0,7984.428571428572,785.3654896804123,7745.357142857143,743.071547144567
2020-04-22,8413,4,22,2,113,0,8837.0,8478.0,6886.0,8419.0,8001.0,8074.285714285715,848.6427819928543,7823.785714285715,798.245593456378
2020-04-23,8124,4,23,3,114,0,8413.0,8837.0,8478.0,8981.0,7690.0,8073.428571428572,848.23952142911,7853.214285714285,812.7442760436744
2020-04-24,8133,4,24,4,115,0,8124.0,8413.0,8837.0,7943.0,7629.0,7951.0,751.7770059443616,7884.214285714285,814.3153970876791
2020-04-25,6988,4,25,5,116,1,8133.0,8124.0,8413.0,6976.0,6465.0,7978.142857142857,754.8636584557137,7920.214285714285,813.3047662820758
2020-04-26,7353,4,26,6,117,1,6988.0,8133.0,8124.0,6886.0,6721.0,7979.857142857143,752.2174837486459,7957.571428571428,750.9418408582972
2020-04-27,8682,4,27,0,118,0,7353.0,6988.0,8133.0,8478.0,8299.0,8046.571428571428,653.2301424824327,8002.714285714285,687.1762094667881
2020-04-28,9309,4,28,1,119,0,8682.0,7353.0,6988.0,8837.0,8208.0,8075.714285714285,679.6998637353876,8030.071428571428,707.2107143599391
2020-04-29,8625,4,29,2,120,0,9309.0,8682.0,7353.0,8413.0,8419.0,8143.142857142857,783.3222896891216,8108.714285714285,785.4114481322162
2020-04-30,8833,4,30,3,121,0,8625.0,9309.0,8682.0,8124.0,8981.0,8173.428571428572,799.4274737049533,8123.428571428572,793.5590438297319
2020-05-01,7642,5,1,4,122,0,8833.0,8625.0,9309.0,8133.0,7943.0,8274.714285714286,836.1903121271102,8112.857142857143,782.1600128581669
2020-05-02,7622,5,2,5,123,1,7642.0,8833.0,8625.0,6988.0,6976.0,8204.57142857143,869.970278638462,8091.357142857143,791.2720632133929
2020-05-03,8243,5,3,6,124,1,7622.0,7642.0,8833.0,7353.0,6886.0,8295.142857142857,746.4371883758686,8137.5,738.2888479971275
2020-05-04,8276,5,4,0,125,0,8243.0,7622.0,7642.0,8682.0,8478.0,8422.285714285714,625.1585703605375,8234.42857142857,644.4593099628606
2020-05-05,8746,5,5,1,126,0,8276.0,8243.0,7622.0,9309.0,8837.0,8364.285714285714,615.8110409007235,8220.0,640.8376729538667
2020-05-06,8612,5,6,2,127,0,8746.0,8276.0,8243.0,8625.0,8413.0,8283.857142857143,497.2053326917752,8213.5,634.5285045424885
2020-05-07,8864,5,7,3,128,0,8612.0,8746.0,8276.0,8833.0,8124.0,8282.0,495.7408597241063,8227.714285714286,641.5316322402498
2020-05-08,7705,5,8,4,129,0,8864.0,8612.0,8746.0,7642.0,8133.0,8286.42857142857,501.58743243919946,8280.57142857143,662.4723755385224
2020-05-09,11664,5,9,5,130,1,7705.0,8864.0,8612.0,7622.0,6988.0,8295.42857142857,488.49150696910624,8250.0,679.4639289684444
2020-05-10,7873,5,10,6,131,1,11664.0,7705.0,8864.0,8243.0,7353.0,8872.857142857143,1290.448556196822,8584.0,1056.2158141941707
2020-05-11,8583,5,11,0,132,0,7873.0,11664.0,7705.0,8276.0,8682.0,8820.0,1327.5906748693242,8621.142857142857,1018.0501617642133
2020-05-12,8618,5,12,1,133,0,8583.0,7873.0,11664.0,8746.0,9309.0,8863.857142857143,1311.5989514801377,8614.07142857143,1017.9387516927583
2020-05-13,8170,5,13,2,134,0,8618.0,8583.0,7873.0,8612.0,8625.0,8845.57142857143,1314.4051705547038,8564.714285714286,998.2128205772772
2020-05-14,8537,5,14,3,135,0,8170.0,8618.0,8583.0,8864.0,8833.0,8782.42857142857,1337.9024450164297,8532.214285714286,1003.4920703049143
2020-05-15,7849,5,15,4,136,0,8537.0,8170.0,8618.0,7705.0,7642.0,8735.714285714286,1340.2862522965859,8511.07142857143,999.7786265958127
2020-05-16,6886,5,16,5,137,1,7849.0,8537.0,8170.0,11664.0,7622.0,8756.285714285714,1322.820939543681,8525.857142857143,987.3911902773744
2020-05-17,6752,5,17,6,138,1,6886.0,7849.0,8537.0,7873.0,8243.0,8073.714285714285,616.5727084147559,8473.285714285714,1056.3987758542607
2020-05-18,8409,5,18,0,139,0,6752.0,6886.0,7849.0,8583.0,8276.0,7913.571428571428,796.669495910501,8366.785714285714,1152.2125991440898
2020-05-19,8515,5,19,1,140,0,8409.0,6752.0,6886.0,8618.0,8746.0,7888.714285714285,774.7132188291213,8376.285714285714,1151.95475529283
2020-05-20,7891,5,20,2,141,0,8515.0,8409.0,6752.0,8170.0,8612.0,7874.0,759.379571316835,8359.785714285714,1147.8990292350136
2020-05-21,7361,5,21,3,142,0,7891.0,8515.0,8409.0,8537.0,8864.0,7834.142857142857,748.4981470855382,8308.285714285714,1151.879896822278
2020-05-22,7325,5,22,4,143,0,7361.0,7891.0,8515.0,7849.0,7705.0,7666.142857142857,694.4764043439404,8200.92857142857,1166.0561052793919
2020-05-23,6268,5,23,5,144,1,7325.0,7361.0,7891.0,6886.0,11664.0,7591.285714285715,699.7024877964815,8173.785714285715,1182.790714212103
2020-05-24,7091,5,24,6,145,1,6268.0,7325.0,7361.0,6752.0,7873.0,7503.0,830.3210222558599,7788.357142857143,762.4641839903893
2020-05-25,7477,5,25,0,146,0,7091.0,6268.0,7325.0,8409.0,8583.0,7551.428571428572,788.0274650761232,7732.5,784.1229053976349
2020-05-26,7972,5,26,1,147,0,7477.0,7091.0,6268.0,8515.0,8618.0,7418.285714285715,691.8508303302019,7653.5,746.6638364186263
2020-05-27,7775,5,27,2,148,0,7972.0,7477.0,7091.0,7891.0,8170.0,7340.714285714285,567.6914403340885,7607.357142857143,701.0411605542179
2020-05-28,8069,5,28,3,149,0,7775.0,7972.0,7477.0,7361.0,8537.0,7324.142857142857,550.37999859839,7579.142857142857,684.4062960128094
2020-05-29,7154,5,29,4,150,0,8069.0,7775.0,7972.0,7325.0,7849.0,7425.285714285715,619.0521556610474,7545.714285714285,644.275434239759
2020-05-30,6829,5,30,5,151,1,7154.0,8069.0,7775.0,6268.0,6886.0,7400.857142857143,626.9921393902493,7496.071428571428,645.8826357171041
2020-05-31,6080,5,31,6,152,1,6829.0,7154.0,8069.0,7091.0,6752.0,7481.0,475.64167184974116,7492.0,650.1894398498808
2020-06-01,7411,6,1,0,153,0,6080.0,6829.0,7154.0,7477.0,8409.0,7336.571428571428,709.7057740460523,7444.0,729.045213328307
2020-06-02,7778,6,2,1,154,0,7411.0,6080.0,6829.0,7972.0,8515.0,7327.142857142857,707.9654955272634,7372.714285714285,674.1553608400983
2020-06-03,7705,6,3,2,155,0,7778.0,7411.0,6080.0,7775.0,7891.0,7299.428571428572,681.8291225673584,7320.071428571428,603.1298449671528
2020-06-04,61935,6,4,3,156,0,7705.0,7778.0,7411.0,8069.0,7361.0,7289.428571428572,674.1619135744079,7306.785714285715,591.5229598991943
2020-06-05,7574,6,5,4,157,0,61935.0,7705.0,7778.0,7154.0,7325.0,14984.57142857143,20711.31391982928,11204.92857142857,14613.087655956198
2020-06-06,6460,6,6,5,158,1,7574.0,61935.0,7705.0,6829.0,6268.0,15044.57142857143,20685.44039380632,11222.714285714286,14608.152804979361
2020-06-07,6345,6,7,6,159,1,6460.0,7574.0,61935.0,6080.0,7091.0,14991.857142857143,20710.321367445198,11236.42857142857,14603.232754397943
2020-06-08,7718,6,8,0,160,0,6345.0,6460.0,7574.0,7411.0,7477.0,15029.714285714286,20691.5497060538,11183.142857142857,14620.872944880197
2020-06-09,7834,6,9,1,161,0,7718.0,6345.0,6460.0,7778.0,7972.0,15073.57142857143,20673.026990559,11200.357142857143,14616.314923384774
2020-06-10,7574,6,10,2,162,0,7834.0,7718.0,6345.0,7705.0,7775.0,15081.57142857143,20669.743804710808,11190.5,14618.705918472035
2020-06-11,7572,6,11,3,163,0,7574.0,7834.0,7718.0,61935.0,8069.0,15062.857142857143,20677.59344821161,11176.142857142857,14622.41656791771
2020-06-12,7734,6,12,4,164,0,7572.0,7574.0,7834.0,7574.0,7154.0,7296.714285714285,619.3498511304017,11140.642857142857,14631.14099135099
2020-06-13,6164,6,13,5,165,1,7734.0,7572.0,7574.0,6460.0,6829.0,7319.571428571428,634.0662050456282,11182.07142857143,14619.80109548104
2020-06-14,6197,6,14,6,166,1,6164.0,7734.0,7572.0,6345.0,6080.0,7277.285714285715,706.6594451562822,11134.57142857143,14636.103452208046
2020-06-15,7546,6,15,0,167,0,6197.0,6164.0,7734.0,7718.0,7411.0,7256.142857142857,740.6007535713759,11142.92857142857,14633.028386623744
2020-06-16,7284,6,16,1,168,0,7546.0,6197.0,6164.0,7834.0,7778.0,7231.571428571428,725.42122410429,11152.57142857143,14630.424199719444
2020-06-17,7881,6,17,2,169,0,7284.0,7546.0,6197.0,7574.0,7705.0,7153.0,677.4990774901584,11117.285714285714,14639.781789192244
2020-06-18,7372,6,18,3,170,0,7881.0,7284.0,7546.0,7572.0,61935.0,7196.857142857143,718.0191335824491,11129.857142857143,14636.7014456397
2020-06-19,6862,6,19,4,171,0,7372.0,7881.0,7284.0,7734.0,7574.0,7168.285714285715,704.4545678006875,7232.5,640.7226389008279
2020-06-20,5807,6,20,5,172,1,6862.0,7372.0,7881.0,6164.0,6460.0,7043.714285714285,663.6627442423268,7181.642857142857,639.7877781725294
2020-06-21,5941,6,21,6,173,1,5807.0,6862.0,7372.0,6197.0,6345.0,6992.714285714285,750.560615870069,7135.0,715.7398539005488
2020-06-22,7408,6,22,0,174,0,5941.0,5807.0,6862.0,7546.0,7718.0,6956.142857142857,800.3777084542623,7106.142857142857,756.9962765016769
2020-06-23,7408,6,23,1,175,0,7408.0,5941.0,5807.0,7284.0,7834.0,6936.428571428572,784.9787379589587,7084.0,742.1096746646076
2020-06-24,7079,6,24,2,176,0,7408.0,7408.0,5941.0,7881.0,7574.0,6954.142857142857,795.4586577506692,7053.571428571428,717.3112953979847
2020-06-25,7235,6,25,3,177,0,7079.0,7408.0,7408.0,7372.0,7572.0,6839.571428571428,690.5511946126624,7018.214285714285,701.7154999408117
2020-06-26,6959,6,26,4,178,0,7235.0,7079.0,7408.0,6862.0,7734.0,6820.0,674.7058618390855,6994.142857142857,686.880670091316
2020-06-27,5423,6,27,5,179,1,6959.0,7235.0,7079.0,5807.0,6164.0,6833.857142857143,676.7053589688541,6938.785714285715,653.0643952901158
2020-06-28,5514,6,28,6,180,1,5423.0,6959.0,7235.0,5941.0,6197.0,6779.0,781.302118261575,6885.857142857143,744.3377910954056
2020-06-29,7632,6,29,0,181,0,5514.0,5423.0,6959.0,7408.0,7546.0,6718.0,869.3418966858544,6837.071428571428,812.2452702976606
2020-06-30,10181,6,30,1,182,0,7632.0,5514.0,5423.0,7408.0,7284.0,6750.0,902.4651424478167,6843.214285714285,818.3216575191417
2020-07-01,9354,7,1,2,183,0,10181.0,7632.0,5514.0,7079.0,7881.0,7146.142857142857,1587.8157353811005,7050.142857142857,1210.6102629629606
2020-07-02,7251,7,2,3,184,0,9354.0,10181.0,7632.0,7235.0,7372.0,7471.142857142857,1791.5404385213164,7155.357142857143,1344.932289238905
2020-07-03,6462,7,3,4,185,0,7251.0,9354.0,10181.0,6959.0,6862.0,7473.428571428572,1791.199119504667,7146.714285714285,1343.8213267550852
2020-07-04,5647,7,4,5,186,1,6462.0,7251.0,9354.0,5423.0,5807.0,7402.428571428572,1824.5286932194194,7118.142857142857,1354.5498177591137
2020-07-05,5865,7,5,6,187,1,5647.0,6462.0,7251.0,5514.0,5941.0,7434.428571428572,1785.5743107044377,7106.714285714285,1367.0801241822314
2020-07-06,7089,7,6,0,188,0,5865.0,5647.0,6462.0,7632.0,7408.0,7484.571428571428,1726.6110213500974,7101.285714285715,1372.206444917297
2020-07-07,7693,7,7,1,189,0,7089.0,5865.0,5647.0,10181.0,7408.0,7407.0,1731.075484585621,7078.5,1369.3672177042638
2020-07-08,7426,7,8,2,190,0,7693.0,7089.0,5865.0,9354.0,7079.0,7051.571428571428,1257.1228867461482,7098.857142857143,1376.7409597777316
2020-07-09,6900,7,9,3,191,0,7426.0,7693.0,7089.0,7251.0,7235.0,6776.142857142857,794.7893701208927,7123.642857142857,1379.476801998782
2020-07-10,6629,7,10,4,192,0,6900.0,7426.0,7693.0,6462.0,6959.0,6726.0,770.5400703402929,7099.714285714285,1380.3018303462409
2020-07-11,5853,7,11,5,193,1,6629.0,6900.0,7426.0,5647.0,5423.0,6749.857142857143,763.5575570035085,7076.142857142857,1385.6968176082783
2020-07-12,7680,7,12,6,194,1,5853.0,6629.0,6900.0,5865.0,5514.0,6779.285714285715,716.4865000556028,7106.857142857143,1350.5558318503884
