user,item,weight
12354.0,21891,12
12354.0,21922,2
12354.0,22138,3
12354.0,22326,6
12354.0,22456,3
12354.0,22508,4
12354.0,22623,3
12354.0,22629,12
12354.0,22630,12
12354.0,22631,12
12354.0,22635,2
12354.0,22661,10
12354.0,22668,5
12354.0,22899,6
12354.0,22983,24
12354.0,23052,2
12354.0,23201,10
12354.0,23204,10
12354.0,23205,10
12354.0,23256,4
12354.0,84988,12
12354.0,84997D,4
12356.0,20971,8
12356.0,21080,15
12356.0,21086,6
12356.0,21094,10
12356.0,21122,24
12356.0,21124,24
12356.0,21212,24
12356.0,21213,24
12356.0,21843,11
12356.0,22138,24
12356.0,22435,60
12356.0,22649,24
12356.0,22698,4
12356.0,22699,4
12356.0,22938,12
12356.0,22951,24
12356.0,22957,12
12356.0,84375,36
12356.0,84378,51
12356.0,84380,24
12356.0,84987,24
12356.0,84991,168
12356.0,84992,120
12356.0,POST,18
12357.0,15056BL,9
12357.0,20676,72
12357.0,20677,16
12357.0,20750,12
12357.0,21154,30
12357.0,21216,8
12357.0,21231,12
12357.0,21232,12
12357.0,21411,12
12357.0,21485,24
12357.0,21874,12
12357.0,22027,24
12357.0,22028,24
12357.0,22029,24
12357.0,22064,12
12357.0,22193,6
12357.0,22333,24
12357.0,22348,48
12357.0,22423,8
12357.0,22508,12
12357.0,22632,96
12357.0,22712,24
12357.0,22714,24
12357.0,22716,24
12357.0,22726,8
12357.0,22727,8
12357.0,22728,8
12357.0,22897,30
12357.0,22904,12
12357.0,22964,12
12357.0,22966,24
12357.0,22969,96
12357.0,22983,24
12357.0,23168,12
12357.0,23184,36
12357.0,23196,48
12357.0,23197,48
12357.0,23247,12
12357.0,23302,12
12357.0,23355,24
12357.0,23356,24
12357.0,23382,36
12357.0,23493,20
12357.0,23494,12
12357.0,37446,16
12357.0,37448,12
12357.0,47559B,30
12357.0,84029G,24
12357.0,84030E,24
12357.0,85014A,12
12359.0,21136,16
12359.0,21166,12
12359.0,21523,2
12359.0,21754,3
12359.0,21755,3
12359.0,21756,3
12359.0,21770,6
12359.0,21916,24
12359.0,21931,20
12359.0,22192,2
12359.0,22193,2
12359.0,22385,10
12359.0,22411,10
12359.0,22423,27
12359.0,22487,4
12359.0,22501,6
12359.0,22502,4
12359.0,22555,12
12359.0,22556,12
12359.0,22567,12
12359.0,22616,24
12359.0,22623,3
12359.0,22624,2
12359.0,22625,2
12359.0,22626,4
12359.0,22627,4
12359.0,22636,2
12359.0,22652,20
12359.0,22659,12
12359.0,22665,6
12359.0,22666,12
12359.0,22692,2
12359.0,22697,12
12359.0,22698,6
12359.0,22720,6
12359.0,22721,3
12359.0,22722,4
12359.0,22725,4
12359.0,22726,4
12359.0,22727,4
12359.0,22728,4
12359.0,22776,4
12359.0,22795,2
12359.0,22840,2
12359.0,22844,2
12359.0,22845,2
12359.0,22847,3
12359.0,22896,6
12359.0,22900,6
12359.0,22907,12
12359.0,22908,12
12359.0,22916,12
12359.0,22918,12
12359.0,22919,12
12359.0,22920,12
12359.0,22925,2
12359.0,22961,12
12359.0,22991,12
12359.0,22993,24
12359.0,23012,4
12359.0,23013,4
12359.0,23049,2
12359.0,23050,2
12359.0,23100,12
12359.0,23110,2
12359.0,23126,4
12359.0,23170,24
12359.0,23171,24
12359.0,23172,24
12359.0,23173,6
12359.0,23174,10
12359.0,23176,8
12359.0,23182,24
12359.0,23188,12
12359.0,23191,12
12359.0,23194,8
12359.0,23199,20
12359.0,23201,10
12359.0,23202,10
12359.0,23206,10
12359.0,23230,25
12359.0,23237,6
12359.0,23239,12
12359.0,23240,6
12359.0,23283,2
12359.0,23284,6
12359.0,23298,3
12359.0,23301,12
12359.0,23302,12
12359.0,23355,8
12359.0,23397,2
12359.0,23426,6
12359.0,23493,10
12359.0,23494,6
12359.0,23503,12
12359.0,23504,12
12359.0,23535,4
12359.0,47566,5
12359.0,48185,2
12359.0,82484,22
12359.0,82600,12
12359.0,85099B,10
12359.0,85099C,10
12359.0,85099F,10
12360.0,20675,8
12360.0,20677,16
12360.0,20682,6
12360.0,20713,10
12360.0,20749,4
12360.0,20750,2
12360.0,20978,16
12360.0,21080,12
12360.0,21156,8
12360.0,21238,8
12360.0,21239,8
12360.0,21240,16
12360.0,21242,16
12360.0,21558,12
12360.0,21561,18
12360.0,21929,10
12360.0,21989,12
12360.0,22027,12
12360.0,22029,12
12360.0,22139,6
12360.0,22141,6
12360.0,22144,6
12360.0,22273,6
12360.0,22274,6
12360.0,22328,18
12360.0,22367,8
12360.0,22385,10
12360.0,22431,6
12360.0,22433,6
12360.0,22492,36
12360.0,22551,12
12360.0,22554,24
12360.0,22555,12
12360.0,22556,12
12360.0,22557,12
12360.0,22571,12
12360.0,22601,12
12360.0,22621,12
12360.0,22693,24
12360.0,22752,2
12360.0,22816,12
12360.0,22818,12
12360.0,22898,8
12360.0,22909,12
12360.0,22940,4
12360.0,23199,10
12360.0,23256,4
12360.0,23286,8
12360.0,23318,6
12360.0,23320,12
12360.0,84997B,4
12360.0,84997C,4
12360.0,84997D,20
12360.0,POST,9
12362.0,15056BL,9
12362.0,20679,9
12362.0,20682,6
12362.0,20685,2
12362.0,20725,20
12362.0,20728,20
12362.0,20749,2
12362.0,20750,8
12362.0,20914,6
12362.0,20983,12
12362.0,21080,12
12362.0,21481,4
12362.0,21485,3
12362.0,21533,3
12362.0,21559,6
12362.0,21561,18
12362.0,21671,12
12362.0,21704,12
12362.0,21731,12
12362.0,21746,12
12362.0,21787,24
12362.0,21918,24
12362.0,21931,10
12362.0,21936,5
12362.0,21981,24
12362.0,22029,12
12362.0,22090,6
12362.0,22110,6
12362.0,22138,6
12362.0,22139,3
12362.0,22151,24
12362.0,22174,12
12362.0,22192,2
12362.0,22273,6
12362.0,22326,30
12362.0,22328,24
12362.0,22352,24
12362.0,22367,8
12362.0,22382,30
12362.0,22385,10
12362.0,22423,1
12362.0,22431,6
12362.0,22432,6
12362.0,22491,12
12362.0,22549,12
12362.0,22554,36
12362.0,22555,12
12362.0,22557,12
12362.0,22580,3
12362.0,22629,60
12362.0,22630,48
12362.0,22637,4
12362.0,22659,36
12362.0,22662,40
12362.0,22699,18
12362.0,22712,12
12362.0,22722,4
12362.0,22726,16
12362.0,22728,12
12362.0,22750,4
12362.0,22751,4
12362.0,22816,24
12362.0,22900,6
12362.0,22904,6
12362.0,22908,24
12362.0,22940,4
12362.0,22943,3
12362.0,22970,6
12362.0,23108,2
12362.0,23170,24
12362.0,23173,4
12362.0,23174,4
12362.0,23175,4
12362.0,23190,12
12362.0,23199,10
12362.0,23202,10
12362.0,23203,20
12362.0,23204,10
12362.0,23208,20
12362.0,23209,20
12362.0,23237,6
12362.0,23238,6
12362.0,23243,4
12362.0,23245,12
12362.0,23247,12
12362.0,23256,8
12362.0,23264,12
12362.0,23283,2
12362.0,23290,16
12362.0,23292,16
12362.0,23313,5
12362.0,23319,24
12362.0,23320,24
12362.0,23378,24
12362.0,23382,8
12362.0,23569,4
12362.0,47591D,8
12362.0,48185,2
12362.0,48188,2
12362.0,48194,2
12362.0,84997D,4
12362.0,85014B,3
12362.0,85099B,20
12362.0,POST,32
12364.0,16156S,25
12364.0,20978,16
12364.0,20979,16
12364.0,21080,24
12364.0,21086,24
12364.0,21094,24
12364.0,21121,24
12364.0,21122,24
12364.0,21124,24
12364.0,21212,24
12364.0,21380,6
12364.0,21495,25
12364.0,21843,2
12364.0,21977,24
12364.0,22029,12
12364.0,22045,25
12364.0,22090,6
12364.0,22333,16
12364.0,22437,40
12364.0,22668,5
12364.0,22704,25
12364.0,22712,12
12364.0,22716,12
12364.0,22907,12
12364.0,22908,24
12364.0,22951,24
12364.0,22992,24
12364.0,23307,24
12364.0,23308,24
12364.0,23310,216
12364.0,47566,4
12364.0,47590A,3
12364.0,84991,24
12364.0,POST,7
12370.0,20969,9
12370.0,20972,2
12370.0,20974,6
12370.0,21108,18
12370.0,21231,8
12370.0,21326,24
12370.0,21380,12
12370.0,21385,24
12370.0,21390,24
12370.0,21428,4
12370.0,22083,1
12370.0,22087,1
12370.0,22088,1
12370.0,22147,4
12370.0,22148,12
12370.0,22149,3
12370.0,22150,3
12370.0,22179,4
12370.0,22271,6
12370.0,22273,6
12370.0,22274,7
12370.0,22297,48
12370.0,22465,24
12370.0,22568,10
12370.0,22569,6
12370.0,22570,4
12370.0,22571,12
12370.0,22746,1
12370.0,22747,1
12370.0,22748,1
12370.0,22749,6
12370.0,22750,4
12370.0,22804,9
12370.0,22962,12
12370.0,23082,12
12370.0,23083,12
12370.0,23210,24
12370.0,35961,12
12370.0,37446,8
12370.0,47566,1
12370.0,47590A,2
12370.0,47590B,1
12370.0,72741,18
12370.0,84879,48
12370.0,84946,12
12370.0,85199S,24
12370.0,POST,3
12371.0,20725,10
12371.0,20727,10
12371.0,21479,4
12371.0,21485,6
12371.0,21558,6
12371.0,22113,8
12371.0,22139,3
12371.0,22352,6
12371.0,22398,12
12371.0,22632,12
12371.0,22834,12
12371.0,22866,12
12371.0,22989,6
12371.0,23156,12
12371.0,23159,12
12371.0,23355,4
12371.0,23356,6
12371.0,72741,36
12371.0,84029G,8
12371.0,84030E,8
12371.0,84347,18
12371.0,85227,12
12371.0,POST,9
12377.0,20750,2
12377.0,21080,12
12377.0,21094,12
12377.0,21380,6
12377.0,21506,12
12377.0,21559,6
12377.0,21561,6
12377.0,21871,24
12377.0,21877,24
12377.0,22029,36
12377.0,22090,6
12377.0,22109,12
12377.0,22112,16
12377.0,22197,12
12377.0,22301,12
12377.0,22302,12
12377.0,22303,12
12377.0,22326,6
12377.0,22367,16
12377.0,22551,12
12377.0,22555,12
12377.0,22556,12
12377.0,22631,12
12377.0,22713,12
12377.0,22714,12
12377.0,22716,12
12377.0,22725,4
12377.0,22726,4
12377.0,22727,4
12377.0,22729,4
12377.0,22730,4
12377.0,22746,6
12377.0,47590A,6
12377.0,84997C,6
12377.0,84997D,6
12378.0,20675,8
12378.0,20677,16
12378.0,20682,6
12378.0,20685,2
12378.0,20725,20
12378.0,20750,4
12378.0,20754,6
12378.0,21078,12
12378.0,21086,48
12378.0,21098,24
12378.0,21154,10
12378.0,21212,24
12378.0,21238,24
12378.0,21239,8
12378.0,21240,8
12378.0,21242,24
12378.0,21558,6
12378.0,21559,6
12378.0,21561,6
12378.0,21668,12
12378.0,21671,12
12378.0,21672,12
12378.0,21731,12
12378.0,21935,10
12378.0,21936,5
12378.0,21967,24
12378.0,21982,24
12378.0,21989,24
12378.0,22189,4
12378.0,22273,6
12378.0,22326,12
12378.0,22333,16
12378.0,22371,4
12378.0,22374,4
12378.0,22384,10
12378.0,22431,6
12378.0,22435,12
12378.0,22550,4
12378.0,22584,6
12378.0,22585,12
12378.0,22602,12
12378.0,22605,1
12378.0,22619,8
12378.0,22629,12
12378.0,22631,12
12378.0,22659,12
12378.0,22692,4
12378.0,22726,4
12378.0,22728,4
12378.0,22729,4
12378.0,22737,10
12378.0,22739,10
12378.0,22746,6
12378.0,22747,6
12378.0,22846,1
12378.0,22851,12
12378.0,22907,12
12378.0,22943,3
12378.0,22957,6
12378.0,22964,6
12378.0,22965,6
12378.0,22966,12
12378.0,23000,24
12378.0,23077,20
12378.0,23101,12
12378.0,23108,6
12378.0,23109,24
12378.0,23129,4
12378.0,23147,12
12378.0,23148,12
12378.0,23156,12
12378.0,23177,8
12378.0,23206,10
12378.0,23207,10
12378.0,23209,10
12378.0,23229,6
12378.0,23231,25
12378.0,23254,4
12378.0,23256,4
12378.0,23286,24
12378.0,23298,6
12378.0,23311,12
12378.0,23319,12
12378.0,47559B,10
12378.0,47590A,3
12378.0,47591D,16
12378.0,48138,2
12378.0,82551,12
12378.0,84378,12
12378.0,84380,12
12378.0,84792,4
12378.0,84988,12
12378.0,84997B,4
12378.0,84997D,4
12378.0,85014A,3
12378.0,85048,2
12378.0,85049G,12
12378.0,85227,12
12379.0,20676,8
12379.0,20725,10
12379.0,20726,10
12379.0,20728,10
12379.0,20750,12
12379.0,21080,12
12379.0,21212,24
12379.0,22301,6
12379.0,22302,6
12379.0,22303,6
12379.0,22328,12
12379.0,22352,6
12379.0,22383,10
12379.0,22551,12
12379.0,22554,12
12379.0,22555,12
12379.0,22556,12
12379.0,22619,8
12379.0,22631,12
12379.0,22908,12
12379.0,23199,10
12379.0,23204,10
12379.0,23208,10
12379.0,23238,6
12379.0,84997B,4
12379.0,POST,5
12380.0,20712,20
12380.0,20713,10
12380.0,20719,10
12380.0,20723,10
12380.0,20724,10
12380.0,20726,30
12380.0,20728,10
12380.0,21121,24
12380.0,21212,24
12380.0,21429,8
12380.0,21621,4
12380.0,21931,30
12380.0,21937,10
12380.0,22326,60
12380.0,22328,6
12380.0,22355,10
12380.0,22356,10
12380.0,22380,5
12380.0,22381,5
12380.0,22384,20
12380.0,22385,20
12380.0,22386,20
12380.0,22398,12
12380.0,22435,12
12380.0,22467,42
12380.0,22668,10
12380.0,22759,12
12380.0,22960,6
12380.0,23084,48
12380.0,23156,12
12380.0,23191,12
12380.0,23199,20
12380.0,23206,10
12380.0,23207,10
12380.0,23236,6
12380.0,23237,6
12380.0,23240,6
12380.0,23254,8
12380.0,23256,8
12380.0,23310,36
12380.0,23480,48
12380.0,47590A,3
12380.0,47590B,3
12380.0,84997A,4
12380.0,84997C,4
12380.0,84997D,8
12380.0,85099F,20
12380.0,POST,17
12381.0,21212,24
12381.0,21314,8
12381.0,21340,1
12381.0,21731,24
12381.0,21791,12
12381.0,21976,24
12381.0,22139,3
12381.0,22179,2
12381.0,22417,24
12381.0,22418,24
12381.0,22423,4
12381.0,22492,36
12381.0,22596,12
12381.0,22629,12
12381.0,22630,12
12381.0,22635,2
12381.0,22666,6
12381.0,22720,15
12381.0,22723,4
12381.0,22895,6
12381.0,22938,12
12381.0,22941,10
12381.0,22952,24
12381.0,22964,18
12381.0,22965,6
12381.0,22979,12
12381.0,22993,12
12381.0,23108,2
12381.0,23198,12
12381.0,23199,10
12381.0,23215,12
12381.0,23243,4
12381.0,23293,16
12381.0,23308,24
12381.0,23319,6
12381.0,23480,8
12381.0,84347,6
12381.0,POST,11
12383.0,20675,8
12383.0,20676,8
12383.0,20677,8
12383.0,20973,24
12383.0,20974,24
12383.0,20975,24
12383.0,21080,12
12383.0,21086,12
12383.0,21121,24
12383.0,21213,24
12383.0,21218,12
12383.0,21239,8
12383.0,21240,8
12383.0,21242,16
12383.0,21703,12
12383.0,21918,24
12383.0,21975,24
12383.0,21989,12
12383.0,22029,12
12383.0,22082,10
12383.0,22090,6
12383.0,22328,6
12383.0,22417,24
12383.0,22487,7
12383.0,22489,168
12383.0,22491,12
12383.0,22492,72
12383.0,22501,2
12383.0,22551,12
12383.0,22553,12
12383.0,22554,12
12383.0,22556,12
12383.0,22625,2
12383.0,22629,12
12383.0,22630,12
12383.0,22631,12
12383.0,22722,12
12383.0,22965,6
12383.0,84375,24
12383.0,84692,25
12383.0,84997A,4
12383.0,84997D,8
12383.0,POST,14
12388.0,22083,6
12388.0,22086,38
12388.0,22087,6
12388.0,22148,24
12388.0,22429,4
12388.0,22580,18
12388.0,22720,31
12388.0,22910,38
12388.0,22957,12
12388.0,22960,18
12388.0,22961,24
12388.0,22962,12
12388.0,22963,12
12388.0,23245,16
12388.0,23293,24
12388.0,23294,24
12388.0,23295,24
12388.0,23296,24
12388.0,23311,12
12388.0,23319,6
12388.0,23328,24
12388.0,47566,41
12388.0,47590A,9
12388.0,47590B,18
12388.0,71459,36
12388.0,84970L,60
12388.0,84970S,48
12388.0,84978,60
12391.0,20675,2
12391.0,20725,1
12391.0,20971,2
12391.0,21034,1
12391.0,21328,1
12391.0,21733,6
12391.0,22141,1
12391.0,22142,1
12391.0,22144,2
12391.0,22208,1
12391.0,22271,1
12391.0,22273,1
12391.0,22374,1
12391.0,22384,1
12391.0,22435,2
12391.0,22564,1
12391.0,22668,1
12391.0,22669,1
12391.0,22749,1
12391.0,22753,1
12391.0,22754,1
12391.0,22759,2
12391.0,22804,6
12391.0,22809,2
12391.0,22816,12
12391.0,22940,2
12391.0,23077,20
12391.0,23126,1
12391.0,23154,2
12391.0,23159,2
12391.0,23188,3
12391.0,23196,1
12391.0,23197,1
12391.0,23198,1
12391.0,23298,1
12391.0,47566,1
12391.0,51014A,12
12391.0,84536A,3
12391.0,85123A,10
12393.0,20725,40
12393.0,20726,60
12393.0,20727,30
12393.0,21213,24
12393.0,21731,12
12393.0,21915,24
12393.0,21932,10
12393.0,21933,10
12393.0,21976,24
12393.0,22138,3
12393.0,22195,12
12393.0,22273,6
12393.0,22333,8
12393.0,22379,20
12393.0,22383,40
12393.0,22384,40
12393.0,22549,12
12393.0,22617,3
12393.0,22619,16
12393.0,22662,30
12393.0,22993,12
12393.0,23389,12
12393.0,84997C,6
12395.0,20719,60
12395.0,20724,110
12395.0,21212,120
12395.0,21218,12
12395.0,21559,18
12395.0,21561,6
12395.0,21976,48
12395.0,21977,120
12395.0,22029,36
12395.0,22147,12
12395.0,22326,36
12395.0,22352,12
12395.0,22355,120
12395.0,22356,30
12395.0,22367,8
12395.0,22417,120
12395.0,22423,8
12395.0,22457,6
12395.0,22508,4
12395.0,22531,24
12395.0,22551,24
12395.0,22556,12
12395.0,22629,36
12395.0,22630,48
12395.0,22661,70
12395.0,22666,12
12395.0,22667,18
12395.0,22697,6
12395.0,22698,6
12395.0,22712,24
12395.0,22727,12
12395.0,22728,8
12395.0,22729,8
12395.0,22730,4
12395.0,22754,12
12395.0,22755,12
12395.0,22899,6
12395.0,23084,12
12395.0,23236,6
12395.0,23240,6
12395.0,23254,4
12395.0,23256,8
12395.0,23307,24
12395.0,84375,36
12395.0,84380,12
12395.0,85066,2
12395.0,85099B,10
12395.0,POST,21
12397.0,20725,10
12397.0,20726,10
12397.0,21156,8
12397.0,21430,4
12397.0,21559,6
12397.0,21733,6
12397.0,21918,24
12397.0,21993,12
12397.0,22029,12
12397.0,22131,6
12397.0,22138,3
12397.0,22139,3
12397.0,22328,6
12397.0,22374,4
12397.0,22417,24
12397.0,22423,13
12397.0,22489,24
12397.0,22492,36
12397.0,22530,24
12397.0,22534,24
12397.0,22551,12
12397.0,22554,12
12397.0,22556,12
12397.0,22558,12
12397.0,22614,24
12397.0,22629,12
12397.0,22630,24
12397.0,22631,12
12397.0,22636,2
12397.0,22637,4
12397.0,22644,12
12397.0,22646,12
12397.0,22692,2
12397.0,22720,6
12397.0,22726,12
12397.0,22728,4
12397.0,22791,12
12397.0,22846,1
12397.0,22898,8
12397.0,22907,12
12397.0,22941,6
12397.0,22951,24
12397.0,22961,12
12397.0,22969,12
12397.0,23198,12
12397.0,23203,10
12397.0,23206,10
12397.0,23209,20
12397.0,23236,6
12397.0,23241,6
12397.0,23243,8
12397.0,23290,24
12397.0,23292,24
12397.0,23293,8
12397.0,23298,3
12397.0,23307,24
12397.0,23367,16
12397.0,23368,16
12397.0,23480,8
12397.0,23493,10
12397.0,POST,13
12398.0,16161P,25
12398.0,20723,10
12398.0,20728,10
12398.0,20749,6
12398.0,20750,12
12398.0,20974,24
12398.0,20983,12
12398.0,21210,12
12398.0,21212,24
12398.0,21668,24
12398.0,21669,24
12398.0,21672,24
12398.0,21673,24
12398.0,21731,12
12398.0,21791,12
12398.0,21967,24
12398.0,21975,24
12398.0,21976,24
12398.0,21982,24
12398.0,21984,24
12398.0,22138,6
12398.0,22326,6
12398.0,22328,6
12398.0,22417,24
12398.0,22492,36
12398.0,22534,24
12398.0,22551,12
12398.0,22614,24
12398.0,22637,4
12398.0,22666,6
12398.0,22704,25
12398.0,22775,12
12398.0,22892,12
12398.0,22907,12
12398.0,22908,12
12398.0,22951,24
12398.0,22969,24
12398.0,22989,6
12398.0,23203,10
12398.0,23231,25
12398.0,23243,4
12398.0,23307,24
12398.0,23310,36
12398.0,84997A,4
12398.0,84997D,4
12398.0,POST,5
12399.0,20725,50
12399.0,20726,10
12399.0,20727,10
12399.0,21080,24
12399.0,21086,24
12399.0,21210,12
12399.0,21212,72
12399.0,21213,48
12399.0,21703,24
12399.0,21915,24
12399.0,21975,72
12399.0,21976,72
12399.0,22077,12
12399.0,22417,72
12399.0,22492,108
12399.0,22531,24
12399.0,22534,24
12399.0,22620,12
12399.0,22662,10
12399.0,22951,48
12399.0,23084,12
12399.0,23209,10
12399.0,23293,16
12399.0,23295,16
12399.0,23353,12
12399.0,84988,12
12399.0,84991,48
12399.0,85049E,12
12399.0,POST,5
12405.0,20750,10
12405.0,20981,12
12405.0,21380,6
12405.0,21429,8
12405.0,21430,12
12405.0,21975,48
12405.0,21976,24
12405.0,21977,24
12405.0,21981,48
12405.0,21986,48
12405.0,22326,18
12405.0,22367,8
12405.0,22417,24
12405.0,22551,12
12405.0,22554,12
12405.0,22556,12
12405.0,22627,2
12405.0,22668,10
12405.0,22720,6
12405.0,23109,12
12405.0,23238,6
12405.0,23240,6
12405.0,23241,6
12405.0,23243,4
12405.0,23307,24
12405.0,47566B,8
12405.0,47590A,9
12405.0,47590B,9
12405.0,47591D,8
12405.0,POST,8
12406.0,21231,24
12406.0,21232,24
12406.0,21481,12
12406.0,21509,12
12406.0,21558,24
12406.0,21935,10
12406.0,21967,24
12406.0,21982,24
12406.0,21985,24
12406.0,21989,24
12406.0,22027,12
12406.0,22348,24
12406.0,22366,10
12406.0,22383,125
12406.0,22417,24
12406.0,22435,24
12406.0,22437,20
12406.0,22551,12
12406.0,22553,12
12406.0,22554,12
12406.0,22555,12
12406.0,22584,12
12406.0,22620,24
12406.0,22629,12
12406.0,22630,12
12406.0,22631,12
12406.0,22652,10
12406.0,22725,4
12406.0,22728,4
12406.0,22846,4
12406.0,22952,24
12406.0,22961,24
12406.0,22965,12
12406.0,23084,36
12406.0,23101,24
12406.0,23206,10
12406.0,23207,10
12406.0,23237,12
12406.0,23293,24
12406.0,23296,24
12406.0,23307,24
12406.0,23308,24
12406.0,84029E,8
12406.0,84077,48
12406.0,84375,60
12406.0,84378,12
12406.0,84380,12
12406.0,84997A,36
12406.0,84997B,24
12406.0,84997D,12
12407.0,21108,27
12407.0,21217,3
12407.0,21843,2
12407.0,21975,48
12407.0,21977,48
12407.0,22027,72
12407.0,22064,12
12407.0,22138,3
12407.0,22417,48
12407.0,22617,3
12407.0,22634,2
12407.0,22635,4
12407.0,22644,36
12407.0,22646,24
12407.0,22649,8
12407.0,22720,3
12407.0,22851,24
12407.0,22899,6
12407.0,22951,72
12407.0,23076,24
12407.0,23159,36
12407.0,23245,8
12407.0,23308,24
12407.0,37448,36
12407.0,47559B,30
12407.0,47591D,8
12407.0,84596G,16
12407.0,84987,12
12407.0,POST,13
12408.0,20712,10
12408.0,20713,10
12408.0,20719,30
12408.0,20723,30
12408.0,20724,30
12408.0,21791,12
12408.0,21937,5
12408.0,21990,12
12408.0,22303,18
12408.0,22326,54
12408.0,22328,66
12408.0,22348,12
12408.0,22374,4
12408.0,22385,10
12408.0,22551,24
12408.0,22554,12
12408.0,22614,24
12408.0,22661,20
12408.0,22663,10
12408.0,22666,18
12408.0,22725,28
12408.0,22727,32
12408.0,22728,4
12408.0,22729,12
12408.0,22746,6
12408.0,22748,6
12408.0,22895,6
12408.0,22898,8
12408.0,22908,12
12408.0,22972,12
12408.0,22974,12
12408.0,22999,24
12408.0,23000,24
12408.0,23084,54
12408.0,23177,8
12408.0,23199,10
12408.0,23200,10
12408.0,23204,30
12408.0,23206,10
12408.0,23208,20
12408.0,23237,6
12408.0,23241,12
12408.0,23389,4
12408.0,85099B,10
12408.0,85099C,10
12408.0,85099F,10
12408.0,POST,18
12409.0,20675,96
12409.0,20676,96
12409.0,20677,24
12409.0,20685,20
12409.0,20712,100
12409.0,20717,100
12409.0,20724,200
12409.0,20914,32
12409.0,21121,96
12409.0,21124,48
12409.0,21164,72
12409.0,21212,240
12409.0,21481,36
12409.0,21770,72
12409.0,21907,48
12409.0,22045,100
12409.0,22139,48
12409.0,22192,12
12409.0,22326,48
12409.0,22413,48
12409.0,22417,120
12409.0,22423,28
12409.0,22427,12
12409.0,22549,24
12409.0,22551,96
12409.0,22553,96
12409.0,22554,192
12409.0,22558,144
12409.0,22634,8
12409.0,22637,48
12409.0,22668,50
12409.0,22699,24
12409.0,22734,72
12409.0,23049,6
12409.0,23050,6
12409.0,23052,6
12409.0,23108,60
12409.0,23112,24
12409.0,23165,48
12409.0,23166,48
12409.0,23167,48
12409.0,23234,36
12409.0,23245,64
12409.0,23254,36
12409.0,23256,72
12409.0,23298,101
12409.0,23389,12
12409.0,47566,50
12409.0,48184,20
12409.0,71053,12
12409.0,84378,36
12409.0,84755,96
12409.0,85049E,72
12409.0,85099B,50
12409.0,85099C,100
12415.0,15036,600
12415.0,16161P,400
12415.0,20675,216
12415.0,20676,216
12415.0,20685,40
12415.0,20711,100
12415.0,20725,201
12415.0,20726,200
12415.0,20973,384
12415.0,20978,128
12415.0,20979,385
12415.0,20984,240
12415.0,21080,384
12415.0,21094,384
12415.0,21121,288
12415.0,21137,192
