date,y,month,day,dayofweek,dayofyear,is_weekend,lag_1,lag_2,lag_3,lag_7,rollmean_7,rollstd_7,rollmean_14,rollstd_14
2011-02-27,9526.5,2,27,6,58,1,20595.74,22809.84,26891.6,16208.75,23573.96,9247.994741254306,23314.42357142857,9576.641907627756
2011-02-28,21755.63,2,28,0,59,0,9526.5,20595.74,22809.84,9624.69,22619.352857142858,10407.195675210707,22930.855,10036.24926410393
2011-03-01,26354.96,3,1,1,60,0,21755.63,9526.5,20595.74,36388.75,24352.344285714287,8762.802731768865,22851.035714285714,10041.186389026945
2011-03-02,18690.79,3,2,2,61,0,26354.96,21755.63,9526.5,32498.35,22918.945714285714,7135.27921929216,24325.41642857143,8765.685480256425
2011-03-03,36404.0,3,3,3,62,0,18690.79,26354.96,21755.63,26891.6,20946.437142857143,5835.952379405706,23753.079285714284,8859.55309642079
2011-03-04,19506.8,3,4,4,63,0,36404.0,18690.79,26354.96,22809.84,22305.351428571426,8113.926226775066,23505.097857142857,8410.78306632546
2011-03-06,10005.37,3,6,6,65,1,19506.8,36404.0,18690.79,20595.74,21833.48857142857,8175.50806137137,23116.362142857142,8464.505803386064
2011-03-07,32356.55,3,7,0,66,0,10005.37,19506.8,36404.0,9526.5,20320.578571428574,9339.733071723636,21947.269285714283,9087.530937545855
2011-03-08,25081.62,3,8,1,67,0,32356.55,10005.37,19506.8,21755.63,23582.014285714286,8918.869684556215,23100.683571428566,9324.819071144402
2011-03-09,22038.84,3,9,2,68,0,25081.62,32356.55,10005.37,26354.96,24057.155714285713,8893.914031514052,24204.75,8483.628977305902
2011-03-10,26120.22,3,10,3,69,0,22038.84,25081.62,32356.55,18690.79,23440.567142857144,8857.601860567253,23179.756428571425,7731.893154317274
2011-03-11,25475.18,3,11,4,70,0,26120.22,22038.84,25081.62,36404.0,24501.914285714283,8635.94828364142,22724.175714285717,7317.379835765824
2011-03-13,4148.12,3,13,6,72,1,25475.18,26120.22,22038.84,19506.8,22940.65428571429,6948.650814289722,22623.00285714286,7264.931127503934
2011-03-14,26019.55,3,14,0,73,0,4148.12,25475.18,26120.22,10005.37,20746.557142857146,9978.076322215507,21290.022857142856,8781.71441417415
2011-03-15,23493.49,3,15,1,74,0,26019.55,4148.12,25475.18,32356.55,23034.29714285714,8880.382075415326,21677.437857142857,8867.944595935809
2011-03-16,21948.36,3,16,2,75,0,23493.49,26019.55,4148.12,25081.62,21768.145714285714,7908.345786774619,22675.079999999998,8152.604276596795
2011-03-17,39904.94,3,17,3,76,0,21948.36,23493.49,26019.55,22038.84,21320.537142857145,7777.129824184784,22688.846428571425,8151.094852520961
2011-03-18,28171.79,3,18,4,77,0,39904.94,21948.36,23493.49,26120.22,23872.837142857144,10505.291629660955,23656.70214285714,9337.94401025454
2011-03-20,22153.49,3,20,6,79,1,28171.79,39904.94,21948.36,25475.18,24165.918571428574,10606.569522708476,24333.91642857143,9293.788846928146
2011-03-21,16715.52,3,21,0,80,0,22153.49,28171.79,39904.94,4148.12,23691.391428571427,10612.534832623558,23316.022857142856,8626.571135283048
2011-03-22,31515.58,3,22,1,81,0,16715.52,22153.49,28171.79,26019.55,25486.734285714287,7302.007779555974,23116.645714285718,8752.715736526665
2011-03-23,24091.67,3,23,2,82,0,31515.58,16715.52,22153.49,23493.49,26271.88142857143,7655.758197656303,24653.089285714286,8140.675403575316
2011-03-24,36697.14,3,24,3,83,0,24091.67,31515.58,16715.52,21948.36,26357.33571428572,7622.844475480439,24062.740714285716,7832.921023473691
2011-03-25,31394.21,3,25,4,84,0,36697.14,24091.67,31515.58,39904.94,28464.304285714286,8216.282789629546,24892.420714285716,8533.027411895542
2011-03-27,9241.35,3,27,6,86,1,31394.21,36697.14,24091.67,28171.79,27248.485714285714,6737.859645715592,25560.661428571428,8657.775253625487
2011-03-28,23176.72,3,28,0,87,0,9241.35,31394.21,36697.14,22153.49,24544.13714285714,9527.175631584518,24355.027857142857,9687.815614065998
2011-03-29,70711.92,3,29,1,88,0,23176.72,9241.35,31394.21,16715.52,24690.312857142857,9492.167978524427,24190.852142857144,9686.848122419276
2011-03-30,31885.28,3,30,2,89,0,70711.92,23176.72,9241.35,31515.58,32404.08428571428,19054.66973791716,28945.409285714286,14320.16490338413
2011-03-31,34335.9,3,31,3,90,0,31885.28,70711.92,23176.72,24091.67,32456.89857142857,19052.3088080609,29364.390000000003,14313.783450531431
2011-04-01,25667.51,4,1,4,91,0,34335.9,31885.28,70711.92,36697.14,33920.36,18692.70975252208,30138.847857142857,14264.934446581383
2011-04-03,6943.15,4,3,6,93,1,25667.51,34335.9,31885.28,31394.21,32344.69857142857,18883.522141203295,30404.50142857143,14134.70735830225
2011-04-04,33254.24,4,4,0,94,0,6943.15,25667.51,34335.9,9241.35,28851.690000000002,21207.121169886952,28050.087857142855,15139.963340708166
2011-04-05,30144.77,4,5,1,95,0,33254.24,6943.15,25667.51,23176.72,32282.102857142858,19368.767018404258,28413.12,15203.905532799528
2011-04-06,17362.36,4,6,2,96,0,30144.77,33254.24,6943.15,70711.92,33277.53857142857,18998.32783789796,28983.925714285717,15100.478445173494
2011-04-07,18512.89,4,7,3,97,0,17362.36,30144.77,33254.24,31885.28,25656.172857142858,10091.103774958974,29030.12857142857,15060.99129839929
2011-04-08,25295.64,4,8,4,98,0,18512.89,17362.36,30144.77,34335.9,23745.831428571426,9980.490435059546,28101.364999999998,15295.03031188172
2011-04-10,9913.98,4,10,6,100,1,25295.64,18512.89,17362.36,25667.51,22454.365714285716,8909.1554441501,28187.362857142853,15274.121601535675
2011-04-11,22353.27,4,11,0,101,0,9913.98,25295.64,18512.89,6943.15,20203.86142857143,9897.153591229233,26274.28,15794.70721682278
2011-04-12,25570.3,4,12,1,102,0,22353.27,9913.98,25295.64,33254.24,22405.307142857142,7985.099062574276,25628.49857142857,15754.042836225999
2011-04-13,24484.42,4,13,2,103,0,25570.3,22353.27,9913.98,30144.77,21307.601428571426,6664.00746592582,26794.852142857137,15035.567251673698
2011-04-14,36104.07,4,14,3,104,0,24484.42,25570.3,22353.27,17362.36,20498.98,5684.38681255074,26888.259285714284,15015.409370934427
2011-04-15,28334.121,4,15,4,105,0,36104.07,24484.42,25570.3,18512.89,23176.367142857143,7930.690975599663,24416.27,8813.802269590913
2011-04-17,12725.5,4,17,6,107,1,28334.121,36104.07,24484.42,25295.64,24579.40014285714,7836.347477173763,24162.615785714286,8631.530372593039
2011-04-18,56026.18,4,18,0,108,0,12725.5,28334.121,36104.07,9913.98,22783.665857142856,8998.8829713071,22619.015785714288,8604.548027285198
2011-04-19,24338.7,4,19,1,109,0,56026.18,12725.5,28334.121,22353.27,29371.122999999996,13672.071042831216,24787.492214285714,12414.04431517319
2011-04-20,28670.47,4,20,2,110,0,24338.7,56026.18,12725.5,25570.3,29654.755857142856,13521.988555306907,26030.0315,11312.269249622957
2011-04-21,32615.63,4,21,3,111,0,28670.47,24338.7,56026.18,24484.42,30097.63728571428,13416.271701558986,25702.619357142856,11152.297478202874
2011-04-26,31047.43,4,26,1,116,0,32615.63,28670.47,24338.7,36104.07,31259.238714285715,13199.526077861372,25879.109357142854,11247.1519105379
2011-04-27,25942.44,4,27,2,117,0,31047.43,32615.63,28670.47,28334.121,30536.86157142857,13027.43645586504,26856.614357142855,11042.849526304872
2011-04-28,22501.55,4,28,3,118,0,25942.44,31047.43,32615.63,12725.5,30195.192857142858,13125.827495491145,27387.296499999997,10786.580276082252
2011-05-01,6973.66,5,1,6,121,1,22501.55,25942.44,31047.43,56026.18,31591.771428571432,11358.352540425121,27187.71864285714,10853.89662795445
2011-05-03,35229.41,5,3,1,123,0,6973.66,22501.55,25942.44,24338.7,24584.268571428573,8557.145636050713,26977.695785714284,11235.590846953848
2011-05-04,27544.15,5,4,2,124,0,35229.41,6973.66,22501.55,28670.47,26140.08428571429,9448.661659839947,27897.420071428576,11354.306186859405
2011-05-05,29174.29,5,5,3,125,0,27544.15,35229.41,6973.66,32615.63,25979.18142857143,9407.89175403369,28038.409357142857,11335.426146579694
2011-05-06,36126.35,5,6,4,126,0,29174.29,27544.15,35229.41,31047.43,25487.56142857143,9087.766512413731,28373.400071428572,11291.53133514139
2011-05-08,18867.4,5,8,6,128,1,36126.35,29174.29,27544.15,25942.44,26213.12142857143,9781.88481876653,28374.9915,11292.706217172035
2011-05-09,27899.71,5,9,0,129,0,18867.4,36126.35,29174.29,22501.55,25202.40142857143,10172.242411642335,27698.797142857144,11575.235703225304
2011-05-10,47819.98,5,10,1,130,0,27899.71,18867.4,36126.35,6973.66,25973.567142857148,10137.92461720961,28782.669285714284,10746.065096464525
2011-05-11,33687.25,5,11,2,131,0,47819.98,27899.71,18867.4,35229.41,31808.75571428572,9079.173942820795,28196.512142857147,9267.864645744925
2011-05-12,61903.09,5,12,3,132,0,33687.25,47819.98,27899.71,27544.15,31588.447142857145,9000.70840616215,28864.265714285713,9305.234491445128
2011-05-13,30749.95,5,13,4,133,0,61903.09,33687.25,47819.98,29174.29,36496.86714285715,14259.78982300784,31238.024285714288,12825.084174435242
2011-05-15,9924.28,5,15,6,135,1,30749.95,61903.09,33687.25,36126.35,36721.96142857143,14136.842430034196,31104.76142857143,12819.360317097817
2011-05-16,39651.28,5,16,0,136,0,9924.28,30749.95,61903.09,18867.4,32978.80857142857,17410.650510245592,29595.965,14014.023085652861
2011-05-17,55151.99,5,17,1,137,0,39651.28,9924.28,30749.95,27899.71,35947.934285714284,16342.503774331197,30575.16785714286,14216.578456466383
2011-05-18,34483.44,5,18,2,138,0,55151.99,39651.28,9924.28,47819.98,39841.11714285715,17322.376232753344,32907.342142857146,15417.609073015861
2011-05-19,35599.35,5,19,3,139,0,34483.44,55151.99,39651.28,33687.25,37935.897142857146,17029.49264868426,34872.32642857143,13490.75647486518
2011-05-20,26718.17,5,20,4,140,0,35599.35,34483.44,55151.99,61903.09,38209.05428571429,16965.199013780024,34898.750714285714,13491.871948096094
2011-05-22,24231.09,5,22,6,142,1,26718.17,35599.35,34483.44,30749.95,33182.637142857144,13666.78987938004,34839.75214285714,13528.263661813402
2011-05-23,34685.6,5,23,0,143,0,24231.09,26718.17,35599.35,9924.28,32251.37142857143,14076.151890960178,34486.66642857143,13750.193867199217
2011-05-24,37660.04,5,24,1,144,0,34685.6,24231.09,26718.17,39651.28,35788.70285714285,10071.955900531832,34383.75571428571,13742.367257029908
2011-05-25,24408.12,5,25,2,145,0,37660.04,34685.6,24231.09,55151.99,35504.24,9972.309500742587,35726.08714285714,13008.385888527337
2011-05-26,33497.03,5,26,3,146,0,24408.12,37660.04,34685.6,34483.44,31112.25857142857,5755.360307010773,35476.68785714286,13202.006681781468
2011-05-27,28442.03,5,27,4,147,0,33497.03,24408.12,37660.04,35599.35,30971.34285714286,5670.512961122476,34453.62,12717.999298626994
2011-05-29,7394.3,5,29,6,149,1,28442.03,33497.03,24408.12,26718.17,29948.868571428575,5332.121235397954,34078.96142857143,12819.169254247472
2011-05-31,22714.06,5,31,1,151,0,7394.3,28442.03,33497.03,24231.09,27188.315714285713,10128.472135998405,30185.476428571426,11967.790662255848
2011-06-01,20595.69,6,1,2,152,0,22714.06,7394.3,28442.03,34685.6,26971.597142857143,10218.126855049868,29611.484285714283,12130.238975000068
2011-06-02,32826.14,6,2,3,153,0,20595.69,22714.06,7394.3,37660.04,24958.75285714286,9825.53014294859,30373.727857142858,11088.52278786921
2011-06-03,16913.25,6,3,4,154,0,32826.14,20595.69,22714.06,24408.12,24268.195714285714,8911.427651592237,29886.217857142856,10795.417177872041
2011-06-05,25639.54,6,5,6,156,1,16913.25,32826.14,20595.69,33497.03,23197.5,9332.132475159908,27154.879285714287,8505.785922800696
2011-06-06,17789.07,6,6,0,157,0,25639.54,16913.25,32826.14,28442.03,22075.00142857143,8302.563851448647,26523.17214285714,8244.022638091894
2011-06-07,37957.72,6,7,1,158,0,17789.07,25639.54,16913.25,7394.3,20553.149999999998,7907.942547747013,25251.009285714284,8108.783364124304
2011-06-08,43264.33,6,8,2,159,0,37957.72,17789.07,25639.54,22714.06,24919.35285714286,7869.04233759471,26053.834285714285,8792.765051616796
2011-06-09,46389.1,6,9,3,160,0,43264.33,37957.72,17789.07,20595.69,27855.105714285717,10351.129727263082,27413.35142857143,9891.986166839868
2011-06-10,62234.439999999995,6,10,4,161,0,46389.1,43264.33,37957.72,32826.14,31539.878571428573,11822.593415382622,28249.315714285716,10987.67771631175
2011-06-12,12517.06,6,12,6,163,1,62234.439999999995,46389.1,43264.33,16913.25,35741.06428571429,16611.212043782238,30004.63,14122.456058236843
2011-06-13,22457.21,6,13,0,164,0,12517.06,62234.439999999995,46389.1,25639.54,35113.037142857145,17500.95735962916,29155.268571428573,14825.0394191583
2011-06-14,40474.01,6,14,1,165,0,22457.21,12517.06,62234.439999999995,17789.07,34658.41857142857,17826.371463167947,28366.709999999995,14869.873701730457
2011-06-15,49097.99,6,15,2,166,0,40474.01,22457.21,12517.06,37957.72,37899.124285714286,16239.910123984557,29226.13714285714,15218.185732268537
2011-06-16,34584.68,6,16,3,167,0,49097.99,40474.01,22457.21,43264.33,39490.59142857143,16783.374070648464,32204.972142857143,14688.415928380256
2011-06-17,21076.17,6,17,4,168,0,34584.68,49097.99,40474.01,46389.1,38250.64142857143,16778.72861340558,33052.87357142857,14438.90256013012
2011-06-19,22442.18,6,19,6,170,1,21076.17,34584.68,49097.99,62234.439999999995,34634.508571428574,17446.811773417186,33087.19357142857,14407.55226278677
2011-06-20,37514.98,6,20,0,171,0,22442.18,21076.17,34584.68,12517.06,28949.899999999998,12826.0196813717,32345.48214285714,14686.609735577382
2011-06-21,24784.37,6,21,1,172,0,37514.98,22442.18,21076.17,22457.21,32521.031428571423,10809.657660178165,33817.03428571428,14039.252585526985
2011-06-22,21825.99,6,22,2,173,0,24784.37,37514.98,22442.18,40474.01,32853.48285714286,10479.296676695023,33755.95071428571,14079.372105620143
2011-06-23,25242.82,6,23,3,174,0,21825.99,24784.37,37514.98,49097.99,30189.48,10588.899370318626,34044.302142857145,13765.039262851133
2011-06-24,19521.96,6,24,4,175,0,25242.82,21825.99,24784.37,34584.68,26781.59857142857,6562.403563297661,33136.094999999994,13905.713995409189
2011-06-26,7082.49,6,26,6,177,1,19521.96,25242.82,21825.99,21076.17,24629.78142857143,6024.849879987206,31440.21142857143,14022.769107476508
2011-06-27,17015.76,6,27,0,178,0,7082.49,19521.96,25242.82,22442.18,22630.684285714284,8991.63920026244,28632.596428571425,14717.248359496982
2011-06-28,35607.32,6,28,1,179,0,17015.76,7082.49,19521.96,37514.98,21855.481428571427,9241.0561952868,25402.690714285713,11353.010833666332
2011-06-29,22088.32,6,29,2,180,0,35607.32,17015.76,7082.49,24784.37,21582.95857142857,8715.46523197979,27051.995,11009.06350393985
2011-06-30,44797.31,6,30,3,181,0,22088.32,35607.32,17015.76,21825.99,21197.808571428573,8609.33579164784,27025.645714285718,11021.341291961133
2011-07-01,13675.06,7,1,4,182,0,44797.31,22088.32,35607.32,25242.82,24479.425714285713,12422.310271603914,27334.45285714286,11478.2336283898
2011-07-03,6032.39,7,3,6,184,1,13675.06,44797.31,22088.32,19521.96,22826.88857142857,13057.042477126352,24804.243571428575,10137.698311848455
2011-07-04,44652.83,7,4,0,185,0,6032.39,13675.06,44797.31,7082.49,20899.807142857142,14537.62520194838,22764.794285714284,10864.701681396205
2011-07-05,40758.43,7,5,1,186,0,44652.83,6032.39,13675.06,17015.76,26266.99857142857,15490.297576671937,24448.841428571428,12313.448253761992
2011-07-06,26387.54,7,6,2,187,0,40758.43,44652.83,6032.39,35607.32,29658.808571428573,15724.61689143221,25757.144999999997,13035.707990761211
2011-07-07,32445.71,7,7,3,188,0,26387.54,40758.43,44652.83,22088.32,28341.697142857145,15528.223715424056,24962.32785714286,12595.458004821328
2011-07-08,27082.1,7,8,4,189,0,32445.71,26387.54,40758.43,44797.31,29821.324285714283,15325.183582397834,25509.566428571427,12752.5836570963
2011-07-10,5993.87,7,10,6,191,1,27082.1,32445.71,26387.54,13675.06,27290.579999999998,13829.666458380969,25885.002857142856,12713.10607954726
2011-07-11,22605.02,7,11,0,192,0,5993.87,27082.1,32445.71,6032.39,26193.26714285714,15315.008159258618,24510.07785714286,13783.710467871486
2011-07-12,26262.55,7,12,1,193,0,22605.02,5993.87,27082.1,44652.83,28560.785714285714,12744.118843577593,24730.29642857143,13722.378533512092
2011-07-13,22641.94,7,13,2,194,0,26262.55,22605.02,5993.87,40758.43,25933.602857142854,10586.853170688859,26100.300714285717,12747.771174382684
2011-07-14,33602.13,7,14,3,195,0,22641.94,26262.55,22605.02,26387.54,23345.532857142854,8333.28227272572,26502.170714285716,12526.108410256516
2011-07-15,14836.43,7,15,4,196,0,33602.13,22641.94,26262.55,32445.71,24376.18857142857,9175.781344618481,26358.942857142854,12425.044726891421
2011-07-17,17194.56,7,17,6,198,1,14836.43,33602.13,22641.94,27082.1,21860.57714285714,9007.048084727392,25840.950714285715,12763.33762402322
2011-07-18,38831.61,7,18,0,199,0,17194.56,14836.43,33602.13,5993.87,20448.071428571428,8825.178935703336,23869.325714285715,11697.239904579515
2011-07-19,50182.83,7,19,1,200,0,38831.61,17194.56,14836.43,22605.02,25139.17714285714,8585.724015231606,25666.222142857143,11940.473063530382
2011-07-20,33308.24,7,20,2,201,0,50182.83,38831.61,17194.56,26262.55,29078.864285714284,12612.180578800117,28819.825,12183.903009963427
2011-07-21,32818.54,7,21,3,202,0,33308.24,50182.83,38831.61,22641.94,30085.391428571427,12631.09198410211,28009.497142857144,11402.045659266187
2011-07-22,20124.86,7,22,4,203,0,32818.54,33308.24,50182.83,33602.13,31539.191428571427,12210.223169739716,27442.362142857142,10905.802980695225
2011-07-24,27099.46,7,24,6,205,1,20124.86,32818.54,33308.24,14836.43,29613.867142857143,12875.172686898539,26995.027857142857,11079.45666146214
2011-07-25,26887.15,7,25,0,206,0,27099.46,20124.86,32818.54,17194.56,31365.72857142857,11262.673571132298,26613.152857142857,10968.717931894675
2011-07-26,21644.261,7,26,1,207,0,26887.15,27099.46,20124.86,38831.61,32750.384285714284,9720.267854935697,26599.227857142858,10968.200533415578
2011-07-27,25602.93,7,27,2,208,0,21644.261,26887.15,27099.46,50182.83,30295.048714285716,10091.792060063097,27717.11292857143,9390.642166578453
2011-07-28,56269.74,7,28,3,209,0,25602.93,21644.261,26887.15,33308.24,26783.634428571426,5020.749005550691,27931.249357142857,9298.835317947127
2011-07-29,18790.4,7,29,4,210,0,56269.74,25602.93,21644.261,32818.54,30063.848714285712,12266.409601330748,30074.62007142857,11961.661061718674
2011-07-31,33490.61,7,31,6,212,1,18790.4,56269.74,25602.93,20124.86,28059.828714285715,12872.311860196643,29799.510071428573,12187.909052788269
2011-08-01,21388.92,8,1,0,213,0,33490.61,18790.4,56269.74,27099.46,29969.221571428567,12484.574916359583,29791.54435714286,12185.26873556304
2011-08-02,26580.6,8,2,1,214,0,21388.92,33490.61,18790.4,26887.15,29153.43014285714,12883.549582370966,30259.579357142855,11682.109662107108
2011-08-03,28113.14,8,3,2,215,0,26580.6,21388.92,33490.61,21644.261,29109.63728571429,12893.054355001863,30930.010785714283,11130.966445528953
2011-08-04,65502.21,8,4,3,216,0,28113.14,26580.6,21388.92,25602.93,30033.762857142858,12494.453508503608,30164.405785714283,10912.14129309201
2011-08-05,21538.58,8,5,4,217,0,65502.21,28113.14,26580.6,56269.74,35733.659999999996,18016.774043931975,31258.647214285713,13528.411007986997
2011-08-07,7578.91,8,7,6,219,1,21538.58,65502.21,28113.14,18790.4,30772.065714285716,16099.03035976793,30417.957214285714,13755.04662020142
2011-08-08,23377.65,8,8,0,220,0,7578.91,21538.58,65502.21,33490.61,29170.424285714285,17941.93432059179,28615.126500000002,15012.747141563976
2011-08-09,27679.44,8,9,1,221,0,23377.65,7578.91,21538.58,21388.92,27725.715714285714,17943.243818177438,28847.46864285714,14895.957820891575
