user_id,book_id,rating
816,118,3
816,1714,4
816,162,3
816,2680,2
816,599,4
816,1014,3
816,3535,3
816,3061,3
816,493,3
816,2781,5
816,8859,5
816,4715,5
816,4663,5
816,1255,5
829,7706,3
829,2524,4
829,901,4
829,255,5
829,903,4
829,4298,4
829,3634,5
829,7969,5
829,111,4
829,7401,3
552,1915,3
552,115,4
829,316,4
829,1460,5
829,1976,3
829,1449,2
829,2279,3
829,733,3
829,3894,4
829,2927,4
750,181,5
891,377,4
891,1367,4
891,618,4
891,4885,5
891,9022,4
891,1498,4
891,2041,3
891,14,4
891,48,5
891,194,3
624,271,3
624,3489,4
624,661,5
624,401,3
624,1160,3
624,109,1
624,545,1
624,738,5
624,4815,1
624,245,3
750,78,1
980,4,5
980,2,4
980,24,3
980,21,2
980,28,4
980,36,5
980,3767,5
980,2188,3
980,9070,2
980,383,3
980,111,2
980,122,1
980,287,4
980,22,2
980,45,4
980,38,5
980,344,3
980,60,2
980,13,2
980,5,3
980,3468,5
980,1317,3
751,494,3
323,67,5
323,5691,5
323,7654,4
323,4287,5
891,514,4
891,1520,5
515,3868,5
515,6896,5
515,1186,4
515,456,5
515,715,5
816,545,5
816,107,1
816,542,5
816,332,2
816,608,5
816,50,3
816,130,3
816,786,3
816,10,4
816,76,3
829,11,4
751,901,2
1009,430,4
816,196,4
816,81,5
816,8159,2
816,2426,3
816,102,5
816,278,3
816,362,3
816,284,5
793,503,3
793,1117,3
793,9,3
816,782,4
816,646,3
816,7231,5
751,934,2
751,160,2
751,75,4
751,1457,2
751,138,2
1033,1102,4
1033,238,4
1033,2727,4
1033,1005,4
1033,1928,3
1033,60,3
1033,4473,3
1033,896,3
1033,344,4
1033,372,3
1033,4584,4
1033,6354,4
1033,4106,4
1033,8,5
1033,709,5
1033,196,5
1033,45,4
1033,28,5
1033,4,5
1033,5,5
1033,65,5
1033,297,5
1033,3202,4
1033,115,5
1033,27,4
1033,2,4
1033,21,4
1033,23,4
1033,18,4
1033,24,4
1037,63,5
1037,230,5
1037,76,4
1037,171,3
1033,1319,4
1033,6634,5
1033,3929,3
1037,451,3
1037,10,5
1037,2,3
1037,27,4
1037,21,5
1037,24,4
1037,18,4
1033,4016,4
1037,23,3
1033,114,4
1033,132,3
1033,1135,4
1033,162,5
1033,5120,3
1033,1224,5
1033,113,5
1033,5369,4
1033,4103,4
1033,7398,4
1037,471,4
1037,6333,5
1033,576,4
1033,305,3
1033,556,3
1033,176,3
1033,1123,4
1033,26,3
1033,154,4
1033,32,4
1033,131,4
1033,3764,4
1033,116,4
1033,54,4
1033,751,4
1033,1014,4
1033,662,4
1033,1079,2
1033,5865,4
1033,5460,4
1033,2344,4
1033,58,4
1033,7,4
1033,35,3
1033,1624,4
1040,8,2
1040,483,4
1040,709,3
1040,4634,4
1040,1519,4
488,4369,4
488,131,5
793,2318,3
793,1019,3
1033,229,5
1037,130,1
1037,1031,3
1037,5,5
1037,595,5
1037,154,5
1037,125,3
1037,773,4
1037,381,4
1037,1963,3
1037,222,4
1037,588,3
1033,1186,4
1033,495,3
1033,121,5
891,126,5
891,1105,3
891,1262,4
891,2045,4
891,2491,4
891,2817,4
891,1106,4
793,79,3
816,4731,4
816,1495,3
816,59,3
750,177,3
793,321,2
793,2365,4
816,7429,4
816,90,3
1059,4236,3
1059,6935,4
1059,2032,2
1059,1639,5
1059,4567,3
1059,857,4
1059,4196,4
1059,3390,4
1059,9773,4
1059,241,4
1059,9272,4
1059,486,3
1059,3084,3
1059,5890,2
1059,4525,4
1059,2326,3
1059,3565,3
1059,2311,3
1059,345,2
1059,282,2
793,9936,3
1059,9395,3
751,25,5
1135,335,4
1135,33,3
1135,22,3
1135,1796,3
1135,3508,4
1135,26,4
1135,9,2
793,298,3
1033,177,5
1033,90,5
1135,40,4
1135,11,4
1135,92,4
1135,1184,2
793,1452,3
793,6457,4
793,2512,4
1135,819,3
1135,1938,4
1135,373,3
1135,158,3
1135,416,4
1135,4,3
1168,1236,3
1168,951,4
1168,854,5
1168,1389,3
1168,4369,2
1168,2158,5
1168,36,5
1168,117,3
1168,3252,5
1168,8,1
1168,1402,5
1135,78,3
1168,13,3
1168,390,5
1168,213,3
1168,2187,4
1168,138,3
793,998,3
793,601,3
1175,53,4
1175,7,5
1175,19,5
1175,155,5
1175,161,5
1175,54,4
1175,751,4
1175,599,4
1175,1014,3
1175,3597,4
1175,13,4
1175,48,3
1175,87,5
1175,3535,3
1175,205,4
1175,4537,4
1175,79,4
1175,1584,4
1175,714,5
1175,116,3
1175,6417,5
1175,28,4
1175,3916,3
1175,798,4
1175,549,3
1175,545,5
1175,1168,3
1175,427,4
1175,14,4
1175,387,3
1175,715,4
1175,1186,4
1175,6777,4
1175,154,5
1175,3250,5
1175,85,3
1175,58,4
1175,29,5
1175,15,4
1175,125,5
1175,770,4
1175,129,4
1175,1096,5
1175,32,4
1175,50,3
1175,278,3
1175,297,4
1175,6438,3
1175,6018,4
1175,339,3
1175,5,3
1175,4,4
1175,75,4
1175,23,4
1175,26,3
1175,132,2
1175,21,5
1175,24,5
1175,8,3
1175,27,5
1175,18,5
1175,289,5
1175,5394,3
1175,43,2
1175,157,5
1175,33,4
1175,229,5
1175,2,5
1175,2025,4
1175,529,4
1175,335,2
1175,959,4
1175,1214,3
1175,1135,4
1175,301,4
1175,478,1
1175,1493,2
1175,2068,5
1175,934,4
1175,341,2
1175,36,3
1175,369,3
1175,2958,3
1175,590,1
1175,1693,4
1175,2198,4
1175,1418,4
1175,1931,4
1175,1463,4
1175,3096,3
1175,2811,3
1175,3938,3
1175,3492,3
1175,3530,3
1175,4553,4
1175,5160,4
1175,4799,4
1175,3595,3
1175,984,4
1175,2148,2
1175,730,3
1175,5283,3
1175,1396,3
1175,2947,3
1175,2239,3
1135,1888,4
1135,87,4
1175,6445,4
1175,766,4
1175,1895,5
1175,1572,3
1175,2353,5
1175,2937,5
1175,3086,4
1175,3395,5
1175,3396,4
1175,3082,3
1175,3660,3
1175,1077,3
1175,898,2
1175,696,4
1175,1533,3
1175,1801,3
1175,1918,3
1175,3182,2
1175,4190,4
1175,375,4
1175,773,5
1175,855,5
1175,6330,3
1175,5203,2
1175,6472,2
1175,839,4
1175,804,4
1175,530,4
1175,353,5
1175,248,5
1175,3700,4
1175,2143,5
1175,191,5
1175,365,5
1175,2760,4
1175,70,4
1175,1545,5
829,46,4
829,5349,3
1175,6535,4
1175,251,3
1175,8700,5
1175,364,5
1175,444,5
1175,358,3
1175,271,3
1175,6692,4
1175,391,5
1175,1348,3
1175,3047,5
1175,5446,3
1175,1402,4
1175,627,3
750,378,4
1180,1163,3
1180,1289,3
1180,1233,3
1180,3125,3
1180,9,4
1180,26,4
1180,45,5
1180,3817,4
1180,33,4
1180,397,4
1180,80,5
1180,2582,5
1180,7298,5
1180,2181,3
1180,157,4
1180,798,4
1180,251,4
1180,5265,2
1180,3363,3
1180,391,3
1180,3274,2
1180,3047,2
1180,1348,4
1180,2095,3
1180,3762,5
1180,364,3
1180,431,4
1180,209,4
1180,1802,4
1180,6858,3
1180,823,3
1180,5176,3
1180,4647,3
1180,3957,3
1180,5239,3
1180,5417,3
1180,4506,3
1180,7549,3
1180,4909,3
1180,3612,3
1180,6910,3
1180,2030,3
1180,6153,3
1180,7042,3
1180,982,5
1180,6496,5
1180,751,5
1180,599,5
1180,1014,5
1180,1332,5
1180,54,5
1180,3656,3
1180,411,4
1180,78,5
1180,5355,2
1180,103,5
1180,413,4
1180,6842,4
1180,4746,4
1180,172,3
1180,121,5
1180,2197,1
1180,229,5
1180,9478,5
1180,2648,5
1180,7669,4
1180,7812,4
1180,180,5
1180,1015,4
1180,4634,2
1180,1099,5
1180,3595,5
1180,97,4
1180,13,4
1180,173,4
1180,499,5
1180,2,5
1180,27,5
1180,21,5
1180,24,5
1180,23,5
1180,18,5
1180,50,4
1180,28,5
1180,65,3
1180,7,2
1180,32,5
1180,10,5
1180,14,3
1180,60,4
1180,58,3
1180,122,4
1180,94,5
1180,233,5
1180,29,3
1180,5,1
1180,150,4
1180,138,2
1180,3375,1
1180,2192,5
1180,2028,3
1180,130,5
1180,401,3
1180,194,4
1180,1555,3
1180,298,4
1180,1204,4
1180,2336,5
1135,9691,3
1135,42,3
1135,50,3
1135,85,5
1135,179,3
1059,314,4
1059,1678,4
1059,7927,2
1059,6469,2
624,2615,4
624,7817,5
11,688,3
