CustomerID,Recency,Frequency,Monetary
12477.0,23,6,13219.74
12478.0,4,1,680.99
12479.0,11,1,527.2
12480.0,28,4,3281.63
12481.0,23,10,5596.32
12483.0,17,8,2484.98
12484.0,33,6,4541.72
12488.0,10,3,1298.66
12489.0,336,1,334.93
12490.0,5,10,5417.93
12491.0,39,1,460.40000000000003
12492.0,63,2,263.21000000000004
12493.0,166,2,433.74
12494.0,16,7,1246.1000000000001
12497.0,82,1,1043.1
12498.0,21,3,403.70000000000005
12500.0,23,11,4257.82
12501.0,337,1,2169.39
12502.0,96,5,3723.87
12504.0,18,2,482.04999999999995
12506.0,233,1,73.5
12507.0,134,3,1304.81
12508.0,26,2,398.27
12509.0,284,1,176.5
12510.0,143,2,982.5699999999999
12512.0,66,2,138.03
12513.0,113,1,612.29
12514.0,267,1,1017.68
12515.0,353,1,383.7
12516.0,78,2,1312.06
12517.0,28,5,2502.84
12518.0,1,5,2056.89
12519.0,64,1,340.84
12520.0,79,5,2634.26
12521.0,143,1,599.68
12522.0,39,2,192.72
12523.0,19,11,1789.77
12524.0,9,8,4485.72
12526.0,1,3,1316.66
12527.0,82,3,348.71000000000004
12528.0,9,6,1933.48
12530.0,60,4,1662.28
12531.0,15,1,125.22
12532.0,30,1,349.83000000000004
12534.0,131,1,1089.18
12535.0,92,2,716.35
12536.0,43,3,12601.830000000002
12538.0,29,1,363.95
12539.0,22,4,5568.35
12540.0,20,17,13400.24
12541.0,30,3,981.18
12544.0,36,1,372.7
12545.0,75,2,1000.39
12546.0,47,2,1161.5
12547.0,198,2,207.79999999999998
12548.0,166,1,95.19999999999999
12550.0,79,1,964.83
12551.0,358,1,168.0
12552.0,39,2,437.82
12553.0,8,10,3692.28
12556.0,50,2,603.71
12557.0,16,5,11990.960000000001
12558.0,8,1,269.96
12559.0,311,2,561.71
12560.0,5,3,2134.01
12561.0,303,1,238.85
12562.0,8,7,3781.7400000000002
12564.0,261,1,456.9
12565.0,289,1,145.92
12566.0,86,1,351.65
12567.0,23,10,9401.28
12569.0,2,32,4124.69
12571.0,40,2,519.61
12572.0,9,2,1020.42
12573.0,227,1,160.54000000000002
12574.0,316,1,218.45
12576.0,36,5,1315.83
12577.0,35,3,657.8
12578.0,21,2,2794.51
12579.0,78,1,440.42
12580.0,247,1,415.7
12581.0,40,1,197.71
12582.0,239,2,511.36
12583.0,3,15,7281.38
12584.0,4,9,2338.15
12585.0,234,2,2040.1
12586.0,17,1,196.94000000000003
12587.0,8,1,144.0
12588.0,39,1,214.89999999999998
12589.0,29,2,646.68
12590.0,211,2,9864.26
12591.0,317,1,452.84999999999997
12592.0,92,2,437.6
12593.0,109,3,418.09999999999997
12594.0,38,10,3338.2200000000003
12596.0,51,2,618.27
12597.0,19,4,3811.22
12598.0,10,8,3023.08
12599.0,29,7,1032.58
12600.0,29,10,2599.04
12601.0,190,5,577.0600000000001
12602.0,59,1,153.12
12603.0,22,1,739.1999999999999
12604.0,79,2,254.18
12607.0,60,1,1579.51
12609.0,78,3,1126.85
12610.0,23,5,2099.54
12611.0,52,1,1193.32
12612.0,74,1,704.0400000000001
12613.0,57,5,3344.38
12614.0,278,1,315.6
12615.0,2,4,2291.19
12616.0,95,2,713.3
12617.0,29,1,355.53
12618.0,22,1,177.31
12619.0,16,9,3641.24
12620.0,15,3,1339.41
12621.0,2,20,13689.67
12622.0,232,1,180.1
12623.0,276,1,305.1
12624.0,106,2,641.13
12625.0,212,2,2683.82
12626.0,23,9,6620.48
12627.0,11,7,4478.53
12628.0,4,3,786.46
12630.0,10,2,1270.88
12631.0,57,1,640.5
12633.0,59,4,2163.98
12635.0,90,2,1689.18
12637.0,67,8,6021.9
12638.0,33,1,671.69
12639.0,239,1,486.1
12640.0,24,3,1174.58
12641.0,115,1,185.9
12642.0,25,3,1013.26
12643.0,128,6,3344.64
12644.0,130,1,477.91
12645.0,34,4,1775.18
12646.0,5,2,1346.97
12647.0,22,12,3722.82
12648.0,155,1,318.05
12649.0,107,3,623.51
12650.0,3,1,314.44
12651.0,335,1,114.0
12652.0,331,1,919.98
12653.0,149,2,2209.85
12654.0,11,5,601.98
12656.0,17,5,4051.17
12657.0,11,4,1643.18
12658.0,19,1,686.05
12659.0,30,1,91.68
12660.0,11,1,245.1
12662.0,1,11,3849.78
12664.0,8,9,4881.88
12665.0,325,1,63.0
12667.0,58,1,620.13
12668.0,12,4,3807.15
12669.0,151,3,2744.0299999999997
12670.0,10,5,2996.05
12672.0,330,1,225.89999999999998
12673.0,5,2,610.52
12674.0,39,4,1970.6
12676.0,25,6,1331.39
12678.0,42,12,17628.46
12679.0,59,4,1113.02
12680.0,1,4,862.81
12681.0,15,22,13787.54
12682.0,4,31,12288.22
12683.0,4,15,8476.57
12684.0,8,7,2283.63
12685.0,28,6,2863.08
12686.0,372,1,89.14
12688.0,114,1,4873.8099999999995
12689.0,26,2,1247.61
12690.0,206,1,389.01
12691.0,28,6,1035.8
12693.0,127,4,855.91
12694.0,70,2,869.67
12695.0,7,4,582.1
12697.0,29,3,957.59
12700.0,8,4,4939.99
12701.0,80,2,797.71
12702.0,20,1,219.0
12703.0,71,1,283.55
12704.0,7,8,2340.84
12705.0,15,9,6868.29
12707.0,292,1,603.42
12708.0,30,10,2712.91
12709.0,15,15,9736.52
12710.0,97,3,1149.02
12712.0,29,13,4396.13
12713.0,1,1,848.55
12714.0,9,5,4708.86
12715.0,106,1,353.86
12716.0,4,2,1053.49
12717.0,151,2,1030.98
12718.0,71,1,238.25
12719.0,5,2,644.95
12720.0,3,25,5781.73
12721.0,32,6,2656.13
12722.0,85,4,997.63
12723.0,4,5,725.07
12724.0,5,4,1031.41
12725.0,371,1,427.8
12726.0,28,7,2609.1
12727.0,11,7,3980.7
12728.0,71,4,836.33
12729.0,114,1,453.01
12731.0,24,12,18895.91
12732.0,180,1,236.26000000000002
12733.0,234,1,383.95
12734.0,353,1,110.39999999999999
12735.0,315,2,779.5699999999999
12736.0,333,1,234.0
12738.0,372,1,155.35
12739.0,78,2,1013.04
12740.0,64,1,427.6
12743.0,134,2,546.43
12744.0,52,7,21279.29
12747.0,2,11,4196.01
12748.0,1,209,33719.73
12749.0,4,5,4090.88
12750.0,129,1,275.88
12752.0,81,1,4366.78
12753.0,23,6,21429.39
12754.0,236,3,3010.74
12755.0,281,2,3811.95
12756.0,87,1,112.07999999999998
12757.0,16,13,7857.1
12758.0,117,2,2791.59
12759.0,52,3,1531.44
12762.0,8,2,1898.52
12763.0,138,2,494.08
12764.0,317,1,1693.88
12766.0,4,7,6989.63
12769.0,239,1,1143.6
12770.0,211,1,1351.45
12772.0,60,1,892.47
12775.0,17,5,1386.04
12778.0,20,6,822.23
12779.0,38,8,3981.36
12781.0,64,2,826.74
12782.0,5,5,2330.92
12783.0,2,6,2225.91
12784.0,9,2,574.42
12785.0,364,1,311.95
12787.0,10,3,463.66
12789.0,65,1,91.85
12790.0,192,1,324.92
12791.0,374,1,192.60000000000002
12792.0,257,1,400.53999999999996
12793.0,335,2,545.48
12794.0,53,2,860.41
12795.0,19,1,430.48
12797.0,366,1,254.03
12798.0,10,3,6977.04
12802.0,187,1,427.58
12808.0,37,3,483.65000000000003
12809.0,178,1,489.31
12811.0,261,3,514.85
12812.0,45,1,229.64000000000001
12814.0,102,1,125.92
12815.0,148,2,1063.46
12816.0,96,2,572.2
12817.0,281,1,166.04
12818.0,262,1,1542.08
12820.0,3,4,942.34
12821.0,214,1,92.72
12822.0,71,2,948.88
12823.0,75,5,1759.5
12824.0,60,1,397.12
12826.0,3,7,1474.72
12827.0,6,3,430.15000000000003
12828.0,3,6,1018.71
12829.0,337,2,293.0
12830.0,38,6,6814.64
12831.0,262,1,215.05
12832.0,32,2,383.03
12833.0,145,1,417.38
12834.0,283,1,312.38
12836.0,59,4,2612.86
12837.0,173,1,134.1
12838.0,34,2,683.13
12839.0,3,14,5591.42
12840.0,144,4,2726.77
12841.0,5,25,4022.35
12842.0,70,2,1118.99
12843.0,66,8,1702.26
12844.0,29,2,325.96000000000004
12845.0,267,4,354.09
12847.0,22,1,871.54
12849.0,31,2,1050.8899999999999
12851.0,97,1,135.18
12852.0,295,1,311.55
12853.0,135,6,1957.1000000000001
12854.0,79,3,1324.5
12855.0,373,1,38.1
12856.0,8,6,2179.93
12857.0,211,2,1106.4
12863.0,52,1,521.2
12864.0,138,1,147.12
12865.0,26,2,1568.23
12866.0,283,1,559.12
12867.0,26,7,4036.82
12868.0,186,6,1607.0600000000002
12871.0,84,2,380.64
12872.0,327,2,599.97
12873.0,282,1,374.0
12875.0,143,2,343.2300000000001
12876.0,58,2,2218.02
12877.0,4,12,1535.77
12878.0,236,2,854.99
12879.0,45,3,573.22
12881.0,276,1,298.0
12882.0,9,2,1463.04
12883.0,25,4,703.47
12884.0,88,1,309.05
12885.0,63,3,1175.22
12886.0,68,2,1378.4
12888.0,214,2,354.12
12890.0,24,1,380.46999999999997
12891.0,186,3,331.0
12893.0,31,1,188.14
12895.0,42,2,372.8
12897.0,205,2,216.5
12901.0,9,28,17654.54
12902.0,265,1,138.68
12904.0,18,2,509.58
12906.0,12,5,2919.81
12908.0,176,2,750.0
12909.0,40,5,2178.67
12910.0,23,8,3075.04
12912.0,3,5,1662.3
12913.0,5,5,2483.63
12915.0,149,2,363.65
12916.0,139,4,3006.15
12917.0,128,1,594.0
12919.0,8,6,1335.19
12920.0,17,1,164.23
12921.0,9,37,16587.09
12922.0,161,1,405.38
12923.0,64,1,176.97
12924.0,88,4,933.7
12925.0,5,2,694.05
12928.0,35,5,2062.7000000000003
12929.0,312,1,117.85
12930.0,78,2,415.8
12931.0,22,15,42055.96
12933.0,24,3,607.53
12935.0,2,7,2160.7
12936.0,17,4,1063.9
12937.0,15,4,1504.27
12938.0,26,1,114.14
12939.0,64,8,11581.8
12940.0,55,2,913.54
12942.0,131,3,683.9
12944.0,36,2,604.51
12945.0,288,1,462.95
12947.0,144,6,1603.99
12948.0,16,7,2064.95
12949.0,31,8,4167.22
12950.0,2,3,1843.0
12951.0,9,6,1064.07
12952.0,6,4,1387.79
12953.0,10,1,329.85
12955.0,1,11,4757.16
12956.0,306,1,108.07
12957.0,10,8,4017.54
12962.0,7,2,266.39
12963.0,8,8,1856.63
12965.0,89,1,771.91
12966.0,10,1,160.18
12967.0,358,2,1660.9
12968.0,112,1,135.95
12970.0,7,4,452.24
12971.0,4,86,11189.91
12974.0,198,1,144.8
12976.0,212,1,738.6
12977.0,156,1,39.239999999999995
12980.0,158,9,7374.900000000001
12981.0,30,2,372.21999999999997
12982.0,243,1,390.54
12984.0,19,1,97.5
12985.0,1,2,1239.38
12987.0,74,2,558.7
12988.0,292,1,535.32
12989.0,3,15,6924.110000000001
12990.0,31,3,409.5
12991.0,23,2,503.76
12993.0,23,4,414.76
12994.0,4,3,974.4200000000001
12995.0,85,1,211.32
12997.0,22,4,1226.89
12999.0,196,3,455.88
13000.0,107,3,534.85
13001.0,4,13,9818.82
13002.0,318,1,120.94999999999999
13003.0,106,3,149.05
13004.0,12,18,5655.91
13005.0,174,2,513.7
13006.0,56,1,81.57
13008.0,323,1,229.46999999999997
13011.0,372,1,50.550000000000004
13012.0,9,8,1661.8400000000001
13013.0,1,13,4810.9400000000005
13014.0,11,10,3466.2799999999997
13015.0,53,5,3346.28
13016.0,73,3,789.89
13017.0,7,1,204.0
13018.0,16,28,7277.7
13021.0,4,9,2616.38
13023.0,64,2,689.9
13026.0,1,5,975.36
13027.0,114,6,6912.0
13028.0,23,2,661.3199999999999
13029.0,31,3,1247.5
13030.0,11,2,799.48
13032.0,52,2,1010.18
13033.0,357,1,190.55
13034.0,55,2,642.77
13035.0,74,2,921.88
13037.0,138,3,881.07
13038.0,80,3,908.46
13040.0,9,2,676.99
13043.0,273,1,516.42
13044.0,291,1,560.47
13045.0,99,1,305.28000000000003
13046.0,31,2,629.31
13047.0,32,10,3237.54
13048.0,14,4,1835.91
13049.0,64,2,656.6800000000001
13050.0,15,17,5836.86
13052.0,212,1,348.15000000000003
13055.0,78,3,1214.41
13058.0,25,3,271.40000000000003
13059.0,250,1,183.4
13060.0,254,1,307.53
13061.0,72,1,248.61
13062.0,191,1,346.98
13064.0,13,4,1119.49
13065.0,373,1,205.86
13066.0,24,2,470.8
13067.0,82,1,115.46000000000001
13068.0,10,2,344.0
13069.0,1,24,4436.12
13070.0,192,1,228.8
13072.0,267,1,177.15
13075.0,130,1,919.61
13077.0,1,4,729.27
13078.0,3,26,12627.94
13079.0,4,5,220.10000000000002
13080.0,179,1,58.08
13081.0,12,11,28337.38
13082.0,126,9,3613.63
13083.0,4,2,303.75
13085.0,158,2,416.08000000000004
13089.0,3,97,58825.83
13090.0,9,14,8910.82
13091.0,28,1,345.82
13092.0,71,5,477.83
13093.0,276,8,7832.47
13094.0,21,12,1927.3200000000002
13095.0,71,1,74.39999999999999
13097.0,33,10,6010.42
13098.0,1,28,28882.44
13099.0,99,1,207.35999999999999
13101.0,234,1,101.19
13102.0,1,24,6424.09
13103.0,40,1,243.94
13104.0,3,6,1098.48
13106.0,133,1,76.5
13107.0,44,4,1531.6200000000001
13108.0,373,1,350.06
13109.0,60,2,786.54
13110.0,31,7,1488.67
13113.0,1,24,12245.960000000001
13115.0,12,4,2294.78
13116.0,138,1,501.14
13117.0,22,8,984.91
13118.0,20,5,1197.81
13120.0,239,1,30.599999999999998
13121.0,269,1,283.73
13122.0,94,2,922.39
13124.0,90,3,3866.33
13126.0,5,8,2099.64
13127.0,78,1,259.17
13130.0,94,1,64.0
13131.0,23,3,1073.3
13132.0,262,1,77.3
13133.0,274,2,109.8
13134.0,86,4,1793.58
13135.0,197,1,3096.0
13136.0,56,5,2607.61
13137.0,11,8,3650.41
13138.0,22,6,962.39
13139.0,16,7,5064.94
13140.0,108,3,423.72
13141.0,85,5,2388.75
13142.0,19,1,307.09
13144.0,333,1,110.95
13145.0,40,4,618.52
13146.0,26,1,228.91
13147.0,10,4,712.8000000000001
13148.0,29,12,3707.12
13149.0,14,4,1676.06
13151.0,296,1,1257.8700000000001
13153.0,6,1,486.22
13155.0,33,4,971.76
13157.0,49,4,1741.22
13158.0,95,4,1201.06
13159.0,9,4,1437.85
13160.0,22,1,91.8
13161.0,313,1,112.75
13162.0,122,4,1688.29
13165.0,46,2,1021.48
13166.0,283,1,417.2
13167.0,19,4,791.33
13168.0,36,4,1319.19
13169.0,64,2,712.88
13170.0,27,1,116.00999999999999
13171.0,22,3,468.41
13173.0,4,2,353.65
13174.0,16,3,2817.03
13176.0,46,1,492.84
13177.0,65,1,282.45
13178.0,26,11,5725.47
13182.0,45,1,121.18
13183.0,8,9,3957.78
13184.0,15,10,1701.29
13185.0,268,1,71.4
13186.0,40,3,1575.89
13187.0,337,1,236.02
13188.0,11,1,114.60000000000001
13189.0,19,2,260.68
13192.0,95,2,911.94
13193.0,61,1,117.88
13194.0,136,1,60.7
13196.0,11,4,1797.78
13198.0,10,6,3401.2400000000002
13199.0,4,38,9817.12
13200.0,19,4,870.09
13203.0,10,4,869.46
13207.0,15,2,250.26000000000002
13208.0,59,6,1223.9
13209.0,30,8,5891.61
13210.0,94,1,353.48
13211.0,10,3,1197.42
13212.0,20,3,788.08
13213.0,57,5,1520.58
13216.0,268,1,333.74
13217.0,122,3,533.98
13218.0,127,1,62.63999999999999
13220.0,78,4,819.2900000000001
13221.0,240,2,847.41
13223.0,200,2,163.20000000000002
13224.0,60,2,2155.95
13225.0,3,7,6463.84
13226.0,273,1,108.21000000000001
13227.0,202,1,257.7
13228.0,81,1,358.0
13229.0,226,1,160.95
13230.0,4,14,2806.97
13232.0,13,7,1357.6
13233.0,74,2,605.12
13235.0,212,1,1031.07
13236.0,25,2,744.85
13238.0,17,4,700.73
13239.0,262,1,329.56
13240.0,96,4,663.65
13242.0,112,3,270.40000000000003
13243.0,203,1,600.07
13244.0,93,1,121.74000000000001
13245.0,51,1,430.5
13246.0,18,6,1987.3
13247.0,18,4,501.12
13248.0,125,2,465.68
13249.0,92,3,711.41
13253.0,157,2,1030.4
13255.0,9,2,399.51
13258.0,12,3,698.58
13259.0,62,1,292.32
13260.0,61,1,557.62
13261.0,269,2,944.1
13262.0,263,1,200.29
13263.0,1,35,7454.07
13265.0,53,5,2107.66
13266.0,11,12,3834.2599999999998
13267.0,3,19,4521.49
13268.0,18,11,3214.69
13269.0,1,15,5346.2300000000005
13270.0,366,1,590.0
13271.0,37,1,217.38
13272.0,31,2,276.56
13273.0,113,1,138.98
13276.0,64,2,590.9300000000001
13277.0,16,4,258.4
13278.0,41,1,542.73
13279.0,78,1,137.75
13280.0,122,3,814.86
13282.0,18,3,1132.14
13283.0,60,2,93.66
13284.0,331,1,201.19
13285.0,23,4,2709.12
13291.0,156,1,361.11
13292.0,39,2,578.9399999999999
13294.0,190,2,873.74
13295.0,360,1,201.20000000000002
13296.0,137,1,87.4
13297.0,8,4,2089.85
13298.0,1,1,360.0
13299.0,268,1,142.5
13300.0,169,1,371.89
13301.0,104,4,618.09
13302.0,155,1,63.75
13304.0,351,1,300.42
13305.0,4,10,2000.86
13307.0,120,1,15.0
13308.0,23,3,1385.51
13309.0,7,5,1456.79
13310.0,28,3,1132.03
13311.0,4,2,598.57
13313.0,22,5,1555.32
13314.0,2,3,775.94
13316.0,37,4,5977.7300000000005
13317.0,66,6,2273.68
13318.0,1,3,640.76
13319.0,5,26,10845.550000000001
13320.0,78,4,1548.7
13321.0,72,2,567.36
13322.0,17,1,199.48000000000002
13323.0,3,5,787.85
13324.0,36,10,7121.95
13325.0,82,1,675.3
13327.0,39,8,3627.77
13328.0,316,1,1308.48
13329.0,32,2,789.0
13330.0,93,3,1140.93
13332.0,14,1,350.9
13334.0,82,3,3536.82
13336.0,77,1,795.12
13338.0,158,1,487.02
13339.0,201,1,860.12
13340.0,45,7,10736.48
13341.0,261,1,775.85
13343.0,178,1,353.43
13344.0,68,3,2543.72
13345.0,288,1,389.5
13347.0,70,1,341.36
13348.0,64,1,233.76
13349.0,11,1,247.32
13350.0,16,2,979.12
13351.0,66,1,373.94
13352.0,60,1,397.97999999999996
13354.0,71,1,743.53
13355.0,122,1,674.7
13356.0,80,1,768.24
13357.0,257,1,609.95
13358.0,269,1,439.03
13359.0,64,1,439.56
13362.0,9,4,3090.7400000000002
13363.0,18,2,992.5
13364.0,71,1,134.95999999999998
13365.0,34,2,2225.37
13366.0,50,1,56.160000000000004
13368.0,257,2,623.4
13369.0,366,1,308.28000000000003
13370.0,372,1,754.87
13372.0,90,1,378.64
13373.0,61,3,3312.25
13375.0,89,1,778.65
13376.0,99,3,1019.76
13379.0,26,3,572.56
13381.0,32,6,3639.31
13382.0,281,1,222.99
13384.0,31,7,4151.93
13385.0,330,1,534.57
13388.0,131,2,677.1
13389.0,11,3,797.96
13390.0,75,1,544.08
13391.0,204,1,59.8
13394.0,2,8,2520.02
13395.0,185,1,307.72
13396.0,29,2,1360.99
13397.0,73,5,1544.13
13398.0,192,1,457.34
13402.0,127,2,621.23
13403.0,18,1,75.0
13404.0,1,2,252.49
13405.0,74,3,572.451
13408.0,2,62,28117.04
13410.0,24,5,1003.06
13411.0,107,1,213.55
13414.0,134,3,1390.5
13416.0,44,2,712.5
13417.0,5,2,640.83
13418.0,12,18,6127.43
13419.0,64,1,221.06
13420.0,150,2,159.85
13421.0,40,2,1851.08
13422.0,64,1,2626.3
13425.0,108,3,1624.21
13426.0,1,10,3641.32
13427.0,19,3,582.6
13428.0,10,1,218.47
13429.0,11,4,1006.8
13430.0,19,2,679.45
13431.0,67,2,1269.1
13434.0,74,2,534.24
13435.0,5,7,3809.8900000000003
13436.0,2,1,196.89
13437.0,14,7,3408.06
13439.0,255,1,283.71
13441.0,92,1,296.64
13447.0,23,3,1129.14
13448.0,17,6,3539.37
13449.0,24,1,291.88
13450.0,27,6,2043.7199999999998
13451.0,26,5,2976.15
13452.0,259,2,590.0
13453.0,166,2,356.97999999999996
13455.0,25,2,1058.34
13456.0,18,6,1766.72
13458.0,7,14,9646.57
13460.0,29,2,183.44
13461.0,39,3,1445.0
13462.0,253,1,151.5
13464.0,58,1,674.68
13466.0,184,1,307.9
13467.0,11,2,1083.71
13468.0,2,37,5704.97
13470.0,99,2,165.0
13471.0,1,4,2531.58
13473.0,61,2,422.64
13474.0,236,1,229.59
13475.0,191,4,1431.78
13476.0,179,2,1238.47
13477.0,38,6,1454.58
13479.0,201,2,300.95
13481.0,46,5,1804.56
13482.0,232,1,184.64
13483.0,66,1,140.34
13484.0,241,1,313.8
13485.0,233,1,454.24
13486.0,78,3,1122.41
13487.0,58,3,575.4
13488.0,17,13,8968.31
13489.0,105,4,449.52
13491.0,52,10,1215.82
13492.0,136,3,1269.84
13493.0,275,2,618.63
13494.0,312,1,316.26000000000005
13495.0,8,5,2044.8700000000001
13496.0,11,2,653.33
13497.0,283,2,348.05
13499.0,18,5,1159.11
13500.0,23,3,1166.77
13501.0,288,1,1340.32
13502.0,17,3,292.0
13503.0,71,1,216.85
13504.0,64,1,295.93
13505.0,73,4,4393.63
13506.0,316,2,458.52
13507.0,3,4,2479.16
13508.0,244,1,110.97
13509.0,9,7,979.72
13510.0,1,4,1791.56
13512.0,261,1,251.21
13513.0,127,1,205.1
13514.0,74,1,152.20000000000002
13515.0,73,4,891.12
13516.0,21,3,1389.41
13517.0,60,3,2128.42
13518.0,86,1,659.4399999999999
13519.0,78,1,122.75
13520.0,59,6,3624.35
13521.0,1,3,1093.65
13522.0,30,1,125.80000000000001
13523.0,33,5,3964.88
13524.0,41,5,680.1800000000001
13525.0,15,2,628.78
13527.0,34,7,2287.51
13529.0,79,2,307.76
13531.0,205,2,483.8
13532.0,34,1,210.31
13533.0,183,3,270.79
13534.0,2,25,5870.08
13536.0,1,7,3448.29
13538.0,43,7,1280.85
13539.0,86,3,631.34
13544.0,40,2,291.41
13546.0,12,3,626.99
13548.0,96,2,682.41
13549.0,26,7,918.2
13551.0,319,1,91.80000000000001
13552.0,66,12,3740.07
13555.0,74,4,4149.28
13557.0,28,2,584.06
13558.0,6,4,605.06
13560.0,7,1,174.37
13561.0,216,1,141.85999999999999
13562.0,82,3,1799.33
13563.0,84,2,777.53
13564.0,144,3,1749.02
13565.0,19,2,240.22
13566.0,41,2,874.71
13568.0,173,1,192.85
13569.0,17,2,373.75
13570.0,243,1,239.49
13571.0,13,12,2092.32
13572.0,206,1,1384.25
13573.0,50,2,294.4
13575.0,23,5,732.0699999999999
13576.0,10,18,6717.34
13577.0,25,4,1687.6000000000001
13579.0,15,2,467.04
13581.0,309,1,118.0
13583.0,156,1,781.03
13584.0,307,1,142.4
13587.0,64,1,712.4
13588.0,16,9,2478.95
13589.0,15,2,379.65
13590.0,11,6,1981.92
13591.0,65,3,1117.13
13592.0,36,4,247.95999999999998
13593.0,108,5,2037.0800000000002
13594.0,53,1,396.97
13596.0,6,2,697.04
13598.0,47,1,180.17000000000002
13599.0,1,21,5153.67
13600.0,312,1,219.52
13601.0,45,2,693.32
13602.0,65,1,428.89
13603.0,26,1,164.34
13606.0,29,3,280.53999999999996
13607.0,40,1,678.01
13610.0,12,7,1131.88
13611.0,89,3,1171.8
13614.0,24,4,1610.46
13615.0,319,1,417.69
13617.0,40,3,544.18
13618.0,174,1,177.34
13621.0,117,1,213.85
13623.0,31,5,747.78
13626.0,253,1,257.23
13627.0,59,5,1638.47
13629.0,23,11,7792.36
13630.0,5,7,2031.78
13631.0,100,11,3070.42
13632.0,25,5,2121.27
13634.0,33,5,1575.16
13635.0,68,1,1071.03
13636.0,37,5,949.12
13637.0,52,3,810.5
13638.0,16,1,122.64
13639.0,74,1,1033.34
13642.0,216,1,354.8
13643.0,31,3,519.44
13644.0,16,4,2624.26
13645.0,120,1,252.1
13647.0,10,4,1678.1200000000001
13649.0,257,2,346.6
13650.0,17,6,1836.34
13651.0,35,2,94.2
13652.0,46,3,1095.08
13654.0,43,6,2707.33
13655.0,114,2,932.97
13656.0,165,2,379.65
13657.0,11,2,382.14
13658.0,10,5,2639.17
13659.0,206,2,1573.2
13662.0,86,3,897.76
13663.0,179,1,189.47
13666.0,60,3,84.65
13667.0,149,1,305.02
13668.0,3,21,6363.59
13669.0,51,2,218.55
13670.0,75,1,349.7
13672.0,301,2,186.39000000000001
13673.0,19,2,396.92
13675.0,151,2,486.82000000000005
13678.0,152,1,232.6
13680.0,1,4,3722.42
13681.0,18,4,827.83
13682.0,187,1,59.5
13684.0,286,1,67.23
13685.0,3,7,3119.44
13686.0,183,1,72.0
13689.0,63,1,910.0
13690.0,59,1,172.25
13692.0,25,3,1488.32
13694.0,4,50,65039.62
13695.0,31,15,2504.13
13697.0,39,1,151.29999999999998
13699.0,155,1,308.58000000000004
13700.0,26,10,2265.12
13703.0,318,1,99.5
13704.0,5,9,2308.06
